rank,candidate_id,risk_score,days_since_last_event,apply_30d,events_30d,reason_codes,suggested_lever,as_of_date,model_version
398,C104822,0.9228,279,0,0,account age is higher than typical (z=3.6); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
399,C101675,0.9228,239,0,0,account age is higher than typical (z=4.2); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
400,C102817,0.9228,185,0,0,account age is higher than typical (z=3.2); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
401,C110427,0.9228,80,0,0,account age is higher than typical (z=3.6); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
402,C105435,0.9228,84,0,0,account age is higher than typical (z=4.3); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
403,C111100,0.9228,138,0,0,account age is higher than typical (z=3.4); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
404,C109291,0.9228,212,0,0,account age is higher than typical (z=4.3); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
405,C101442,0.9228,154,0,0,account age is higher than typical (z=3.8); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
406,C111111,0.9228,95,0,0,account age is higher than typical (z=3.3); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
407,C105986,0.9228,107,0,0,account age is higher than typical (z=3.6); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
408,C106424,0.9228,157,0,0,account age is higher than typical (z=4.1); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
409,C106375,0.9228,169,0,0,account age is higher than typical (z=3.2); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
410,C105500,0.9228,96,0,0,account age is higher than typical (z=3.9); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
411,C109652,0.9228,59,0,0,account age is higher than typical (z=2.9); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
412,C106772,0.9228,82,0,0,account age is higher than typical (z=4.0); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
413,C105398,0.9228,108,0,0,account age is higher than typical (z=3.8); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
414,C106765,0.9228,119,0,0,account age is higher than typical (z=3.7); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
415,C103839,0.9228,57,0,0,account age is higher than typical (z=3.9); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
416,C111313,0.9228,123,0,0,account age is higher than typical (z=3.6); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
417,C100935,0.9228,53,0,0,account age is higher than typical (z=3.8); activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
418,C100946,0.9228,92,0,0,account age is higher than typical (z=4.1); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
419,C104581,0.9228,120,0,0,account age is higher than typical (z=4.1); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
420,C104134,0.9228,206,0,0,account age is higher than typical (z=4.2); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
421,C104215,0.9228,253,0,0,account age is higher than typical (z=4.3); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
422,C108410,0.9228,176,0,0,account age is higher than typical (z=3.6); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
423,C103344,0.9227,102,0,0,activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=0.4),Re-engagement push notification / email,2026-01-10,churn_model_v1
424,C101869,0.9227,83,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=2.4); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
425,C100127,0.9227,86,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=2.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
426,C110960,0.9227,135,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=2.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
427,C103381,0.9227,175,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=2.5); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
428,C105184,0.9227,101,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=2.5); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
429,C100741,0.9227,111,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=2.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
430,C111450,0.9227,76,0,0,account age is higher than typical (z=2.4); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
431,C107595,0.9227,60,0,0,account age is higher than typical (z=2.4); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
432,C103223,0.9227,81,0,0,account age is higher than typical (z=2.4); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
433,C104545,0.9227,61,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=2.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
434,C109045,0.9227,103,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=2.4); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
435,C109086,0.9225,33,0,0,activity in the last 90 days is lower than typical (z=-1.1); account age is higher than typical (z=1.6); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
436,C107031,0.9224,23,0,1,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=2.2); activity in the last 30 days is lower than typical (z=-1.0),Send curated job digest (browsing but not applying),2026-01-10,churn_model_v1
437,C104635,0.9224,21,0,1,account age is higher than typical (z=2.3); activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.0),Send curated job digest (browsing but not applying),2026-01-10,churn_model_v1
438,C102295,0.9224,16,0,1,account age is higher than typical (z=2.6); activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.0),Send curated job digest (browsing but not applying),2026-01-10,churn_model_v1
439,C100805,0.9224,21,0,1,account age is higher than typical (z=2.5); activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.0),Send curated job digest (browsing but not applying),2026-01-10,churn_model_v1
440,C105659,0.9224,29,0,1,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=2.1); activity in the last 30 days is lower than typical (z=-1.0),Send curated job digest (browsing but not applying),2026-01-10,churn_model_v1
441,C109748,0.9224,23,0,1,activity in the last 90 days is lower than typical (z=-1.1); account age is higher than typical (z=1.8); activity in the last 30 days is lower than typical (z=-1.0),Send curated job digest (browsing but not applying),2026-01-10,churn_model_v1
442,C110344,0.9224,22,0,1,activity in the last 90 days is lower than typical (z=-1.1); account age is higher than typical (z=1.8); activity in the last 30 days is lower than typical (z=-1.0),Send curated job digest (browsing but not applying),2026-01-10,churn_model_v1
443,C106410,0.9223,94,0,0,account age is higher than typical (z=3.0); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
444,C105118,0.9223,182,0,0,account age is higher than typical (z=3.2); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
445,C105817,0.9223,48,0,0,account age is higher than typical (z=3.7); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
446,C103748,0.9223,73,0,0,account age is higher than typical (z=3.6); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
447,C103002,0.9223,150,0,0,account age is higher than typical (z=3.7); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
448,C102694,0.9223,52,0,0,account age is higher than typical (z=3.8); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
449,C109678,0.9223,118,0,0,account age is higher than typical (z=2.8); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
450,C102790,0.9223,119,0,0,account age is higher than typical (z=3.8); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
451,C103539,0.9223,76,0,0,account age is higher than typical (z=2.8); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
452,C110744,0.9223,67,0,0,account age is higher than typical (z=2.8); activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
453,C105324,0.9223,111,0,0,account age is higher than typical (z=3.6); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
454,C109587,0.9223,107,0,0,account age is higher than typical (z=3.9); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
455,C100639,0.9223,91,0,0,account age is higher than typical (z=3.9); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
456,C109344,0.9223,69,0,0,account age is higher than typical (z=4.3); activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
457,C101345,0.9223,89,0,0,account age is higher than typical (z=4.3); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
458,C107008,0.9223,85,0,0,account age is higher than typical (z=4.1); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
459,C106991,0.9223,82,0,0,account age is higher than typical (z=2.8); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
460,C101263,0.9223,153,0,0,account age is higher than typical (z=2.8); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
461,C100529,0.9223,161,0,0,account age is higher than typical (z=3.6); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
462,C103711,0.9223,87,0,0,account age is higher than typical (z=4.3); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
463,C104920,0.9223,116,0,0,account age is higher than typical (z=4.1); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
464,C103739,0.9223,101,0,0,account age is higher than typical (z=2.9); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
465,C103370,0.9223,127,0,0,account age is higher than typical (z=4.2); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
466,C106321,0.9223,129,0,0,account age is higher than typical (z=4.2); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
467,C101081,0.9223,92,0,0,account age is higher than typical (z=4.2); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
468,C110552,0.9223,163,0,0,account age is higher than typical (z=3.6); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
469,C111949,0.9223,73,0,0,account age is higher than typical (z=4.1); activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
470,C101213,0.9223,56,0,0,account age is higher than typical (z=3.2); activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
471,C102827,0.9223,141,0,0,account age is higher than typical (z=3.8); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
472,C104073,0.9223,83,0,0,account age is higher than typical (z=3.8); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
473,C104136,0.9223,257,0,0,account age is higher than typical (z=4.1); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
474,C105577,0.9223,162,0,0,account age is higher than typical (z=3.8); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
475,C108560,0.9223,234,0,0,account age is higher than typical (z=4.1); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
476,C100207,0.9223,85,0,0,account age is higher than typical (z=4.1); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
477,C104334,0.9223,60,0,0,account age is higher than typical (z=3.6); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
478,C108340,0.9223,74,0,0,account age is higher than typical (z=3.3); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
479,C108356,0.9223,173,0,0,account age is higher than typical (z=3.8); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
480,C105868,0.9223,130,0,0,account age is higher than typical (z=3.7); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
481,C111706,0.9223,304,0,0,account age is higher than typical (z=4.0); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
482,C108475,0.9223,171,0,0,account age is higher than typical (z=3.2); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
483,C108709,0.9223,164,0,0,account age is higher than typical (z=3.4); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
484,C110323,0.9223,103,0,0,account age is higher than typical (z=3.8); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
485,C104978,0.9223,136,0,0,account age is higher than typical (z=3.7); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
486,C110909,0.9223,69,0,0,account age is higher than typical (z=3.7); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
487,C110936,0.9223,195,0,0,account age is higher than typical (z=3.8); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
488,C111093,0.9223,186,0,0,account age is higher than typical (z=4.1); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
489,C101515,0.9223,209,0,0,account age is higher than typical (z=3.7); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
490,C101558,0.9223,246,0,0,account age is higher than typical (z=4.3); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
491,C102569,0.9223,141,0,0,account age is higher than typical (z=3.7); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
492,C107375,0.9223,234,0,0,account age is higher than typical (z=3.9); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
493,C109213,0.9223,125,0,0,account age is higher than typical (z=3.1); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
494,C108906,0.9223,157,0,0,account age is higher than typical (z=3.5); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
495,C111354,0.9223,194,0,0,account age is higher than typical (z=4.2); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
496,C108982,0.9223,202,0,0,account age is higher than typical (z=3.2); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
497,C108919,0.9223,97,0,0,account age is higher than typical (z=2.8); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
498,C105742,0.9223,171,0,0,account age is higher than typical (z=3.4); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
499,C109122,0.9223,196,0,0,account age is higher than typical (z=4.3); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
500,C101005,0.9223,57,0,0,account age is higher than typical (z=3.6); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
