student_id,years_experience,skills_json
S4_00137,4,"{""docker"": 0.456, ""java"": 0.79, ""git"": 0.916, ""ml_fundamentals"": 0.535, ""testing"": 0.722, ""react"": 0.786, ""aws"": 0.628, ""genai"": 0.669}"
S4_00138,4,"{""docker"": 0.862, ""python"": 0.832, ""aws"": 0.599, ""excel"": 0.822, ""node"": 0.566, ""testing"": 0.674, ""react"": 0.64, ""nlp"": 0.678, ""ml_fundamentals"": 0.817, ""communication"": 0.66, ""spark"": 0.669}"
S4_00139,0,"{""react"": 0.39, ""git"": 0.611, ""jquery"": 0.654, ""communication"": 0.673, ""spark"": 0.835, ""system_design"": 0.581, ""aws"": 0.86, ""genai"": 0.763}"
S4_00140,0,"{""docker"": 0.584, ""data_structures"": 0.81, ""python"": 0.646, ""ml_fundamentals"": 0.761, ""kubernetes"": 0.742, ""cloud_security"": 0.668, ""node"": 0.655, ""nlp"": 0.771, ""sql"": 0.584, ""aws"": 0.59, ""communication"": 0.863, ""java"": 0.784, ""git"": 0.524, ""genai"": 0.57}"
S4_00141,4,"{""flask"": 0.66, ""communication"": 0.754, ""testing"": 0.636, ""git"": 0.66, ""nlp"": 0.761, ""docker"": 0.628, ""kubernetes"": 0.65, ""node"": 0.697, ""genai"": 0.734}"
S4_00142,3,"{""java"": 1.0, ""excel"": 0.738, ""ml_fundamentals"": 0.772, ""python"": 0.944, ""data_structures"": 0.684, ""cloud_security"": 0.801}"
S4_00143,3,"{""spark"": 0.784, ""docker"": 0.491, ""nlp"": 0.591, ""node"": 0.69, ""python"": 0.864, ""java"": 0.636, ""react"": 0.537, ""flask"": 0.937, ""aws"": 0.61, ""cloud_security"": 0.551, ""jquery"": 0.754, ""git"": 0.712, ""sql"": 0.645}"
S4_00144,5,"{""aws"": 0.805, ""sql"": 0.733, ""excel"": 0.464, ""nlp"": 0.629, ""jquery"": 0.688, ""flask"": 0.698}"
S4_00145,0,"{""nlp"": 0.871, ""jquery"": 0.745, ""spark"": 0.961, ""excel"": 0.652, ""aws"": 1.0, ""sql"": 0.72, ""docker"": 0.641, ""data_structures"": 1.0, ""kubernetes"": 0.446, ""ml_fundamentals"": 0.637, ""react"": 0.47, ""git"": 0.444, ""cloud_security"": 0.41, ""genai"": 0.813}"
S4_00146,0,"{""docker"": 0.698, ""flask"": 0.493, ""system_design"": 0.64, ""testing"": 0.657, ""data_structures"": 0.935, ""communication"": 0.547, ""excel"": 0.362, ""genai"": 0.719}"
S4_00147,1,"{""java"": 0.569, ""node"": 0.81, ""data_structures"": 0.489, ""kubernetes"": 0.801, ""git"": 0.705, ""ml_fundamentals"": 0.734, ""jquery"": 0.864}"
S4_00148,2,"{""react"": 0.687, ""node"": 0.787, ""git"": 0.388, ""flask"": 0.6, ""sql"": 0.633, ""spark"": 0.504, ""testing"": 0.567, ""kubernetes"": 0.741}"
S4_00149,1,"{""react"": 0.894, ""python"": 0.687, ""node"": 0.802, ""git"": 0.837, ""java"": 0.83, ""jquery"": 0.87, ""system_design"": 0.636, ""kubernetes"": 0.577, ""flask"": 0.898, ""docker"": 0.589, ""nlp"": 0.999}"
S4_00150,0,"{""python"": 0.689, ""aws"": 0.53, ""sql"": 0.625, ""node"": 0.949, ""spark"": 0.747, ""kubernetes"": 0.78, ""git"": 0.602, ""react"": 0.521, ""flask"": 0.684, ""ml_fundamentals"": 0.351, ""genai"": 0.555}"
S4_00151,3,"{""aws"": 0.791, ""ml_fundamentals"": 0.633, ""system_design"": 0.636, ""spark"": 0.754, ""sql"": 0.926, ""python"": 0.784, ""docker"": 0.864, ""java"": 0.583, ""genai"": 0.813, ""jquery"": 0.619}"
S4_00152,0,"{""nlp"": 0.668, ""python"": 0.788, ""testing"": 0.666, ""node"": 0.788, ""git"": 0.598, ""docker"": 1.0, ""react"": 0.749, ""flask"": 0.739, ""excel"": 0.648, ""genai"": 1.0}"
S4_00153,1,"{""data_structures"": 0.747, ""excel"": 0.738, ""spark"": 0.993, ""docker"": 0.954, ""nlp"": 0.681, ""flask"": 0.597, ""node"": 0.602, ""ml_fundamentals"": 0.676, ""testing"": 0.915, ""cloud_security"": 0.782, ""python"": 0.798, ""genai"": 0.842}"
S4_00154,3,"{""system_design"": 0.787, ""excel"": 0.648, ""docker"": 0.796, ""nlp"": 0.641, ""spark"": 0.708, ""java"": 0.679, ""testing"": 0.724, ""git"": 0.762, ""data_structures"": 0.646, ""genai"": 0.702}"
S4_00155,4,"{""testing"": 0.39, ""excel"": 0.806, ""nlp"": 0.693, ""cloud_security"": 0.367, ""docker"": 0.553, ""jquery"": 0.675, ""git"": 0.454}"
S4_00156,3,"{""aws"": 0.92, ""system_design"": 0.685, ""nlp"": 0.701, ""sql"": 0.721, ""react"": 0.701, ""communication"": 0.673, ""jquery"": 0.613, ""java"": 0.571, ""excel"": 0.737, ""ml_fundamentals"": 0.9, ""python"": 0.842, ""git"": 0.778, ""genai"": 0.907}"
S4_00157,3,"{""spark"": 0.576, ""sql"": 0.567, ""excel"": 0.556, ""ml_fundamentals"": 0.949, ""cloud_security"": 0.583, ""flask"": 0.662, ""communication"": 0.585, ""docker"": 0.531, ""node"": 0.77, ""jquery"": 0.743, ""nlp"": 0.386, ""data_structures"": 0.525}"
S4_00158,4,"{""cloud_security"": 0.894, ""docker"": 0.661, ""flask"": 0.402, ""node"": 0.772, ""system_design"": 0.558, ""jquery"": 0.739, ""python"": 0.377, ""communication"": 0.679, ""testing"": 0.825, ""excel"": 0.807, ""ml_fundamentals"": 0.682, ""kubernetes"": 0.712, ""nlp"": 0.645, ""genai"": 0.675}"
S4_00159,2,"{""flask"": 0.661, ""data_structures"": 0.476, ""sql"": 0.856, ""python"": 0.586, ""node"": 1.0, ""cloud_security"": 0.645, ""excel"": 0.41, ""jquery"": 0.975}"
S4_00160,6,"{""nlp"": 1.0, ""aws"": 0.608, ""kubernetes"": 0.612, ""spark"": 0.813, ""docker"": 0.611, ""jquery"": 0.56, ""node"": 0.703, ""testing"": 0.815}"
S4_00161,3,"{""kubernetes"": 0.567, ""jquery"": 0.898, ""nlp"": 0.703, ""testing"": 0.626, ""java"": 0.466, ""aws"": 0.793, ""docker"": 0.662, ""excel"": 0.752, ""communication"": 0.738, ""node"": 0.808}"
S4_00162,3,"{""react"": 0.705, ""testing"": 0.649, ""flask"": 0.889, ""excel"": 0.704, ""nlp"": 0.394, ""sql"": 0.853, ""docker"": 0.845, ""communication"": 0.726, ""kubernetes"": 0.602, ""cloud_security"": 0.546, ""java"": 0.602, ""genai"": 0.75, ""jquery"": 0.443}"
S4_00163,3,"{""spark"": 0.626, ""system_design"": 0.793, ""react"": 0.492, ""cloud_security"": 0.86, ""excel"": 0.547, ""node"": 0.424, ""aws"": 1.0, ""genai"": 0.74}"
S4_00164,4,"{""cloud_security"": 0.945, ""sql"": 0.84, ""aws"": 0.803, ""react"": 0.814, ""system_design"": 0.709, ""spark"": 0.539, ""kubernetes"": 0.507, ""python"": 0.917, ""ml_fundamentals"": 0.715, ""docker"": 0.792, ""testing"": 0.752, ""flask"": 0.759, ""excel"": 0.772}"
S4_00165,0,"{""flask"": 1.0, ""aws"": 0.839, ""system_design"": 0.686, ""nlp"": 0.707, ""excel"": 0.777, ""docker"": 0.826, ""kubernetes"": 0.535, ""react"": 0.815}"
S4_00166,3,"{""java"": 0.751, ""cloud_security"": 0.499, ""nlp"": 0.832, ""testing"": 0.929, ""system_design"": 0.823, ""communication"": 0.645, ""spark"": 0.831, ""data_structures"": 0.915, ""node"": 0.895, ""kubernetes"": 0.874, ""genai"": 0.481}"
S4_00167,1,"{""kubernetes"": 0.842, ""data_structures"": 0.692, ""aws"": 0.584, ""sql"": 0.749, ""python"": 0.763, ""communication"": 0.771, ""spark"": 0.626, ""system_design"": 0.811, ""nlp"": 0.659, ""cloud_security"": 0.902, ""genai"": 0.977}"
S4_00168,5,"{""testing"": 0.99, ""jquery"": 0.748, ""spark"": 0.635, ""git"": 0.66, ""docker"": 0.723, ""sql"": 0.869, ""kubernetes"": 0.586, ""excel"": 0.665, ""nlp"": 0.713, ""python"": 0.951, ""system_design"": 0.87, ""node"": 0.959, ""cloud_security"": 0.725, ""genai"": 0.935}"
S4_00169,1,"{""react"": 0.714, ""flask"": 0.944, ""communication"": 0.596, ""ml_fundamentals"": 0.53, ""spark"": 0.632, ""aws"": 0.832, ""jquery"": 0.846, ""system_design"": 0.811, ""nlp"": 0.857, ""genai"": 0.758}"
S4_00170,0,"{""react"": 0.87, ""python"": 0.726, ""docker"": 0.599, ""testing"": 0.841, ""ml_fundamentals"": 0.519, ""jquery"": 0.981, ""flask"": 0.762, ""nlp"": 0.682, ""spark"": 0.508}"
S4_00171,1,"{""ml_fundamentals"": 0.742, ""data_structures"": 0.63, ""docker"": 0.611, ""spark"": 0.526, ""sql"": 0.665, ""java"": 0.643, ""python"": 0.656, ""react"": 0.474, ""kubernetes"": 0.735, ""node"": 0.601, ""cloud_security"": 0.475, ""excel"": 0.638}"
S4_00172,2,"{""git"": 0.781, ""data_structures"": 0.597, ""kubernetes"": 0.626, ""spark"": 0.694, ""aws"": 0.735, ""flask"": 0.774, ""react"": 0.72, ""python"": 0.668, ""genai"": 0.923}"
S4_00173,3,"{""excel"": 1.0, ""spark"": 0.756, ""flask"": 0.922, ""ml_fundamentals"": 0.876, ""react"": 0.951, ""sql"": 0.724, ""kubernetes"": 0.78, ""communication"": 0.665, ""system_design"": 0.744}"
S4_00174,0,"{""node"": 0.746, ""python"": 0.708, ""docker"": 0.897, ""jquery"": 0.64, ""flask"": 0.663, ""communication"": 0.921}"
S4_00175,0,"{""kubernetes"": 0.66, ""node"": 0.67, ""docker"": 0.996, ""communication"": 0.58, ""flask"": 0.55, ""excel"": 0.836, ""git"": 0.623, ""sql"": 0.838, ""system_design"": 0.69, ""python"": 0.789, ""nlp"": 0.485, ""cloud_security"": 0.788, ""java"": 0.753, ""genai"": 0.682}"
S4_00176,4,"{""nlp"": 0.626, ""spark"": 0.612, ""docker"": 0.715, ""node"": 0.535, ""testing"": 0.584, ""data_structures"": 0.95, ""communication"": 0.565, ""aws"": 0.6, ""ml_fundamentals"": 0.764, ""git"": 0.654, ""jquery"": 0.733, ""excel"": 0.849, ""java"": 0.488}"
S4_00177,4,"{""git"": 0.62, ""aws"": 0.665, ""spark"": 0.617, ""communication"": 0.73, ""flask"": 0.854, ""genai"": 0.666}"
S4_00178,4,"{""nlp"": 0.638, ""system_design"": 0.798, ""react"": 0.941, ""node"": 0.82, ""java"": 0.921, ""git"": 0.922, ""testing"": 0.537}"
S4_00179,2,"{""git"": 0.414, ""testing"": 0.509, ""java"": 0.745, ""flask"": 0.837, ""communication"": 0.653, ""spark"": 0.817, ""cloud_security"": 0.857, ""genai"": 0.602}"
S4_00180,5,"{""aws"": 0.464, ""data_structures"": 0.905, ""communication"": 0.734, ""cloud_security"": 0.865, ""docker"": 0.681, ""python"": 0.601, ""spark"": 0.787, ""excel"": 0.799, ""testing"": 0.678, ""ml_fundamentals"": 0.917, ""react"": 0.862, ""git"": 0.805, ""jquery"": 0.554, ""genai"": 0.532}"
S4_00181,2,"{""docker"": 1.0, ""excel"": 0.606, ""jquery"": 0.95, ""sql"": 0.457, ""ml_fundamentals"": 0.591, ""cloud_security"": 0.639, ""data_structures"": 0.862, ""node"": 0.728, ""spark"": 0.917, ""testing"": 0.67}"
S4_00182,2,"{""kubernetes"": 0.738, ""aws"": 0.733, ""communication"": 0.798, ""spark"": 0.597, ""testing"": 0.571, ""jquery"": 0.843, ""data_structures"": 0.72, ""java"": 0.419, ""docker"": 0.649, ""flask"": 0.949}"
S4_00183,1,"{""ml_fundamentals"": 0.848, ""java"": 1.0, ""docker"": 0.466, ""nlp"": 0.755, ""data_structures"": 0.642, ""aws"": 1.0, ""react"": 0.746, ""python"": 0.416, ""jquery"": 0.785, ""flask"": 0.76, ""testing"": 0.834, ""communication"": 0.611, ""node"": 0.769, ""genai"": 0.679}"
S4_00184,4,"{""communication"": 0.634, ""kubernetes"": 0.832, ""python"": 1.0, ""data_structures"": 0.716, ""cloud_security"": 0.354, ""system_design"": 0.672, ""testing"": 0.711, ""git"": 0.886, ""sql"": 0.727, ""node"": 0.528, ""docker"": 0.865, ""genai"": 0.805, ""jquery"": 0.615}"
S4_00185,0,"{""sql"": 0.746, ""ml_fundamentals"": 0.661, ""excel"": 0.723, ""git"": 0.584, ""python"": 0.475, ""jquery"": 0.588}"
S4_00186,0,"{""python"": 1.0, ""spark"": 0.782, ""git"": 0.82, ""aws"": 1.0, ""docker"": 0.762, ""kubernetes"": 0.892, ""react"": 0.792, ""node"": 0.789, ""jquery"": 0.575}"
S4_00187,0,"{""cloud_security"": 0.697, ""ml_fundamentals"": 0.704, ""communication"": 0.89, ""system_design"": 0.905, ""python"": 0.742, ""testing"": 1.0, ""git"": 0.748, ""docker"": 0.875, ""genai"": 0.705}"
S4_00188,2,"{""flask"": 0.736, ""docker"": 0.588, ""node"": 0.659, ""sql"": 0.782, ""excel"": 0.779, ""aws"": 0.451, ""react"": 0.655, ""system_design"": 0.609, ""nlp"": 0.852, ""genai"": 0.615}"
S4_00189,5,"{""system_design"": 0.83, ""jquery"": 0.938, ""nlp"": 0.518, ""data_structures"": 0.813, ""aws"": 1.0, ""react"": 0.995, ""kubernetes"": 0.202, ""ml_fundamentals"": 1.0, ""testing"": 0.864, ""communication"": 0.374, ""python"": 0.605}"
S4_00190,2,"{""jquery"": 0.624, ""kubernetes"": 0.587, ""flask"": 0.629, ""python"": 0.461, ""cloud_security"": 0.755, ""git"": 0.85, ""react"": 0.598, ""genai"": 0.622}"
S4_00191,2,"{""aws"": 0.715, ""data_structures"": 0.618, ""spark"": 0.42, ""kubernetes"": 0.872, ""jquery"": 0.725, ""java"": 0.615, ""git"": 0.776, ""testing"": 0.727, ""nlp"": 0.931, ""sql"": 0.785}"
S4_00192,3,"{""jquery"": 0.865, ""data_structures"": 0.522, ""java"": 1.0, ""spark"": 0.594, ""flask"": 0.909, ""nlp"": 0.803, ""node"": 0.76, ""ml_fundamentals"": 0.902, ""git"": 0.869, ""system_design"": 0.736, ""communication"": 0.657, ""kubernetes"": 0.738, ""python"": 0.705}"
S4_00193,1,"{""python"": 0.717, ""flask"": 0.75, ""excel"": 0.776, ""react"": 0.822, ""java"": 0.69, ""kubernetes"": 0.573, ""communication"": 0.778, ""genai"": 1.0}"
S4_00194,2,"{""kubernetes"": 0.596, ""flask"": 0.719, ""python"": 0.652, ""testing"": 0.69, ""nlp"": 0.793, ""java"": 0.939, ""spark"": 0.84, ""communication"": 0.728, ""ml_fundamentals"": 0.708, ""excel"": 0.885, ""react"": 1.0, ""aws"": 0.816}"
S4_00195,3,"{""cloud_security"": 0.8, ""communication"": 0.741, ""data_structures"": 0.562, ""kubernetes"": 0.908, ""jquery"": 0.657, ""java"": 0.734, ""flask"": 0.781, ""git"": 0.746, ""ml_fundamentals"": 0.944, ""node"": 0.806, ""excel"": 0.771, ""genai"": 0.707}"
S4_00196,5,"{""python"": 0.869, ""react"": 0.7, ""git"": 0.657, ""spark"": 0.812, ""docker"": 1.0, ""communication"": 0.839, ""kubernetes"": 0.462, ""genai"": 0.849}"
S4_00197,3,"{""data_structures"": 0.789, ""aws"": 0.722, ""cloud_security"": 0.913, ""ml_fundamentals"": 0.657, ""java"": 0.67, ""sql"": 0.71, ""python"": 0.788, ""kubernetes"": 0.71, ""jquery"": 0.497, ""testing"": 0.68, ""genai"": 0.715}"
S4_00198,1,"{""cloud_security"": 0.683, ""ml_fundamentals"": 0.685, ""nlp"": 0.566, ""testing"": 1.0, ""docker"": 0.778, ""genai"": 0.619}"
S4_00199,3,"{""data_structures"": 0.873, ""cloud_security"": 0.67, ""spark"": 1.0, ""python"": 0.773, ""jquery"": 0.716, ""communication"": 0.594, ""node"": 0.689}"
S5_00000,4,"{""kubernetes"": 0.848, ""system_design"": 0.777, ""flask"": 0.515, ""git"": 0.593, ""jquery"": 0.671, ""nlp"": 0.857, ""python"": 0.579, ""spark"": 0.816, ""docker"": 0.738, ""node"": 0.773, ""excel"": 0.688, ""ml_fundamentals"": 0.631, ""genai"": 0.574}"
S5_00001,5,"{""nlp"": 0.679, ""excel"": 0.863, ""react"": 0.722, ""data_structures"": 0.624, ""jquery"": 0.716, ""cloud_security"": 0.868, ""genai"": 1.0}"
S5_00002,3,"{""react"": 0.575, ""java"": 0.637, ""excel"": 0.823, ""node"": 0.791, ""cloud_security"": 0.643, ""nlp"": 0.767, ""aws"": 0.709, ""spark"": 0.57, ""testing"": 0.695}"
S5_00003,3,"{""java"": 0.93, ""nlp"": 0.684, ""ml_fundamentals"": 0.613, ""jquery"": 0.773, ""testing"": 0.576, ""data_structures"": 0.797, ""system_design"": 0.701, ""flask"": 0.148, ""sql"": 0.598}"
S5_00004,4,"{""aws"": 0.769, ""java"": 0.678, ""communication"": 0.675, ""kubernetes"": 0.564, ""git"": 0.815, ""python"": 0.765}"
S5_00005,4,"{""aws"": 0.526, ""docker"": 0.583, ""git"": 0.762, ""ml_fundamentals"": 0.646, ""python"": 0.639, ""node"": 0.626, ""kubernetes"": 0.756, ""data_structures"": 0.779, ""react"": 0.44, ""excel"": 0.606, ""testing"": 0.707, ""communication"": 0.786, ""genai"": 0.739}"
S5_00006,0,"{""git"": 0.578, ""docker"": 0.729, ""ml_fundamentals"": 0.472, ""sql"": 0.779, ""aws"": 0.805}"
S5_00007,5,"{""data_structures"": 0.729, ""git"": 0.853, ""communication"": 0.632, ""sql"": 0.528, ""jquery"": 0.822, ""flask"": 0.848, ""ml_fundamentals"": 0.774, ""kubernetes"": 0.549, ""react"": 0.7, ""python"": 0.763, ""aws"": 0.56, ""node"": 0.605, ""genai"": 0.698}"
S5_00008,3,"{""data_structures"": 0.762, ""jquery"": 0.641, ""spark"": 0.574, ""communication"": 0.659, ""git"": 0.749, ""excel"": 0.854, ""docker"": 0.763, ""node"": 0.788, ""aws"": 0.67, ""testing"": 0.848, ""cloud_security"": 0.689, ""react"": 0.996, ""genai"": 0.622}"
S5_00009,5,"{""ml_fundamentals"": 0.49, ""jquery"": 0.816, ""kubernetes"": 0.489, ""data_structures"": 0.818, ""git"": 0.674, ""genai"": 0.577}"
S5_00010,4,"{""ml_fundamentals"": 0.663, ""data_structures"": 0.772, ""cloud_security"": 0.609, ""java"": 0.826, ""node"": 0.747, ""python"": 0.572, ""testing"": 0.784, ""sql"": 0.775, ""git"": 0.612, ""system_design"": 0.656, ""communication"": 0.797, ""jquery"": 0.884, ""nlp"": 0.699}"
S5_00011,1,"{""data_structures"": 0.805, ""git"": 0.56, ""sql"": 0.62, ""docker"": 0.72, ""testing"": 0.992, ""jquery"": 0.616, ""spark"": 0.513, ""excel"": 0.523, ""flask"": 0.591, ""ml_fundamentals"": 0.621, ""system_design"": 1.0, ""communication"": 0.865, ""kubernetes"": 0.673, ""genai"": 0.998}"
S5_00012,5,"{""testing"": 0.906, ""kubernetes"": 0.69, ""communication"": 0.812, ""node"": 0.646, ""react"": 0.844, ""jquery"": 0.425, ""java"": 0.713, ""flask"": 0.795, ""nlp"": 0.808, ""aws"": 0.672, ""genai"": 0.463}"
S5_00013,1,"{""spark"": 0.617, ""git"": 0.47, ""ml_fundamentals"": 0.761, ""nlp"": 0.764, ""kubernetes"": 0.867, ""testing"": 0.853, ""system_design"": 1.0, ""communication"": 0.633, ""flask"": 0.773, ""cloud_security"": 0.617, ""excel"": 0.86}"
S5_00014,5,"{""java"": 0.657, ""spark"": 0.902, ""node"": 0.863, ""excel"": 0.57, ""system_design"": 0.589, ""docker"": 0.837, ""jquery"": 0.505, ""ml_fundamentals"": 0.938, ""communication"": 0.74, ""flask"": 0.633, ""python"": 0.722, ""aws"": 0.924, ""kubernetes"": 0.4}"
S5_00015,0,"{""aws"": 0.822, ""git"": 1.0, ""flask"": 0.61, ""docker"": 0.732, ""kubernetes"": 0.606, ""nlp"": 0.647}"
S5_00016,4,"{""spark"": 0.479, ""python"": 0.829, ""node"": 0.801, ""react"": 0.748, ""data_structures"": 0.967, ""git"": 0.724, ""jquery"": 0.785, ""docker"": 0.79, ""nlp"": 0.852, ""communication"": 0.687, ""aws"": 0.623, ""cloud_security"": 0.866}"
S5_00017,4,"{""excel"": 0.409, ""git"": 0.596, ""jquery"": 0.665, ""ml_fundamentals"": 0.669, ""spark"": 0.745, ""java"": 0.942}"
S5_00018,3,"{""python"": 0.799, ""jquery"": 0.676, ""node"": 0.717, ""testing"": 0.783, ""data_structures"": 0.676, ""git"": 0.624, ""react"": 0.613, ""docker"": 0.999, ""aws"": 0.654}"
S5_00019,1,"{""ml_fundamentals"": 0.521, ""node"": 0.921, ""data_structures"": 0.675, ""communication"": 0.652, ""system_design"": 0.7, ""react"": 1.0, ""kubernetes"": 0.786, ""java"": 0.696, ""jquery"": 0.288, ""genai"": 0.923}"
S5_00020,0,"{""react"": 0.774, ""docker"": 0.662, ""jquery"": 0.485, ""system_design"": 0.708, ""spark"": 0.711, ""genai"": 0.532}"
S5_00021,1,"{""ml_fundamentals"": 0.508, ""python"": 0.621, ""flask"": 0.652, ""cloud_security"": 0.483, ""spark"": 0.776, ""nlp"": 0.72}"
S5_00022,3,"{""git"": 0.742, ""spark"": 0.66, ""sql"": 0.656, ""node"": 0.714, ""nlp"": 0.871, ""excel"": 0.639, ""genai"": 0.748}"
S5_00023,0,"{""aws"": 0.564, ""react"": 0.712, ""cloud_security"": 0.703, ""testing"": 0.723, ""jquery"": 0.667, ""genai"": 0.748}"
S5_00024,4,"{""cloud_security"": 0.996, ""kubernetes"": 1.0, ""data_structures"": 0.561, ""python"": 0.658, ""flask"": 0.854, ""genai"": 0.795}"
S5_00025,3,"{""excel"": 0.776, ""nlp"": 0.808, ""sql"": 0.642, ""git"": 0.867, ""testing"": 0.862, ""react"": 0.451, ""kubernetes"": 0.966, ""aws"": 0.895}"
S5_00026,1,"{""spark"": 0.712, ""communication"": 0.825, ""kubernetes"": 0.511, ""sql"": 0.682, ""aws"": 0.893, ""docker"": 0.496, ""genai"": 0.684}"
S5_00027,4,"{""node"": 1.0, ""git"": 0.733, ""jquery"": 0.53, ""java"": 0.685, ""cloud_security"": 0.501, ""excel"": 0.625, ""testing"": 0.812, ""flask"": 0.924, ""react"": 0.882, ""genai"": 0.704}"
S5_00028,0,"{""git"": 0.694, ""docker"": 0.557, ""excel"": 0.856, ""data_structures"": 0.933, ""kubernetes"": 0.694, ""jquery"": 0.615, ""communication"": 0.478, ""python"": 1.0, ""sql"": 0.918, ""spark"": 0.423, ""react"": 0.818}"
S5_00029,1,"{""node"": 0.863, ""communication"": 0.991, ""nlp"": 0.548, ""docker"": 0.832, ""python"": 0.947, ""spark"": 0.604, ""sql"": 0.197, ""git"": 0.53}"
S5_00030,0,"{""data_structures"": 0.875, ""excel"": 1.0, ""ml_fundamentals"": 0.671, ""cloud_security"": 0.995, ""nlp"": 0.623, ""python"": 0.685, ""testing"": 0.97, ""kubernetes"": 0.583, ""spark"": 0.858, ""git"": 0.668, ""java"": 0.612, ""jquery"": 0.644}"
S5_00031,3,"{""node"": 0.532, ""kubernetes"": 0.712, ""nlp"": 0.725, ""excel"": 0.687, ""spark"": 0.898, ""docker"": 0.795, ""python"": 0.703, ""data_structures"": 0.719, ""react"": 0.732, ""system_design"": 0.799}"
S5_00032,0,"{""react"": 0.681, ""cloud_security"": 0.795, ""python"": 0.741, ""java"": 0.764, ""flask"": 0.772, ""excel"": 0.641, ""kubernetes"": 0.673, ""aws"": 0.856, ""spark"": 0.994, ""node"": 0.858, ""docker"": 0.302, ""jquery"": 0.606, ""system_design"": 0.737, ""genai"": 0.555}"
S5_00033,2,"{""kubernetes"": 0.707, ""sql"": 0.763, ""system_design"": 1.0, ""cloud_security"": 0.63, ""node"": 0.702, ""nlp"": 0.973, ""ml_fundamentals"": 0.632, ""docker"": 0.881, ""communication"": 0.779, ""git"": 0.687, ""java"": 0.788, ""python"": 0.698, ""genai"": 1.0, ""jquery"": 0.41}"
S5_00034,2,"{""python"": 0.572, ""docker"": 0.96, ""aws"": 0.606, ""react"": 0.648, ""git"": 0.591, ""testing"": 0.78, ""excel"": 0.648, ""data_structures"": 0.947, ""genai"": 0.8}"
S5_00035,4,"{""testing"": 0.514, ""java"": 0.559, ""git"": 0.668, ""flask"": 1.0, ""excel"": 0.694, ""ml_fundamentals"": 0.664, ""genai"": 0.847}"
S5_00036,1,"{""docker"": 0.518, ""nlp"": 0.788, ""kubernetes"": 0.76, ""java"": 0.783, ""git"": 0.74, ""data_structures"": 0.774, ""excel"": 0.658, ""system_design"": 0.787, ""aws"": 0.892, ""jquery"": 0.646, ""communication"": 0.651, ""spark"": 0.815, ""genai"": 0.637}"
S5_00037,1,"{""nlp"": 0.801, ""docker"": 0.637, ""data_structures"": 0.89, ""react"": 0.472, ""sql"": 0.603, ""aws"": 0.726, ""cloud_security"": 0.615, ""jquery"": 0.674}"
S5_00038,8,"{""python"": 0.69, ""git"": 0.96, ""docker"": 0.581, ""java"": 0.768, ""react"": 0.925, ""cloud_security"": 0.82, ""node"": 0.606, ""spark"": 0.597, ""communication"": 0.509, ""aws"": 0.942, ""testing"": 0.55, ""kubernetes"": 0.827, ""genai"": 0.506}"
S5_00039,3,"{""cloud_security"": 0.595, ""sql"": 0.624, ""jquery"": 0.685, ""flask"": 0.538, ""kubernetes"": 0.859, ""testing"": 0.709, ""node"": 0.548, ""java"": 0.597, ""data_structures"": 0.59, ""react"": 0.859}"
S5_00040,2,"{""node"": 0.606, ""communication"": 1.0, ""sql"": 0.825, ""ml_fundamentals"": 0.464, ""aws"": 0.58, ""docker"": 0.823, ""python"": 0.819, ""system_design"": 0.807, ""genai"": 0.743}"
S5_00041,2,"{""node"": 0.499, ""sql"": 0.785, ""nlp"": 0.625, ""flask"": 0.725, ""python"": 0.695, ""java"": 0.645, ""genai"": 0.902}"
S5_00042,2,"{""sql"": 0.524, ""testing"": 0.606, ""aws"": 0.651, ""flask"": 0.849, ""jquery"": 0.654, ""communication"": 0.505, ""nlp"": 0.49, ""python"": 0.605, ""git"": 0.496, ""react"": 0.835, ""excel"": 0.841, ""genai"": 0.721}"
S5_00043,4,"{""git"": 0.618, ""data_structures"": 0.492, ""java"": 0.62, ""react"": 0.689, ""excel"": 0.975, ""communication"": 0.594, ""jquery"": 0.711, ""sql"": 1.0, ""genai"": 0.556}"
S5_00044,3,"{""docker"": 0.502, ""flask"": 0.401, ""aws"": 0.595, ""jquery"": 0.715, ""node"": 0.888, ""spark"": 0.609}"
S5_00045,4,"{""excel"": 1.0, ""aws"": 0.535, ""system_design"": 0.915, ""node"": 0.709, ""flask"": 0.785, ""docker"": 0.504, ""communication"": 1.0, ""sql"": 0.663, ""genai"": 0.615}"
S5_00046,0,"{""aws"": 0.753, ""react"": 0.584, ""communication"": 0.689, ""excel"": 0.88, ""testing"": 0.368, ""java"": 0.582, ""jquery"": 0.685, ""cloud_security"": 0.777, ""ml_fundamentals"": 0.903, ""data_structures"": 0.465, ""kubernetes"": 0.932, ""sql"": 0.798, ""genai"": 0.684}"
S5_00047,4,"{""flask"": 0.492, ""sql"": 0.627, ""jquery"": 0.45, ""git"": 0.793, ""docker"": 0.62, ""python"": 0.661, ""java"": 0.714, ""ml_fundamentals"": 0.6, ""communication"": 0.544, ""nlp"": 0.753, ""genai"": 1.0}"
S5_00048,3,"{""flask"": 0.703, ""nlp"": 0.812, ""node"": 0.89, ""git"": 0.603, ""cloud_security"": 0.809, ""aws"": 0.962, ""python"": 0.934, ""communication"": 0.64, ""data_structures"": 0.764, ""genai"": 0.833}"
S5_00049,0,"{""ml_fundamentals"": 0.657, ""excel"": 0.389, ""java"": 0.702, ""node"": 0.761, ""aws"": 0.751, ""genai"": 0.612}"
