candidate_id,as_of_date,days_since_signup,days_since_last_event,events_7d,events_14d,events_30d,events_90d,apply_30d,apply_90d,login_30d,distinct_event_types_30d,recency_trend_ratio,seniority_enc,city_tier_enc,channel_enc,device_enc,fairness_group,churned
C107674,2025-10-01,265,31,0,0,0,4,0,1,0,0,1.0,0,2,0,0,group_B,1
C107676,2025-10-01,142,34,0,0,0,13,0,1,0,0,1.0,0,0,1,0,group_B,0
C107677,2025-10-01,161,4,1,2,3,18,0,3,2,2,1.0,0,1,1,0,group_A,0
C107681,2025-10-01,99,4,3,8,12,46,1,4,4,4,0.6666666666666666,0,0,3,2,group_A,0
C107682,2025-10-01,197,44,0,0,0,1,0,0,0,0,1.0,3,0,0,1,group_B,1
C107683,2025-10-01,78,13,0,1,1,7,0,0,0,1,0.5,3,0,0,2,group_B,1
C107684,2025-10-01,8,0,5,5,5,5,2,2,1,3,6.0,1,1,1,0,group_B,0
C107685,2025-10-01,83,5,1,3,4,8,0,0,1,3,0.6666666666666666,2,1,0,2,group_B,0
C107687,2025-10-01,59,2,2,3,8,16,1,2,3,4,1.5,2,1,0,0,group_A,0
C107689,2025-10-01,250,12,0,2,5,17,1,1,3,3,0.3333333333333333,1,2,0,2,group_B,0
C107690,2025-10-01,212,0,3,4,6,21,1,2,5,2,2.0,1,0,0,1,group_A,0
C107693,2025-10-01,127,0,4,5,10,28,3,5,3,4,2.5,1,1,1,1,group_A,0
C107694,2025-10-01,75,9,0,2,8,19,2,4,1,3,0.3333333333333333,0,0,0,0,group_B,0
C107695,2025-10-01,112,0,2,2,4,15,0,0,0,1,3.0,0,1,2,2,group_A,0
C107696,2025-10-01,8,1,1,1,1,1,0,0,1,1,2.0,0,1,2,0,group_A,0
C107700,2025-10-01,16,1,2,3,3,3,0,0,0,2,1.5,2,1,1,1,group_A,0
C107704,2025-10-01,239,2,1,4,10,22,0,3,5,3,0.5,2,0,2,0,group_A,0
C107706,2025-10-01,189,20,0,0,1,4,1,1,0,1,1.0,0,0,0,1,group_B,1
C107709,2025-10-01,57,6,1,1,7,10,1,1,3,3,2.0,0,1,1,0,group_A,0
C107713,2025-10-01,166,11,0,1,1,7,0,0,1,1,0.5,0,2,0,2,group_B,0
C107716,2025-10-01,94,5,1,3,4,24,0,2,1,4,0.6666666666666666,1,2,0,0,group_A,0
C107717,2025-10-01,112,7,1,3,4,11,0,1,1,2,0.6666666666666666,1,0,2,1,group_B,1
C107722,2025-10-01,169,0,1,1,2,3,0,0,1,2,2.0,3,2,2,0,group_B,0
C107724,2025-10-01,211,9,0,1,1,1,0,0,0,1,0.5,1,0,0,0,group_A,1
C107725,2025-10-01,96,6,1,1,4,20,0,2,2,2,2.0,1,0,0,2,group_B,0
C107729,2025-10-01,245,19,0,0,1,1,1,1,0,1,1.0,0,1,1,1,group_B,1
C107730,2025-10-01,30,7,1,1,1,1,0,0,0,1,2.0,1,2,2,2,group_A,1
C107733,2025-10-01,35,2,4,8,11,11,2,2,7,4,1.0,0,2,1,1,group_A,0
C107737,2025-10-01,65,1,4,9,17,40,2,4,5,6,0.8333333333333334,1,0,0,2,group_A,0
C107738,2025-10-01,92,33,0,0,0,10,0,0,0,0,1.0,1,2,2,0,group_A,0
C107742,2025-10-01,187,8,0,3,3,12,1,2,1,3,0.25,1,0,2,0,group_A,0
C107746,2025-10-01,173,20,0,0,1,5,0,1,0,1,1.0,2,2,1,1,group_A,0
C107748,2025-10-01,44,44,0,0,0,0,0,0,0,0,0.0,0,1,2,2,group_B,0
C107749,2025-10-01,272,8,0,1,5,19,0,0,2,3,0.5,3,1,0,2,group_B,0
C107750,2025-10-01,77,0,1,2,4,11,1,2,1,4,1.0,0,1,2,2,group_A,0
C107755,2025-10-01,247,4,1,1,1,1,0,0,0,1,2.0,3,0,0,0,group_A,0
C107758,2025-10-01,172,2,2,2,4,12,2,3,2,2,3.0,2,1,1,2,group_A,0
C107761,2025-10-01,119,2,2,2,5,13,0,3,3,3,3.0,0,0,1,2,group_A,0
C107762,2025-10-01,13,5,1,1,1,1,0,0,1,1,2.0,2,0,3,2,group_A,0
C107763,2025-10-01,226,3,1,1,1,5,0,1,1,1,2.0,1,1,0,0,group_A,1
C107765,2025-10-01,116,18,0,0,2,13,0,1,1,2,1.0,2,2,2,1,group_A,0
C107766,2025-10-01,206,3,1,2,2,8,1,2,1,2,1.0,1,1,3,0,group_A,1
C107769,2025-10-01,259,6,1,2,3,6,0,1,0,1,1.0,2,2,2,0,group_B,0
C107772,2025-10-01,43,9,0,1,7,14,0,0,2,4,0.5,1,1,1,1,group_A,0
C107773,2025-10-01,265,12,0,1,3,12,0,0,1,3,0.5,1,1,2,2,group_A,0
C107775,2025-10-01,190,2,5,6,12,30,3,3,5,4,3.0,1,2,0,0,group_A,0
C107776,2025-10-01,180,2,5,5,8,20,2,4,2,3,6.0,1,0,1,0,group_B,0
C107777,2025-10-01,234,5,2,3,9,32,0,2,6,2,1.5,1,1,2,0,group_B,0
C107780,2025-10-01,7,0,4,4,4,4,1,1,2,3,5.0,1,2,3,1,group_B,0
C107782,2025-10-01,187,0,3,5,6,16,3,5,3,2,1.3333333333333333,0,1,1,2,group_B,0
C107783,2025-10-01,89,0,1,2,3,13,0,1,1,2,1.0,1,1,0,0,group_A,1
C107785,2025-10-01,9,0,3,3,3,3,2,2,0,2,4.0,1,2,2,0,group_B,0
C107786,2025-10-01,116,1,3,4,7,22,0,1,0,4,2.0,2,1,0,0,group_B,0
C107787,2025-10-01,13,2,3,3,3,3,2,2,1,2,4.0,0,1,2,2,group_B,0
C107788,2025-10-01,185,9,0,1,4,12,1,2,2,3,0.5,1,0,3,2,group_A,1
C107789,2025-10-01,231,0,2,3,6,24,0,1,4,3,1.5,0,0,1,2,group_B,0
C107790,2025-10-01,245,44,0,0,0,3,0,2,0,0,1.0,1,0,0,0,group_A,1
C107791,2025-10-01,65,8,0,3,8,36,3,8,5,2,0.25,3,1,2,0,group_A,0
C107792,2025-10-01,132,26,0,0,1,6,0,0,0,1,1.0,1,2,0,0,group_B,0
C107796,2025-10-01,203,8,0,1,6,21,2,4,0,3,0.5,1,0,0,0,group_B,0
C107798,2025-10-01,25,0,3,3,4,4,2,2,2,2,4.0,1,1,1,1,group_B,0
C107802,2025-10-01,128,2,2,3,7,33,3,4,2,3,1.5,1,1,2,0,group_A,0
C107803,2025-10-01,169,43,0,0,0,6,0,2,0,0,1.0,2,1,3,1,group_A,0
C107804,2025-10-01,141,4,3,9,17,49,0,2,8,3,0.5714285714285714,2,2,3,2,group_B,0
C107805,2025-10-01,112,6,1,1,4,12,1,3,1,4,2.0,0,1,2,1,group_B,1
C107807,2025-10-01,17,3,2,3,4,4,1,1,1,4,1.5,0,0,0,2,group_B,1
C107811,2025-10-01,92,18,0,0,3,13,0,2,1,3,1.0,0,0,1,2,group_A,0
C107813,2025-10-01,171,13,0,1,3,21,2,6,0,2,0.5,1,1,0,0,group_B,0
C107815,2025-10-01,208,41,0,0,0,2,0,0,0,0,1.0,1,0,0,1,group_B,1
C107816,2025-10-01,15,2,3,4,4,4,0,0,2,3,2.0,0,1,0,1,group_A,0
C107817,2025-10-01,26,1,1,2,2,2,0,0,1,2,1.0,0,0,1,0,group_A,0
C107818,2025-10-01,105,2,3,4,7,20,2,5,1,5,2.0,1,0,0,2,group_B,0
C107819,2025-10-01,174,16,0,0,1,7,1,1,0,1,1.0,2,1,0,1,group_A,0
C107824,2025-10-01,171,3,2,5,7,11,1,1,6,2,0.75,2,0,3,0,group_A,0
C107825,2025-10-01,199,4,3,5,9,25,2,2,3,5,1.3333333333333333,3,0,3,0,group_A,1
C107828,2025-10-01,28,5,2,5,8,8,1,1,6,3,0.75,1,0,2,2,group_A,0
C107833,2025-10-01,10,4,4,4,4,4,0,0,3,2,5.0,1,0,2,2,group_B,0
C107834,2025-10-01,229,9,0,1,2,6,1,2,0,2,0.5,2,2,3,0,group_A,1
C107835,2025-10-01,24,0,3,8,11,11,2,2,6,3,0.6666666666666666,1,2,2,0,group_B,0
C107837,2025-10-01,87,10,0,1,4,15,1,2,1,4,0.5,0,0,3,0,group_A,0
C107838,2025-10-01,149,3,3,4,9,18,1,3,3,4,2.0,0,0,1,0,group_B,0
C107843,2025-10-01,200,4,2,2,3,12,0,1,2,2,3.0,1,2,0,0,group_B,0
C107847,2025-10-01,231,2,3,3,5,5,1,1,1,4,4.0,1,2,0,0,group_A,0
C107851,2025-10-01,33,8,0,3,13,13,3,3,3,5,0.25,0,1,2,0,group_A,0
C107853,2025-10-01,20,1,2,5,5,5,1,1,3,3,0.75,2,1,3,2,group_A,0
C107855,2025-10-01,179,7,1,2,8,30,0,3,2,4,1.0,0,0,1,2,group_A,0
C107860,2025-10-01,83,0,2,3,4,20,1,1,2,3,1.5,0,1,2,2,group_B,0
C107861,2025-10-01,17,5,1,2,4,4,0,0,1,3,1.0,1,0,3,0,group_B,0
C107862,2025-10-01,159,49,0,0,0,4,0,1,0,0,1.0,0,0,0,2,group_B,1
C107863,2025-10-01,47,20,0,0,2,3,0,0,1,2,1.0,0,0,0,2,group_A,1
C107866,2025-10-01,111,0,5,5,5,16,2,4,0,2,6.0,2,0,0,2,group_A,0
C107868,2025-10-01,58,4,1,2,2,9,0,0,1,2,1.0,3,0,1,0,group_B,0
C107875,2025-10-01,81,1,2,4,7,32,1,3,3,3,1.0,0,0,1,2,group_B,0
C107878,2025-10-01,163,0,3,3,3,11,0,2,0,2,4.0,3,0,2,0,group_B,1
C107882,2025-10-01,233,8,0,1,2,13,0,1,2,1,0.5,1,2,2,0,group_B,0
C107884,2025-10-01,174,0,1,1,1,6,0,1,0,1,2.0,2,2,0,2,group_A,1
C107887,2025-10-01,59,6,1,2,3,7,2,2,0,2,1.0,1,0,1,2,group_B,0
C107888,2025-10-01,181,25,0,0,1,8,0,0,0,1,1.0,2,1,2,0,group_B,0
C107891,2025-10-01,208,9,0,1,2,9,0,1,1,2,0.5,1,0,2,2,group_A,1
C107894,2025-10-01,133,11,0,2,7,22,1,3,1,4,0.3333333333333333,1,1,0,0,group_A,0
C107896,2025-10-01,200,3,1,5,8,22,2,5,3,4,0.4,0,0,3,1,group_A,0
C107897,2025-10-01,205,17,0,0,4,12,1,1,1,3,1.0,3,1,0,0,group_A,0
C107898,2025-10-01,194,14,0,1,4,19,0,1,1,4,0.5,2,0,3,0,group_B,0
C107903,2025-10-01,250,25,0,0,1,1,0,0,1,1,1.0,1,2,1,2,group_A,1
C107904,2025-10-01,72,3,2,3,9,43,0,9,6,3,1.5,1,1,0,0,group_A,0
C107906,2025-10-01,137,2,1,2,4,15,1,2,1,3,1.0,0,2,0,0,group_B,0
C107907,2025-10-01,117,5,1,3,6,16,0,1,2,3,0.6666666666666666,2,2,0,1,group_B,1
C107911,2025-10-01,51,1,3,4,6,9,1,3,1,3,2.0,0,1,0,2,group_A,0
C107913,2025-10-01,267,32,0,0,0,5,0,0,0,0,1.0,0,0,0,1,group_A,1
C107915,2025-10-01,244,35,0,0,0,3,0,1,0,0,1.0,1,0,2,0,group_B,0
C107916,2025-10-01,91,32,0,0,0,4,0,0,0,0,1.0,1,0,0,2,group_A,1
C107922,2025-10-01,16,0,4,9,10,10,1,1,6,4,0.8333333333333334,0,2,1,2,group_A,0
C107925,2025-10-01,106,1,1,3,6,24,0,4,2,3,0.6666666666666666,2,1,2,2,group_A,0
C107926,2025-10-01,267,1,3,5,9,27,0,2,5,3,1.3333333333333333,1,1,0,0,group_A,0
C107928,2025-10-01,235,9,0,1,4,18,0,3,3,2,0.5,0,0,0,2,group_A,0
C107934,2025-10-01,89,2,5,7,14,33,1,5,7,5,2.0,0,1,0,0,group_A,0
C107940,2025-10-01,70,3,2,4,5,18,1,4,1,4,1.0,0,0,3,0,group_B,0
C107941,2025-10-01,247,37,0,0,0,10,0,1,0,0,1.0,0,2,0,0,group_B,0
C107942,2025-10-01,40,2,4,7,15,18,2,3,8,5,1.25,1,1,2,1,group_B,0
C107945,2025-10-01,12,0,1,1,1,1,1,1,0,1,2.0,2,1,1,1,group_A,0
C107946,2025-10-01,118,7,1,3,6,24,1,3,2,4,0.6666666666666666,1,0,2,0,group_A,0
C107948,2025-10-01,43,0,1,1,4,6,1,1,1,3,2.0,2,0,0,1,group_A,0
C107950,2025-10-01,69,4,2,2,5,13,1,4,1,4,3.0,2,0,2,2,group_B,0
C107952,2025-10-01,223,0,1,1,1,6,0,0,1,1,2.0,0,0,2,0,group_A,0
C107954,2025-10-01,83,3,2,5,9,22,1,4,4,4,0.75,1,0,1,0,group_A,1
C107956,2025-10-01,102,10,0,1,4,15,0,1,3,2,0.5,1,0,1,2,group_B,0
C107958,2025-10-01,255,0,2,5,8,23,0,0,4,3,0.75,2,0,2,2,group_A,0
C107959,2025-10-01,83,14,0,1,6,19,0,1,4,2,0.5,0,0,1,0,group_A,0
C107962,2025-10-01,52,0,1,3,6,15,1,2,4,3,0.6666666666666666,2,2,1,2,group_A,0
C107965,2025-10-01,44,3,3,5,14,27,2,4,8,3,1.3333333333333333,2,0,1,2,group_A,0
C107980,2025-10-01,208,1,1,1,3,9,0,1,2,2,2.0,0,0,2,2,group_A,0
C107982,2025-10-01,23,0,1,5,8,8,3,3,2,4,0.4,0,0,2,1,group_A,0
C107984,2025-10-01,120,24,0,0,3,7,2,2,1,2,1.0,0,1,1,0,group_A,0
C107986,2025-10-01,185,2,1,2,2,3,2,2,0,1,1.0,2,0,2,2,group_B,1
C107992,2025-10-01,92,17,0,0,1,13,0,1,0,1,1.0,2,2,0,1,group_A,0
C107994,2025-10-01,189,0,5,7,19,45,1,4,6,5,2.0,1,2,0,0,group_A,0
C107996,2025-10-01,119,15,0,0,2,13,1,5,0,2,1.0,2,0,3,2,group_A,0
C108000,2025-10-01,80,6,1,1,3,9,1,2,0,3,2.0,0,0,2,0,group_A,0
C108001,2025-10-01,118,2,1,1,1,5,1,1,0,1,2.0,1,0,1,1,group_B,0
C108005,2025-10-01,192,4,1,2,2,7,0,2,0,2,1.0,0,2,0,0,group_A,1
C108009,2025-10-01,21,0,6,7,9,9,1,1,3,4,3.5,0,1,3,2,group_B,0
C108010,2025-10-01,36,3,1,4,16,19,3,4,7,4,0.5,2,2,3,1,group_B,0
C108014,2025-10-01,162,9,0,2,5,12,1,2,4,2,0.3333333333333333,2,0,3,1,group_B,0
C108019,2025-10-01,61,4,1,2,2,4,0,0,1,2,1.0,2,2,3,2,group_A,0
C108025,2025-10-01,234,28,0,0,1,1,0,0,0,1,1.0,1,1,1,0,group_A,1
C108026,2025-10-01,27,0,4,8,11,11,2,2,4,4,1.0,2,0,3,2,group_A,0
C108029,2025-10-01,36,5,2,5,13,15,3,3,4,5,0.75,3,1,0,0,group_B,0
C108031,2025-10-01,26,5,5,8,13,13,2,2,5,4,1.5,0,2,3,0,group_B,0
C108032,2025-10-01,81,6,2,4,8,22,0,1,4,3,1.0,2,2,3,0,group_A,0
C108034,2025-10-01,170,11,0,1,1,8,0,2,0,1,0.5,1,2,0,0,group_B,1
C108036,2025-10-01,253,20,0,0,2,11,1,2,0,2,1.0,0,2,2,0,group_B,0
C108039,2025-10-01,121,1,3,5,16,27,5,6,6,5,1.3333333333333333,0,0,2,0,group_A,0
C108040,2025-10-01,215,4,1,1,2,16,0,3,0,2,2.0,0,1,3,0,group_A,1
C108042,2025-10-01,262,5,4,6,16,36,3,4,9,3,1.6666666666666667,0,1,2,0,group_A,0
C108047,2025-10-01,219,27,0,0,2,8,0,2,1,2,1.0,2,0,0,2,group_A,0
C108048,2025-10-01,127,7,1,1,1,8,0,0,1,1,2.0,1,0,2,0,group_A,0
C108049,2025-10-01,162,8,0,1,1,9,0,0,0,1,0.5,1,1,0,0,group_A,0
C108051,2025-10-01,244,3,2,3,3,19,0,1,3,1,1.5,0,0,2,0,group_B,0
C108053,2025-10-01,83,2,1,1,2,11,0,1,1,2,2.0,0,0,0,0,group_A,0
C108054,2025-10-01,108,24,0,0,3,11,0,2,2,2,1.0,1,2,2,0,group_A,0
C108055,2025-10-01,89,14,0,1,2,13,0,3,1,2,0.5,0,0,1,0,group_B,0
C108056,2025-10-01,55,1,3,9,10,31,1,3,4,4,0.5714285714285714,3,2,0,0,group_B,0
C108058,2025-10-01,80,2,4,4,5,24,1,3,1,5,5.0,0,1,2,0,group_B,0
C108059,2025-10-01,221,5,1,2,5,10,2,3,1,4,1.0,1,2,3,0,group_A,0
C108064,2025-10-01,148,20,0,0,2,10,1,1,0,2,1.0,0,1,2,2,group_A,0
C108065,2025-10-01,77,2,2,3,9,37,1,5,4,3,1.5,2,2,3,1,group_A,0
C108067,2025-10-01,25,4,2,5,7,7,3,3,2,4,0.75,0,0,1,1,group_A,0
C108072,2025-10-01,85,0,1,1,3,14,1,5,1,3,2.0,1,0,2,0,group_B,0
C108074,2025-10-01,175,8,0,1,1,6,0,2,0,1,0.5,0,1,2,2,group_B,0
C108076,2025-10-01,18,10,0,1,2,2,0,0,0,2,0.5,2,2,1,2,group_B,0
C108079,2025-10-01,175,0,5,6,11,21,1,6,6,4,3.0,3,1,0,0,group_A,0
C108080,2025-10-01,215,15,0,0,3,13,1,1,1,3,1.0,1,2,0,1,group_B,0
C108082,2025-10-01,9,3,3,3,3,3,1,1,1,3,4.0,2,0,1,0,group_A,0
C108083,2025-10-01,138,16,0,0,8,33,1,4,6,3,1.0,2,0,0,1,group_B,0
C108084,2025-10-01,106,7,1,2,8,22,1,5,4,5,1.0,1,1,1,2,group_B,0
C108086,2025-10-01,94,9,0,2,3,12,0,2,2,2,0.3333333333333333,1,0,0,1,group_A,1
C108087,2025-10-01,231,3,1,2,2,3,0,0,0,2,1.0,2,1,0,1,group_A,1
C108088,2025-10-01,137,8,0,1,4,19,1,1,1,3,0.5,0,0,2,0,group_A,0
C108090,2025-10-01,13,0,6,9,9,9,1,1,4,3,1.75,1,2,0,2,group_A,0
C108092,2025-10-01,88,0,5,9,13,38,3,7,4,5,1.2,2,2,0,0,group_B,0
C108099,2025-10-01,119,48,0,0,0,2,0,0,0,0,1.0,0,1,0,0,group_A,1
C108101,2025-10-01,245,0,2,2,7,20,0,0,3,2,3.0,1,2,0,0,group_B,0
C108103,2025-10-01,92,7,1,1,3,14,0,1,2,2,2.0,1,2,0,0,group_B,0
C108105,2025-10-01,26,0,5,9,15,15,5,5,5,5,1.2,0,2,1,0,group_B,0
C108108,2025-10-01,84,4,1,3,6,38,0,2,2,3,0.6666666666666666,2,1,2,2,group_B,0
C108109,2025-10-01,179,4,1,1,2,20,1,2,1,2,2.0,0,0,3,1,group_A,0
C108111,2025-10-01,191,1,1,4,9,34,2,6,4,4,0.5,2,2,2,0,group_B,0
C108119,2025-10-01,164,11,0,1,3,6,0,0,0,1,0.5,3,2,0,1,group_B,0
C108122,2025-10-01,131,5,3,3,5,19,0,1,2,2,4.0,1,0,1,0,group_B,0
C108123,2025-10-01,111,29,0,0,1,12,0,0,0,1,1.0,0,1,2,1,group_B,0
C108124,2025-10-01,138,37,0,0,0,1,0,0,0,0,1.0,0,1,0,0,group_B,1
C108127,2025-10-01,47,0,2,2,5,8,1,1,1,4,3.0,0,2,3,0,group_B,0
C108131,2025-10-01,158,18,0,0,2,4,0,0,1,2,1.0,1,0,2,1,group_A,1
C108132,2025-10-01,86,0,1,2,3,14,0,1,1,3,1.0,1,1,1,0,group_B,0
C108134,2025-10-01,129,14,0,2,3,10,1,2,0,2,0.3333333333333333,2,1,0,0,group_A,0
C108135,2025-10-01,106,8,0,1,2,10,0,1,1,2,0.5,1,0,0,2,group_A,0
C108136,2025-10-01,172,35,0,0,0,4,0,0,0,0,1.0,1,1,3,0,group_A,0
C108138,2025-10-01,208,16,0,0,1,5,0,0,1,1,1.0,0,1,3,0,group_A,1
C108140,2025-10-01,147,23,0,0,1,8,0,3,1,1,1.0,3,1,1,2,group_A,0
C108143,2025-10-01,80,2,2,4,10,24,2,2,6,3,1.0,1,1,2,0,group_A,1
C108144,2025-10-01,56,2,5,11,18,24,2,3,8,5,0.8571428571428571,1,0,0,0,group_A,0
C108146,2025-10-01,272,6,1,1,3,17,0,0,1,3,2.0,0,0,1,0,group_A,0
C108150,2025-10-01,171,2,1,1,1,7,0,1,0,1,2.0,3,1,2,0,group_B,0
C108153,2025-10-01,81,0,1,4,8,20,4,6,2,4,0.5,2,2,3,2,group_A,0
C108155,2025-10-01,40,14,0,1,3,6,0,0,2,2,0.5,3,2,0,0,group_B,1
C108158,2025-10-01,235,1,1,2,3,6,1,1,2,2,1.0,1,1,0,0,group_B,0
C108165,2025-10-01,125,0,1,2,4,7,1,2,2,3,1.0,2,1,0,1,group_B,0
C108169,2025-10-01,22,3,1,1,1,1,0,0,1,1,2.0,1,1,0,2,group_B,0
C108170,2025-10-01,207,31,0,0,0,4,0,1,0,0,1.0,0,0,3,2,group_B,0
C108171,2025-10-01,231,30,0,0,1,13,0,1,1,1,1.0,2,0,2,1,group_B,0
C108173,2025-10-01,21,0,4,8,13,13,2,2,5,4,1.0,3,2,3,0,group_A,0
C108175,2025-10-01,64,16,0,0,2,14,0,0,2,1,1.0,0,0,0,1,group_A,0
C108178,2025-10-01,94,1,3,6,13,36,3,5,4,5,1.0,2,0,1,2,group_A,0
C108182,2025-10-01,134,13,0,1,1,2,1,1,0,1,0.5,0,0,0,0,group_A,0
C108183,2025-10-01,144,30,0,0,1,9,0,0,0,1,1.0,1,0,0,0,group_A,1
C108184,2025-10-01,41,6,1,2,7,10,1,2,3,4,1.0,0,1,2,0,group_A,0
C108185,2025-10-01,183,2,4,4,8,23,0,1,3,4,5.0,0,0,0,2,group_B,0
C108193,2025-10-01,50,1,2,3,6,9,3,3,2,3,1.5,0,0,2,0,group_A,0
C108195,2025-10-01,66,0,3,6,16,45,1,6,6,5,1.0,0,1,0,0,group_B,0
C108197,2025-10-01,102,3,2,3,5,22,2,3,3,2,1.5,0,0,0,2,group_A,0
C108198,2025-10-01,7,7,0,0,0,0,0,0,0,0,0.0,0,0,1,1,group_B,0
C108199,2025-10-01,221,2,1,1,2,2,1,1,0,2,2.0,1,0,3,0,group_A,0
C108202,2025-10-01,49,1,1,3,3,6,0,0,1,2,0.6666666666666666,0,0,2,2,group_A,1
C108203,2025-10-01,87,2,3,6,12,22,2,4,7,3,1.0,2,0,1,0,group_A,0
C108205,2025-10-01,33,1,3,7,13,14,5,5,3,3,0.8,1,0,0,2,group_B,0
C108209,2025-10-01,222,1,1,3,4,21,0,0,4,1,0.6666666666666666,3,2,0,0,group_B,0
C108210,2025-10-01,96,9,0,2,5,27,0,5,2,3,0.3333333333333333,0,1,1,0,group_B,0
C108213,2025-10-01,116,9,0,1,2,15,0,2,1,2,0.5,1,1,1,0,group_A,1
C108215,2025-10-01,124,6,1,3,4,17,2,6,0,3,0.6666666666666666,1,0,0,2,group_A,0
C108216,2025-10-01,49,33,0,0,0,3,0,0,0,0,1.0,0,0,0,0,group_A,0
C108217,2025-10-01,226,0,2,3,3,19,1,1,1,3,1.5,1,2,1,1,group_A,0
C108219,2025-10-01,10,10,0,0,0,0,0,0,0,0,0.0,0,1,0,0,group_B,0
C108222,2025-10-01,64,0,11,14,22,46,3,8,8,5,3.0,1,1,1,0,group_A,0
C108223,2025-10-01,179,23,0,0,1,3,1,1,0,1,1.0,0,0,3,0,group_A,1
C108224,2025-10-01,213,1,1,1,5,14,1,3,1,3,2.0,1,2,0,0,group_A,0
C108225,2025-10-01,148,1,1,1,1,11,0,2,0,1,2.0,1,0,2,0,group_B,0
C108226,2025-10-01,60,18,0,0,1,2,0,0,1,1,1.0,0,1,0,0,group_A,1
C108229,2025-10-01,146,30,0,0,1,4,0,0,1,1,1.0,0,1,0,0,group_A,0
C108232,2025-10-01,200,8,0,1,1,2,1,2,0,1,0.5,0,0,1,0,group_A,0
C108233,2025-10-01,49,4,1,3,11,16,1,2,7,4,0.6666666666666666,2,2,2,1,group_B,0
C108235,2025-10-01,199,5,1,3,3,11,2,4,0,2,0.6666666666666666,2,0,3,0,group_A,0
C108236,2025-10-01,252,9,0,2,2,11,0,0,2,1,0.3333333333333333,1,2,0,2,group_A,0
C108238,2025-10-01,12,1,2,3,3,3,1,1,1,3,1.5,0,2,2,0,group_B,0
C108240,2025-10-01,110,0,2,5,8,23,2,4,3,4,0.75,0,0,0,0,group_A,0
C108242,2025-10-01,26,5,1,1,4,4,0,0,2,2,2.0,0,2,0,0,group_A,0
C108243,2025-10-01,163,26,0,0,1,3,0,1,1,1,1.0,1,1,3,0,group_A,1
C108244,2025-10-01,52,0,2,5,12,17,4,4,4,3,0.75,1,0,2,0,group_B,0
C108245,2025-10-01,211,5,1,2,4,8,1,2,1,4,1.0,0,2,3,1,group_B,0
C108249,2025-10-01,271,6,1,2,5,12,1,1,4,2,1.0,1,2,2,0,group_A,0
C108250,2025-10-01,61,1,5,6,10,25,1,5,7,4,3.0,2,1,1,0,group_A,0
C108253,2025-10-01,10,4,2,2,2,2,0,0,1,2,3.0,1,1,2,0,group_A,0
C108254,2025-10-01,167,23,0,0,1,1,0,0,1,1,1.0,0,1,0,2,group_A,1
C108256,2025-10-01,33,0,2,2,5,5,0,0,4,2,3.0,0,0,2,1,group_A,0
C108257,2025-10-01,163,10,0,2,3,9,1,1,1,3,0.3333333333333333,1,2,2,1,group_A,0
C108258,2025-10-01,9,0,3,3,3,3,1,1,1,3,4.0,2,0,1,1,group_A,0
C108259,2025-10-01,223,25,0,0,1,3,0,0,1,1,1.0,0,0,2,2,group_A,1
C108260,2025-10-01,75,0,3,6,9,18,1,4,3,4,1.0,2,0,0,1,group_A,0
C108261,2025-10-01,126,0,1,1,6,19,1,3,2,4,2.0,0,2,1,0,group_A,0
C108262,2025-10-01,153,4,2,4,7,22,0,3,4,3,1.0,0,0,3,0,group_A,0
C108263,2025-10-01,69,1,2,2,2,5,0,1,1,2,3.0,1,1,0,0,group_B,0
C108275,2025-10-01,194,2,2,5,9,37,1,4,2,4,0.75,1,1,2,1,group_A,0
C108276,2025-10-01,141,22,0,0,1,11,0,1,1,1,1.0,2,0,3,0,group_A,0
C108277,2025-10-01,114,24,0,0,1,13,0,0,1,1,1.0,2,1,0,1,group_B,0
C108279,2025-10-01,161,2,2,2,8,17,1,1,4,5,3.0,2,2,0,0,group_A,0
C108280,2025-10-01,73,29,0,0,1,2,0,0,0,1,1.0,1,1,0,1,group_B,1
C108283,2025-10-01,16,3,2,2,2,2,0,0,2,1,3.0,2,2,1,0,group_B,0
C108284,2025-10-01,161,1,4,5,6,11,0,1,1,3,2.5,2,0,2,0,group_B,0
C108295,2025-10-01,104,5,1,3,7,30,1,1,4,4,0.6666666666666666,0,2,0,2,group_A,0
C108296,2025-10-01,156,6,2,2,3,9,0,0,1,3,3.0,2,2,0,2,group_A,0
C108303,2025-10-01,21,0,2,4,8,8,2,2,4,4,1.0,1,1,2,0,group_A,0
C108308,2025-10-01,119,6,1,1,2,8,0,2,2,1,2.0,1,1,1,1,group_B,0
C108309,2025-10-01,44,2,1,3,8,12,2,2,3,4,0.6666666666666666,1,1,1,1,group_B,0
C108313,2025-10-01,222,3,2,3,4,10,1,1,2,3,1.5,3,0,1,0,group_A,0
C108316,2025-10-01,98,0,3,7,15,52,1,2,7,4,0.8,1,0,0,1,group_A,0
C108320,2025-10-01,90,8,0,3,6,24,0,2,4,2,0.25,0,1,1,0,group_B,0
C108321,2025-10-01,13,6,2,5,5,5,0,0,4,2,0.75,0,1,1,2,group_A,0
C108322,2025-10-01,75,1,2,3,6,14,1,2,3,4,1.5,0,0,0,0,group_B,0
C108324,2025-10-01,14,1,2,6,6,6,1,1,2,4,0.6,1,0,2,2,group_A,0
C108325,2025-10-01,196,13,0,1,3,18,0,2,1,3,0.5,1,0,2,0,group_A,0
