log_id,student_id,job_id,model_version,rank_position,timestamp,clicked,applied,shortlisted,college_tier,region
L006063,S0222,J003,v1.1,4,2026-04-02T00:00:00,0,0,0,2,urban
L006064,S0240,J037,v1.0,5,2026-04-16T22:00:00,0,0,0,3,rural
L006065,S0049,J011,v1.0,3,2026-04-13T08:00:00,0,0,0,1,urban
L006066,S0236,J012,v1.2,5,2026-04-04T17:00:00,1,0,0,2,semi_urban
L006067,S0091,J049,v1.1,4,2026-04-15T21:00:00,0,0,0,2,urban
L006068,S0212,J031,v1.1,4,2026-06-15T16:00:00,0,0,0,1,urban
L006069,S0190,J019,v1.2,4,2026-06-18T05:00:00,0,0,0,3,semi_urban
L006070,S0145,J047,v1.1,1,2026-05-01T09:00:00,0,0,0,2,semi_urban
L006071,S0051,J040,v1.0,3,2026-06-03T01:00:00,1,1,0,1,urban
L006072,S0263,J046,v1.2,4,2026-06-25T10:00:00,0,0,0,1,semi_urban
L006073,S0191,J036,v1.1,4,2026-06-06T20:00:00,0,0,0,1,semi_urban
L006074,S0201,J043,v1.1,1,2026-06-10T20:00:00,1,0,0,3,rural
L006075,S0261,J030,v1.0,4,2026-06-09T19:00:00,0,0,0,3,urban
L006076,S0149,J024,v1.2,2,2026-05-13T13:00:00,0,0,0,1,semi_urban
L006077,S0042,J022,v1.0,2,2026-06-16T20:00:00,1,1,0,3,rural
L006078,S0291,J020,v1.1,1,2026-04-28T09:00:00,0,0,0,1,urban
L006079,S0114,J004,v1.2,4,2026-06-12T04:00:00,0,0,0,1,urban
L006080,S0127,J025,v1.1,5,2026-05-20T20:00:00,0,0,0,1,rural
L006081,S0201,J006,v1.1,2,2026-06-11T18:00:00,0,0,0,3,rural
L006082,S0290,J016,v1.2,1,2026-05-20T17:00:00,1,1,0,3,rural
L006083,S0078,J017,v1.2,1,2026-06-23T15:00:00,0,0,0,2,urban
L006084,S0161,J044,v1.2,4,2026-04-10T10:00:00,0,0,0,3,urban
L006085,S0117,J029,v1.1,1,2026-04-28T22:00:00,0,0,0,3,semi_urban
L006086,S0224,J005,v1.1,3,2026-06-12T04:00:00,0,0,0,2,urban
L006087,S0187,J049,v1.1,5,2026-05-07T01:00:00,0,0,0,1,urban
L006088,S0153,J028,v1.1,4,2026-04-29T06:00:00,0,0,0,2,urban
L006089,S0230,J016,v1.0,2,2026-04-30T19:00:00,0,0,0,1,semi_urban
L006090,S0291,J027,v1.2,1,2026-04-04T13:00:00,1,1,0,1,urban
L006091,S0195,J039,v1.2,3,2026-04-02T05:00:00,0,0,0,1,semi_urban
L006092,S0295,J048,v1.0,2,2026-05-21T14:00:00,1,0,0,3,urban
L006093,S0127,J026,v1.2,1,2026-06-23T22:00:00,1,0,0,1,rural
L006094,S0172,J002,v1.1,5,2026-04-28T12:00:00,0,0,0,2,urban
L006095,S0143,J026,v1.2,1,2026-04-13T00:00:00,0,0,0,2,urban
L006096,S0125,J018,v1.2,5,2026-06-13T15:00:00,1,1,1,2,rural
L006097,S0168,J043,v1.2,5,2026-04-30T19:00:00,0,0,0,2,urban
L006098,S0280,J024,v1.1,2,2026-04-29T13:00:00,0,0,0,1,urban
L006099,S0126,J040,v1.0,2,2026-04-16T12:00:00,1,1,1,2,urban
L006100,S0089,J044,v1.1,2,2026-05-05T05:00:00,1,0,0,2,rural
L006101,S0290,J036,v1.2,1,2026-05-10T01:00:00,1,0,0,3,rural
L006102,S0191,J013,v1.1,3,2026-06-28T05:00:00,0,0,0,1,semi_urban
L006103,S0039,J001,v1.2,1,2026-05-15T01:00:00,0,0,0,2,rural
L006104,S0138,J030,v1.0,2,2026-04-01T14:00:00,1,0,0,3,semi_urban
L006105,S0031,J001,v1.1,2,2026-06-22T05:00:00,0,0,0,3,urban
L006106,S0237,J027,v1.1,4,2026-05-06T04:00:00,1,0,0,3,urban
L006107,S0241,J006,v1.2,3,2026-05-06T01:00:00,1,1,0,3,semi_urban
L006108,S0181,J045,v1.2,3,2026-06-09T08:00:00,0,0,0,3,urban
L006109,S0187,J040,v1.0,3,2026-06-03T01:00:00,1,1,0,1,urban
L006110,S0137,J034,v1.0,5,2026-05-18T14:00:00,0,0,0,2,semi_urban
L006111,S0168,J027,v1.2,5,2026-05-17T16:00:00,0,0,0,2,urban
L006112,S0119,J022,v1.1,1,2026-05-04T23:00:00,0,0,0,2,rural
L006113,S0285,J023,v1.2,3,2026-06-19T05:00:00,0,0,0,2,semi_urban
L006114,S0275,J044,v1.1,3,2026-06-28T11:00:00,0,0,0,2,semi_urban
L006115,S0241,J037,v1.0,3,2026-04-25T21:00:00,0,0,0,3,semi_urban
L006116,S0101,J042,v1.0,4,2026-05-12T01:00:00,0,0,0,2,rural
L006117,S0236,J008,v1.1,5,2026-05-16T19:00:00,0,0,0,2,semi_urban
L006118,S0167,J017,v1.2,2,2026-05-09T21:00:00,0,0,0,3,rural
L006119,S0291,J037,v1.2,4,2026-04-19T06:00:00,0,0,0,1,urban
L006120,S0190,J033,v1.2,1,2026-06-15T05:00:00,1,0,0,3,semi_urban
L006121,S0287,J017,v1.0,1,2026-05-25T15:00:00,0,0,0,2,urban
L006122,S0020,J030,v1.2,2,2026-06-15T03:00:00,0,0,0,3,rural
L006123,S0084,J034,v1.1,2,2026-05-07T11:00:00,0,0,0,1,urban
L006124,S0080,J019,v1.1,5,2026-04-25T05:00:00,0,0,0,2,semi_urban
L006125,S0276,J044,v1.2,3,2026-04-20T21:00:00,0,0,0,2,rural
L006126,S0286,J038,v1.1,1,2026-04-13T17:00:00,1,0,0,1,urban
L006127,S0153,J033,v1.2,4,2026-05-13T18:00:00,0,0,0,2,urban
L006128,S0207,J036,v1.2,2,2026-06-02T06:00:00,0,0,0,2,rural
L006129,S0227,J033,v1.1,5,2026-05-25T04:00:00,0,0,0,2,rural
L006130,S0080,J047,v1.1,2,2026-04-27T08:00:00,0,0,0,2,semi_urban
L006131,S0284,J038,v1.1,1,2026-04-11T23:00:00,0,0,0,2,rural
L006132,S0012,J021,v1.2,2,2026-05-04T14:00:00,0,0,0,2,urban
L006133,S0088,J016,v1.0,4,2026-06-11T05:00:00,0,0,0,1,urban
L006134,S0214,J040,v1.0,3,2026-06-02T22:00:00,0,0,0,3,urban
L006135,S0154,J049,v1.2,2,2026-06-29T12:00:00,0,0,0,1,urban
L006136,S0211,J039,v1.1,3,2026-05-30T15:00:00,0,0,0,2,rural
L006137,S0155,J001,v1.2,5,2026-05-31T06:00:00,0,0,0,2,urban
L006138,S0051,J019,v1.2,2,2026-06-17T08:00:00,0,0,0,1,urban
L006139,S0199,J046,v1.0,2,2026-06-24T14:00:00,0,0,0,2,semi_urban
L006140,S0203,J037,v1.0,1,2026-06-01T02:00:00,1,0,0,1,semi_urban
L006141,S0221,J039,v1.2,4,2026-05-05T07:00:00,0,0,0,2,urban
L006142,S0088,J015,v1.0,4,2026-05-25T12:00:00,0,0,0,1,urban
L006143,S0283,J037,v1.1,1,2026-04-18T14:00:00,0,0,0,1,urban
L006144,S0056,J011,v1.1,3,2026-04-02T07:00:00,0,0,0,2,semi_urban
L006145,S0101,J001,v1.2,5,2026-05-19T08:00:00,0,0,0,2,rural
L006146,S0009,J030,v1.2,1,2026-06-20T23:00:00,0,0,0,2,urban
L006147,S0130,J000,v1.2,1,2026-06-17T22:00:00,0,0,0,1,rural
L006148,S0016,J001,v1.1,2,2026-05-20T07:00:00,0,0,0,2,urban
L006149,S0252,J034,v1.2,1,2026-05-23T14:00:00,0,0,0,2,urban
L006150,S0261,J009,v1.1,5,2026-05-03T11:00:00,0,0,0,3,urban
L006151,S0178,J034,v1.2,2,2026-06-25T21:00:00,1,0,0,3,semi_urban
L006152,S0139,J025,v1.2,4,2026-05-17T11:00:00,0,0,0,1,semi_urban
L006153,S0107,J049,v1.2,3,2026-06-03T22:00:00,0,0,0,2,rural
L006154,S0144,J022,v1.1,2,2026-05-15T12:00:00,0,0,0,2,urban
L006155,S0100,J042,v1.0,5,2026-04-18T11:00:00,1,0,0,3,urban
L006156,S0263,J014,v1.1,1,2026-06-11T21:00:00,1,0,0,1,semi_urban
L006157,S0233,J035,v1.2,1,2026-05-17T21:00:00,1,1,0,2,semi_urban
L006158,S0201,J014,v1.2,4,2026-04-27T17:00:00,0,0,0,3,rural
L006159,S0213,J013,v1.1,1,2026-04-10T20:00:00,1,1,0,3,urban
L006160,S0178,J017,v1.2,3,2026-04-27T14:00:00,0,0,0,3,semi_urban
L006161,S0118,J049,v1.2,5,2026-05-24T05:00:00,0,0,0,2,urban
L006162,S0218,J042,v1.1,5,2026-04-04T10:00:00,0,0,0,3,urban
L006163,S0020,J022,v1.2,2,2026-05-14T07:00:00,0,0,0,3,rural
L006164,S0050,J023,v1.2,3,2026-04-19T04:00:00,0,0,0,1,semi_urban
L006165,S0025,J014,v1.2,3,2026-06-20T20:00:00,0,0,0,1,semi_urban
L006166,S0297,J043,v1.1,1,2026-05-06T15:00:00,0,0,0,3,semi_urban
L006167,S0080,J002,v1.2,5,2026-05-26T08:00:00,1,0,0,2,semi_urban
L006168,S0095,J049,v1.1,2,2026-05-18T12:00:00,1,0,0,2,urban
L006169,S0128,J047,v1.1,1,2026-04-11T07:00:00,0,0,0,1,urban
L006170,S0268,J001,v1.2,5,2026-04-06T22:00:00,0,0,0,1,urban
L006171,S0248,J021,v1.2,5,2026-04-17T07:00:00,0,0,0,2,semi_urban
L006172,S0209,J000,v1.0,1,2026-06-18T13:00:00,1,0,0,2,urban
L006173,S0217,J043,v1.2,5,2026-06-11T18:00:00,0,0,0,1,semi_urban
L006174,S0185,J007,v1.2,5,2026-05-30T23:00:00,1,0,0,2,urban
L006175,S0228,J018,v1.1,2,2026-05-17T15:00:00,1,0,0,2,semi_urban
L006176,S0179,J008,v1.0,5,2026-05-01T20:00:00,0,0,0,3,urban
L006177,S0089,J013,v1.0,1,2026-04-03T08:00:00,0,0,0,2,rural
L006178,S0232,J017,v1.0,5,2026-06-22T06:00:00,0,0,0,3,urban
L006179,S0272,J006,v1.1,1,2026-05-09T04:00:00,1,0,0,1,urban
L006180,S0190,J039,v1.1,1,2026-06-21T22:00:00,0,0,0,3,semi_urban
L006181,S0018,J013,v1.2,1,2026-05-30T10:00:00,0,0,0,3,urban
L006182,S0050,J040,v1.2,5,2026-06-28T18:00:00,0,0,0,1,semi_urban
L006183,S0095,J029,v1.1,3,2026-06-18T02:00:00,0,0,0,2,urban
L006184,S0189,J044,v1.2,2,2026-05-04T01:00:00,0,0,0,2,semi_urban
L006185,S0265,J015,v1.0,3,2026-04-05T19:00:00,1,0,0,1,semi_urban
L006186,S0158,J046,v1.1,3,2026-05-14T19:00:00,1,0,0,3,semi_urban
L006187,S0280,J027,v1.2,4,2026-05-24T15:00:00,0,0,0,1,urban
L006188,S0266,J020,v1.0,5,2026-04-23T21:00:00,1,0,0,2,semi_urban
L006189,S0293,J042,v1.2,4,2026-06-29T03:00:00,1,1,1,1,semi_urban
L006190,S0092,J029,v1.2,4,2026-06-18T21:00:00,0,0,0,2,semi_urban
L006191,S0046,J003,v1.1,1,2026-05-20T17:00:00,0,0,0,2,rural
L006192,S0236,J038,v1.1,3,2026-04-22T07:00:00,0,0,0,2,semi_urban
L006193,S0130,J026,v1.1,4,2026-06-22T09:00:00,0,0,0,1,rural
L006194,S0117,J024,v1.0,4,2026-05-14T09:00:00,0,0,0,3,semi_urban
L006195,S0023,J025,v1.2,4,2026-06-21T23:00:00,1,0,0,3,semi_urban
L006196,S0183,J028,v1.0,2,2026-04-02T02:00:00,0,0,0,2,urban
L006197,S0020,J015,v1.0,1,2026-06-26T12:00:00,1,0,0,3,rural
L006198,S0222,J027,v1.1,2,2026-05-19T04:00:00,1,0,0,2,urban
L006199,S0291,J035,v1.2,1,2026-05-17T14:00:00,1,0,0,1,urban
L006200,S0212,J043,v1.1,4,2026-05-14T07:00:00,0,0,0,1,urban
L006201,S0289,J002,v1.1,2,2026-04-29T21:00:00,0,0,0,1,urban
L006202,S0015,J032,v1.1,4,2026-05-13T05:00:00,0,0,0,1,urban
L006203,S0278,J049,v1.1,5,2026-06-14T01:00:00,1,1,0,3,rural
L006204,S0035,J048,v1.2,3,2026-04-04T11:00:00,0,0,0,1,semi_urban
L006205,S0006,J033,v1.2,3,2026-06-26T18:00:00,0,0,0,3,urban
L006206,S0159,J018,v1.2,3,2026-04-13T07:00:00,0,0,0,3,semi_urban
L006207,S0240,J010,v1.1,5,2026-04-12T06:00:00,0,0,0,3,rural
L006208,S0130,J033,v1.2,5,2026-05-22T11:00:00,0,0,0,1,rural
L006209,S0035,J049,v1.1,1,2026-04-12T18:00:00,0,0,0,1,semi_urban
L006210,S0088,J022,v1.1,3,2026-06-17T15:00:00,0,0,0,1,urban
L006211,S0215,J036,v1.0,4,2026-05-11T00:00:00,0,0,0,3,urban
L006212,S0219,J038,v1.0,1,2026-05-08T10:00:00,1,0,0,2,rural
L006213,S0019,J039,v1.1,4,2026-04-23T04:00:00,0,0,0,2,rural
L006214,S0130,J018,v1.0,1,2026-04-08T10:00:00,1,0,0,1,rural
L006215,S0108,J033,v1.2,1,2026-06-08T08:00:00,0,0,0,1,urban
L006216,S0070,J036,v1.1,4,2026-05-29T18:00:00,0,0,0,1,semi_urban
L006217,S0073,J001,v1.2,5,2026-05-23T01:00:00,0,0,0,1,urban
L006218,S0254,J012,v1.0,1,2026-06-27T12:00:00,1,0,0,1,urban
L006219,S0291,J042,v1.0,1,2026-05-30T07:00:00,1,0,0,1,urban
L006220,S0009,J039,v1.1,1,2026-04-20T20:00:00,0,0,0,2,urban
L006221,S0208,J001,v1.1,1,2026-04-03T03:00:00,0,0,0,1,urban
L006222,S0058,J032,v1.2,4,2026-05-26T11:00:00,0,0,0,1,urban
L006223,S0236,J010,v1.2,3,2026-04-28T05:00:00,0,0,0,2,semi_urban
L006224,S0025,J012,v1.1,4,2026-05-25T10:00:00,1,1,0,1,semi_urban
L006225,S0283,J025,v1.2,1,2026-06-24T11:00:00,0,0,0,1,urban
L006226,S0274,J001,v1.1,1,2026-05-10T05:00:00,0,0,0,2,rural
L006227,S0089,J045,v1.0,3,2026-05-30T02:00:00,0,0,0,2,rural
L006228,S0054,J001,v1.1,5,2026-04-10T23:00:00,1,0,0,3,urban
L006229,S0071,J031,v1.1,4,2026-05-24T07:00:00,0,0,0,2,urban
L006230,S0007,J007,v1.2,5,2026-05-23T09:00:00,0,0,0,3,semi_urban
L006231,S0102,J029,v1.2,3,2026-06-17T23:00:00,0,0,0,2,semi_urban
L006232,S0187,J032,v1.0,1,2026-04-04T13:00:00,0,0,0,1,urban
L006233,S0187,J015,v1.2,2,2026-06-25T00:00:00,0,0,0,1,urban
L006234,S0279,J012,v1.0,1,2026-06-25T12:00:00,0,0,0,3,urban
L006235,S0000,J023,v1.2,4,2026-06-05T20:00:00,0,0,0,3,semi_urban
L006236,S0039,J001,v1.1,5,2026-04-05T00:00:00,0,0,0,2,rural
L006237,S0148,J037,v1.2,1,2026-04-28T08:00:00,1,1,0,2,urban
L006238,S0286,J012,v1.1,5,2026-04-25T02:00:00,0,0,0,1,urban
L006239,S0082,J006,v1.2,2,2026-04-20T00:00:00,0,0,0,3,semi_urban
L006240,S0061,J008,v1.0,1,2026-05-01T05:00:00,1,1,0,2,urban
L006241,S0108,J035,v1.2,4,2026-06-19T08:00:00,0,0,0,1,urban
L006242,S0086,J044,v1.0,3,2026-04-06T19:00:00,0,0,0,3,semi_urban
L006243,S0040,J045,v1.2,5,2026-06-07T05:00:00,1,0,0,2,urban
L006244,S0062,J037,v1.0,5,2026-05-25T09:00:00,0,0,0,2,urban
L006245,S0187,J048,v1.2,1,2026-06-17T00:00:00,0,0,0,1,urban
L006246,S0263,J019,v1.0,3,2026-05-04T21:00:00,0,0,0,1,semi_urban
L006247,S0291,J012,v1.0,5,2026-05-09T22:00:00,0,0,0,1,urban
L006248,S0242,J000,v1.1,2,2026-06-26T21:00:00,1,0,0,1,rural
L006249,S0046,J013,v1.1,3,2026-05-19T15:00:00,0,0,0,2,rural
L006250,S0293,J006,v1.2,1,2026-04-27T18:00:00,0,0,0,1,semi_urban
L006251,S0193,J035,v1.0,5,2026-06-13T18:00:00,1,0,0,3,urban
L006252,S0021,J001,v1.0,4,2026-06-28T15:00:00,0,0,0,2,urban
L006253,S0261,J029,v1.2,3,2026-04-04T08:00:00,0,0,0,3,urban
L006254,S0037,J016,v1.1,3,2026-04-05T11:00:00,0,0,0,2,semi_urban
L006255,S0259,J045,v1.1,4,2026-06-09T02:00:00,0,0,0,2,urban
L006256,S0030,J031,v1.1,2,2026-05-03T10:00:00,0,0,0,3,semi_urban
L006257,S0181,J014,v1.1,3,2026-04-09T22:00:00,0,0,0,3,urban
L006258,S0223,J008,v1.1,3,2026-05-24T08:00:00,0,0,0,3,semi_urban
L006259,S0182,J012,v1.1,3,2026-06-09T18:00:00,1,0,0,2,semi_urban
L006260,S0007,J003,v1.2,4,2026-04-14T07:00:00,0,0,0,3,semi_urban
L006261,S0055,J031,v1.1,3,2026-05-11T13:00:00,0,0,0,3,semi_urban
L006262,S0153,J020,v1.2,2,2026-04-02T17:00:00,0,0,0,2,urban
L006263,S0280,J038,v1.2,5,2026-05-28T11:00:00,0,0,0,1,urban
L006264,S0129,J049,v1.1,3,2026-05-24T07:00:00,1,0,0,2,rural
L006265,S0010,J026,v1.2,5,2026-05-01T14:00:00,0,0,0,2,urban
L006266,S0033,J001,v1.2,4,2026-06-27T14:00:00,0,0,0,2,rural
L006267,S0274,J034,v1.1,3,2026-06-22T09:00:00,0,0,0,2,rural
L006268,S0089,J039,v1.0,1,2026-06-05T07:00:00,1,0,0,2,rural
L006269,S0075,J039,v1.2,2,2026-06-13T01:00:00,0,0,0,2,urban
L006270,S0098,J028,v1.0,1,2026-05-10T09:00:00,0,0,0,1,urban
L006271,S0035,J014,v1.0,2,2026-05-24T11:00:00,0,0,0,1,semi_urban
L006272,S0227,J029,v1.2,4,2026-06-15T10:00:00,0,0,0,2,rural
L006273,S0087,J007,v1.1,4,2026-04-14T19:00:00,0,0,0,2,rural
L006274,S0008,J041,v1.0,1,2026-04-22T17:00:00,1,1,0,1,urban
L006275,S0118,J005,v1.0,4,2026-04-25T10:00:00,1,0,0,2,urban
L006276,S0212,J002,v1.2,2,2026-06-29T18:00:00,0,0,0,1,urban
L006277,S0178,J010,v1.1,3,2026-05-03T10:00:00,0,0,0,3,semi_urban
L006278,S0033,J012,v1.2,4,2026-06-28T05:00:00,0,0,0,2,rural
L006279,S0278,J032,v1.2,5,2026-05-27T10:00:00,0,0,0,3,rural
L006280,S0000,J040,v1.1,5,2026-06-13T12:00:00,0,0,0,3,semi_urban
L006281,S0247,J043,v1.1,5,2026-04-10T15:00:00,0,0,0,2,urban
L006282,S0113,J003,v1.1,2,2026-04-02T01:00:00,1,1,0,2,rural
L006283,S0164,J009,v1.1,4,2026-04-12T10:00:00,1,0,0,2,semi_urban
L006284,S0132,J041,v1.2,2,2026-06-01T07:00:00,1,1,0,2,semi_urban
L006285,S0128,J028,v1.2,3,2026-05-29T22:00:00,0,0,0,1,urban
L006286,S0057,J014,v1.1,5,2026-04-01T17:00:00,0,0,0,2,semi_urban
L006287,S0014,J042,v1.1,4,2026-04-13T22:00:00,0,0,0,2,urban
L006288,S0039,J005,v1.0,4,2026-05-07T17:00:00,0,0,0,2,rural
L006289,S0216,J015,v1.2,1,2026-06-01T14:00:00,0,0,0,1,urban
L006290,S0297,J037,v1.2,1,2026-05-15T01:00:00,0,0,0,3,semi_urban
L006291,S0101,J020,v1.2,1,2026-05-29T03:00:00,1,1,0,2,rural
L006292,S0077,J048,v1.1,5,2026-04-21T15:00:00,0,0,0,2,urban
L006293,S0145,J025,v1.1,1,2026-05-22T08:00:00,0,0,0,2,semi_urban
L006294,S0139,J008,v1.0,1,2026-05-02T01:00:00,0,0,0,1,semi_urban
L006295,S0082,J005,v1.2,4,2026-05-07T08:00:00,1,0,0,3,semi_urban
L006296,S0133,J021,v1.1,2,2026-04-08T02:00:00,0,0,0,2,rural
L006297,S0259,J032,v1.0,3,2026-06-11T06:00:00,0,0,0,2,urban
L006298,S0257,J014,v1.2,5,2026-05-22T02:00:00,0,0,0,1,urban
L006299,S0127,J016,v1.2,3,2026-05-23T04:00:00,0,0,0,1,rural
L006300,S0134,J036,v1.2,5,2026-04-19T05:00:00,0,0,0,2,urban
L006301,S0071,J035,v1.1,2,2026-06-18T13:00:00,0,0,0,2,urban
L006302,S0286,J030,v1.2,3,2026-05-15T23:00:00,0,0,0,1,urban
L006303,S0179,J040,v1.2,3,2026-04-08T13:00:00,0,0,0,3,urban
L006304,S0294,J011,v1.0,3,2026-06-09T08:00:00,0,0,0,3,urban
L006305,S0271,J034,v1.2,3,2026-06-13T12:00:00,0,0,0,1,rural
L006306,S0116,J020,v1.0,5,2026-05-23T06:00:00,0,0,0,3,urban
L006307,S0265,J032,v1.2,4,2026-04-07T01:00:00,0,0,0,1,semi_urban
L006308,S0086,J047,v1.1,1,2026-05-12T15:00:00,0,0,0,3,semi_urban
L006309,S0285,J000,v1.2,1,2026-05-17T07:00:00,0,0,0,2,semi_urban
L006310,S0236,J036,v1.1,4,2026-05-02T17:00:00,0,0,0,2,semi_urban
L006311,S0017,J043,v1.0,1,2026-04-12T13:00:00,0,0,0,1,semi_urban
L006312,S0185,J010,v1.2,4,2026-05-01T15:00:00,0,0,0,2,urban
L006313,S0017,J032,v1.2,2,2026-04-03T21:00:00,0,0,0,1,semi_urban
L006314,S0039,J011,v1.2,2,2026-06-18T23:00:00,0,0,0,2,rural
L006315,S0029,J024,v1.1,5,2026-04-28T17:00:00,0,0,0,2,urban
L006316,S0269,J010,v1.1,4,2026-04-02T00:00:00,0,0,0,1,semi_urban
L006317,S0194,J040,v1.2,4,2026-06-14T22:00:00,1,0,0,1,semi_urban
L006318,S0073,J034,v1.0,3,2026-04-01T12:00:00,1,0,0,1,urban
L006319,S0055,J049,v1.0,4,2026-06-23T02:00:00,0,0,0,3,semi_urban
L006320,S0110,J047,v1.2,5,2026-05-02T05:00:00,0,0,0,2,semi_urban
L006321,S0209,J031,v1.1,1,2026-04-29T16:00:00,1,0,0,2,urban
L006322,S0219,J007,v1.1,3,2026-06-28T16:00:00,1,1,0,2,rural
L006323,S0116,J024,v1.0,1,2026-05-27T21:00:00,0,0,0,3,urban
L006324,S0293,J012,v1.0,2,2026-04-12T13:00:00,0,0,0,1,semi_urban
L006325,S0050,J019,v1.1,3,2026-04-26T02:00:00,0,0,0,1,semi_urban
L006326,S0102,J038,v1.2,5,2026-06-26T12:00:00,0,0,0,2,semi_urban
L006327,S0020,J038,v1.1,4,2026-04-18T21:00:00,1,0,0,3,rural
L006328,S0276,J039,v1.2,1,2026-06-10T02:00:00,1,0,0,2,rural
L006329,S0040,J045,v1.2,4,2026-06-18T05:00:00,0,0,0,2,urban
L006330,S0189,J043,v1.2,4,2026-06-29T02:00:00,0,0,0,2,semi_urban
L006331,S0035,J044,v1.1,2,2026-05-07T23:00:00,1,1,0,1,semi_urban
L006332,S0256,J048,v1.2,4,2026-06-21T10:00:00,0,0,0,3,urban
L006333,S0024,J015,v1.2,3,2026-06-23T05:00:00,1,0,0,3,rural
L006334,S0248,J042,v1.1,1,2026-06-04T04:00:00,1,1,0,2,semi_urban
L006335,S0220,J035,v1.2,3,2026-04-07T02:00:00,0,0,0,2,rural
L006336,S0025,J020,v1.1,5,2026-05-10T02:00:00,0,0,0,1,semi_urban
L006337,S0148,J024,v1.1,4,2026-06-17T10:00:00,0,0,0,2,urban
L006338,S0287,J011,v1.1,3,2026-06-24T12:00:00,0,0,0,2,urban
L006339,S0018,J014,v1.1,1,2026-05-11T15:00:00,0,0,0,3,urban
L006340,S0077,J003,v1.2,3,2026-04-07T11:00:00,0,0,0,2,urban
L006341,S0106,J031,v1.1,4,2026-04-07T18:00:00,0,0,0,2,urban
L006342,S0205,J034,v1.1,2,2026-05-30T16:00:00,1,0,0,1,semi_urban
L006343,S0096,J047,v1.1,1,2026-06-26T14:00:00,0,0,0,2,rural
L006344,S0247,J010,v1.2,4,2026-05-22T22:00:00,0,0,0,2,urban
L006345,S0098,J021,v1.2,1,2026-04-12T22:00:00,0,0,0,1,urban
L006346,S0196,J030,v1.2,3,2026-05-27T07:00:00,0,0,0,2,urban
L006347,S0093,J021,v1.2,3,2026-05-12T08:00:00,0,0,0,2,semi_urban
L006348,S0231,J032,v1.0,4,2026-05-24T17:00:00,0,0,0,2,semi_urban
L006349,S0247,J016,v1.2,1,2026-06-19T17:00:00,1,1,0,2,urban
L006350,S0170,J049,v1.1,5,2026-05-05T00:00:00,0,0,0,2,urban
L006351,S0037,J040,v1.1,2,2026-06-01T17:00:00,0,0,0,2,semi_urban
L006352,S0023,J043,v1.1,4,2026-06-21T11:00:00,1,0,0,3,semi_urban
L006353,S0288,J019,v1.1,2,2026-05-05T08:00:00,0,0,0,2,urban
L006354,S0196,J049,v1.0,1,2026-04-30T23:00:00,1,0,0,2,urban
L006355,S0163,J012,v1.2,4,2026-04-15T21:00:00,0,0,0,1,urban
L006356,S0225,J019,v1.2,4,2026-04-30T09:00:00,1,0,0,3,urban
L006357,S0219,J006,v1.2,2,2026-05-05T03:00:00,0,0,0,2,rural
L006358,S0221,J029,v1.1,2,2026-06-07T19:00:00,0,0,0,2,urban
L006359,S0064,J003,v1.1,2,2026-06-01T17:00:00,0,0,0,2,semi_urban
L006360,S0159,J046,v1.2,1,2026-04-04T14:00:00,1,0,0,3,semi_urban
L006361,S0127,J038,v1.0,2,2026-05-11T01:00:00,0,0,0,1,rural
L006362,S0232,J014,v1.2,3,2026-06-17T23:00:00,0,0,0,3,urban
L006363,S0200,J022,v1.1,5,2026-04-16T12:00:00,0,0,0,3,semi_urban
L006364,S0031,J009,v1.0,1,2026-06-11T12:00:00,0,0,0,3,urban
L006365,S0255,J041,v1.1,4,2026-04-18T19:00:00,1,0,0,3,urban
L006366,S0100,J043,v1.2,3,2026-06-23T04:00:00,0,0,0,3,urban
L006367,S0123,J034,v1.1,5,2026-04-24T16:00:00,0,0,0,2,urban
L006368,S0110,J037,v1.0,3,2026-05-25T22:00:00,0,0,0,2,semi_urban
L006369,S0256,J016,v1.0,5,2026-04-19T23:00:00,0,0,0,3,urban
L006370,S0148,J023,v1.2,3,2026-05-06T22:00:00,0,0,0,2,urban
L006371,S0001,J010,v1.0,5,2026-06-01T13:00:00,0,0,0,2,urban
L006372,S0026,J011,v1.1,5,2026-04-21T21:00:00,0,0,0,2,rural
L006373,S0183,J032,v1.1,4,2026-06-13T05:00:00,0,0,0,2,urban
L006374,S0268,J011,v1.2,1,2026-06-02T12:00:00,0,0,0,1,urban
L006375,S0248,J021,v1.1,1,2026-06-12T12:00:00,0,0,0,2,semi_urban
L006376,S0030,J035,v1.1,5,2026-04-25T22:00:00,0,0,0,3,semi_urban
L006377,S0240,J037,v1.2,3,2026-05-16T23:00:00,0,0,0,3,rural
L006378,S0124,J023,v1.1,5,2026-04-10T05:00:00,0,0,0,1,semi_urban
L006379,S0112,J025,v1.2,4,2026-06-20T19:00:00,0,0,0,2,urban
L006380,S0247,J042,v1.0,1,2026-06-10T03:00:00,0,0,0,2,urban
L006381,S0003,J021,v1.2,3,2026-05-12T18:00:00,0,0,0,2,semi_urban
L006382,S0097,J048,v1.0,2,2026-05-09T16:00:00,1,0,0,1,urban
L006383,S0183,J042,v1.1,3,2026-06-14T07:00:00,1,1,0,2,urban
L006384,S0282,J013,v1.2,3,2026-04-12T22:00:00,0,0,0,1,urban
L006385,S0181,J009,v1.2,2,2026-04-18T05:00:00,0,0,0,3,urban
L006386,S0256,J011,v1.1,5,2026-04-02T00:00:00,0,0,0,3,urban
