log_id,timestamp,student_id,job_id,model_version,rank_position,offline_score,served_score,skew,feat_skill_score,feat_skill_gap,feat_verified_skills,feat_years_exp,college_tier,region,defect_probability,is_predicted_defect,estimated_user_impact,clicked,applied,defect_category,defect_rank
L006719,2026-04-28T17:00:00,S0022,J038,v1.2,5,0.3917,0.4704,0.0788,1.619,-0.22,4,1.1,3,urban,0.0122,0,0.0055,0,0,none,5739
L000322,2026-05-15T22:00:00,S0270,J020,v1.0,4,0.6968,0.6968,0.0,3.68,1.38,4,1.7,1,urban,0.0128,0,0.0055,0,0,none,5740
L001539,2026-04-07T16:00:00,S0248,J026,v1.2,4,0.4969,0.5877,0.0907,3.065,0.22,7,1.2,2,semi_urban,0.0108,0,0.0055,0,0,none,5741
L001975,2026-04-02T18:00:00,S0120,J033,v1.1,4,0.3661,0.4424,0.0762,2.268,-0.37,8,1.5,2,semi_urban,0.0111,0,0.0055,1,0,none,5742
L003571,2026-04-15T01:00:00,S0170,J000,v1.2,4,0.5841,0.6742,0.0901,3.455,0.21,3,3.0,2,urban,0.0108,0,0.0055,0,0,none,5743
L007796,2026-06-26T22:00:00,S0253,J048,v1.1,4,0.4985,0.6001,0.1016,3.371,0.02,6,2.8,1,rural,0.0106,0,0.0055,0,0,none,5744
L004191,2026-04-06T02:00:00,S0017,J012,v1.1,4,0.303,0.4034,0.1004,2.03,-1.32,2,2.3,1,semi_urban,0.0106,0,0.0055,0,0,none,5745
L000046,2026-06-09T17:00:00,S0101,J026,v1.1,4,0.5725,0.6454,0.0729,3.346,0.51,5,1.3,2,rural,0.0111,0,0.0055,0,0,none,5746
L005939,2026-05-28T23:00:00,S0230,J020,v1.1,4,0.4149,0.518,0.1031,2.052,-0.3,7,0.9,1,semi_urban,0.0106,0,0.0055,0,0,none,5747
L007270,2026-05-05T19:00:00,S0206,J033,v1.0,4,0.6915,0.6915,0.0,3.72,1.12,2,1.1,1,urban,0.0128,0,0.0055,0,0,none,5748
L007645,2026-05-23T06:00:00,S0210,J007,v1.1,4,0.601,0.6789,0.0779,2.879,0.64,5,1.8,2,urban,0.0111,0,0.0055,0,0,none,5749
L001633,2026-05-19T12:00:00,S0075,J032,v1.0,5,0.6954,0.6954,0.0,4.33,1.63,6,2.5,2,urban,0.0141,0,0.0055,0,0,none,5750
L006690,2026-04-14T20:00:00,S0144,J017,v1.2,1,0.5761,0.6047,0.0285,3.914,0.6,2,1.2,2,urban,0.0052,0,0.0055,1,0,none,5751
L005052,2026-06-19T12:00:00,S0160,J039,v1.1,4,0.4518,0.5532,0.1014,3.701,0.05,2,1.5,1,semi_urban,0.0106,0,0.0055,0,0,none,5752
L002379,2026-04-05T01:00:00,S0113,J037,v1.1,4,0.5099,0.5837,0.0738,3.287,-0.35,5,1.5,2,rural,0.0111,0,0.0055,0,0,none,5753
L001017,2026-04-03T18:00:00,S0163,J029,v1.0,4,0.6906,0.6906,0.0,3.8,0.6,6,1.8,1,urban,0.0128,0,0.0055,0,0,none,5754
L004515,2026-04-28T18:00:00,S0288,J008,v1.1,4,0.5035,0.5769,0.0734,3.697,0.06,7,1.0,2,urban,0.0111,0,0.0055,0,0,none,5755
L001721,2026-05-31T13:00:00,S0153,J036,v1.2,1,0.5093,0.5346,0.0253,3.373,0.66,8,1.6,2,urban,0.0052,0,0.0055,0,0,none,5756
L006671,2026-04-11T22:00:00,S0230,J042,v1.2,5,0.5551,0.6609,0.1058,2.053,-0.2,7,0.9,1,semi_urban,0.0117,0,0.0055,0,0,none,5757
L004341,2026-04-09T13:00:00,S0221,J025,v1.0,5,0.6907,0.6907,0.0,3.82,0.92,5,1.6,2,urban,0.0141,0,0.0055,0,0,none,5758
L003155,2026-05-31T09:00:00,S0295,J004,v1.2,5,0.5769,0.6569,0.08,3.62,0.68,8,2.5,3,urban,0.0122,0,0.0055,0,0,none,5759
L002493,2026-05-18T14:00:00,S0191,J021,v1.1,5,0.1079,0.1817,0.0739,2.017,-2.62,6,0.4,1,semi_urban,0.0125,0,0.0055,0,0,none,5760
L003757,2026-05-11T14:00:00,S0210,J044,v1.1,4,0.389,0.4634,0.0744,2.877,-1.06,5,1.8,2,urban,0.0111,0,0.0055,0,0,none,5761
L002691,2026-04-12T01:00:00,S0061,J048,v1.0,3,0.6234,0.6234,0.0,3.46,0.16,2,1.2,2,urban,0.0111,0,0.0055,0,0,none,5762
L002712,2026-05-31T04:00:00,S0299,J016,v1.1,4,0.5973,0.6728,0.0756,3.028,0.59,5,0.2,2,semi_urban,0.0111,0,0.0055,0,0,none,5763
L002732,2026-04-27T18:00:00,S0037,J042,v1.2,2,0.6468,0.6751,0.0283,2.364,0.15,7,2.7,2,semi_urban,0.0082,0,0.0055,0,0,none,5764
L003686,2026-04-05T02:00:00,S0194,J014,v1.2,5,0.409,0.5162,0.1071,4.144,-0.81,3,0.5,1,semi_urban,0.0117,0,0.0055,0,0,none,5765
L004781,2026-06-27T11:00:00,S0266,J036,v1.2,4,0.5168,0.6072,0.0903,2.975,0.23,2,1.6,2,semi_urban,0.0108,0,0.0055,1,0,none,5766
L005685,2026-06-06T18:00:00,S0123,J014,v1.1,4,0.3659,0.4395,0.0735,3.927,-1.01,3,1.2,2,urban,0.0111,0,0.0055,0,0,none,5767
L005681,2026-04-21T19:00:00,S0076,J030,v1.1,4,0.1037,0.2023,0.0986,2.169,-2.18,2,2.4,2,rural,0.0107,0,0.0055,0,0,none,5768
L001296,2026-06-19T05:00:00,S0260,J014,v1.2,4,0.3352,0.4259,0.0908,4.185,-0.76,3,1.5,1,urban,0.0108,0,0.0055,0,0,none,5769
L006446,2026-05-09T18:00:00,S0070,J038,v1.2,3,0.4788,0.5511,0.0723,1.656,-0.18,2,1.0,1,semi_urban,0.0096,0,0.0055,0,0,none,5770
L001697,2026-04-13T09:00:00,S0124,J035,v1.2,3,0.4866,0.5636,0.077,2.838,0.0,8,2.3,1,semi_urban,0.0096,0,0.0055,0,0,none,5771
L002511,2026-05-04T13:00:00,S0242,J043,v1.1,2,0.1925,0.3109,0.1184,2.149,-1.81,8,0.8,1,rural,0.0071,0,0.0055,0,0,none,5772
L007047,2026-06-07T03:00:00,S0097,J036,v1.0,3,0.6245,0.6245,0.0,3.67,0.97,5,1.5,1,urban,0.0111,0,0.0055,0,0,none,5773
L000795,2026-05-18T01:00:00,S0195,J029,v1.2,3,0.4774,0.55,0.0726,3.236,0.0,8,2.6,1,semi_urban,0.0096,0,0.0055,0,0,none,5774
L004487,2026-04-20T02:00:00,S0158,J008,v1.2,1,0.4224,0.4301,0.0076,3.134,-0.47,8,0.9,3,semi_urban,0.0054,0,0.0055,1,0,none,5775
L005222,2026-06-13T06:00:00,S0243,J044,v1.2,4,0.3751,0.465,0.0899,2.665,-1.28,5,2.0,2,rural,0.0108,0,0.0055,0,0,none,5776
L007519,2026-06-01T23:00:00,S0164,J012,v1.1,4,0.5759,0.6549,0.079,3.99,0.65,2,2.0,2,semi_urban,0.0111,0,0.0055,1,0,none,5777
L007618,2026-06-24T00:00:00,S0108,J024,v1.2,2,0.3555,0.5582,0.2026,2.721,-0.98,4,1.0,1,urban,0.0062,0,0.0055,0,0,none,5778
L004744,2026-06-22T19:00:00,S0081,J002,v1.0,3,0.6235,0.6235,0.0,3.97,0.77,4,2.1,2,rural,0.0111,0,0.0055,1,0,none,5779
L006767,2026-06-03T09:00:00,S0057,J049,v1.0,3,0.636,0.636,0.0,2.75,0.85,2,1.4,2,semi_urban,0.0111,0,0.0055,0,0,none,5780
L004990,2026-06-08T17:00:00,S0280,J040,v1.0,4,0.6826,0.6826,0.0,3.34,0.64,7,1.3,1,urban,0.0128,0,0.0055,0,0,none,5781
L004808,2026-06-01T14:00:00,S0155,J041,v1.1,4,0.5405,0.6178,0.0773,3.479,0.14,4,1.8,2,urban,0.0111,0,0.0055,0,0,none,5782
L003221,2026-05-08T22:00:00,S0199,J019,v1.1,4,0.3418,0.4175,0.0757,2.168,-0.47,7,2.1,2,semi_urban,0.0111,0,0.0055,0,0,none,5783
L003031,2026-05-29T15:00:00,S0227,J024,v1.1,4,0.5676,0.6406,0.073,4.066,0.43,8,2.7,2,rural,0.0111,0,0.0055,0,0,none,5784
L003279,2026-04-17T01:00:00,S0087,J027,v1.1,4,0.3958,0.4686,0.0728,2.966,-0.47,3,1.3,2,rural,0.0111,0,0.0055,0,0,none,5785
L003882,2026-04-24T05:00:00,S0195,J010,v1.2,5,0.5271,0.6338,0.1067,3.253,-0.1,8,2.6,1,semi_urban,0.0117,0,0.0055,0,0,none,5786
L005063,2026-04-19T22:00:00,S0284,J008,v1.2,3,0.1066,0.182,0.0754,1.888,-1.75,3,0.0,2,rural,0.0096,0,0.0055,0,0,none,5787
L002189,2026-06-16T13:00:00,S0191,J038,v1.2,2,0.5211,0.5957,0.0745,2.017,0.18,6,0.4,1,semi_urban,0.0077,0,0.0055,0,0,none,5788
L007743,2026-06-07T11:00:00,S0259,J019,v1.2,1,0.54,0.5648,0.0248,2.752,0.14,5,2.1,2,urban,0.0052,0,0.0055,1,0,none,5789
L007053,2026-04-13T08:00:00,S0160,J012,v1.1,4,0.5793,0.6834,0.1041,3.702,0.35,2,1.5,1,semi_urban,0.0105,0,0.0055,0,0,none,5790
L006212,2026-05-20T06:00:00,S0075,J002,v1.0,3,0.6247,0.6247,0.0,4.33,1.13,6,2.5,2,urban,0.0111,0,0.0055,1,0,none,5791
L001454,2026-04-10T05:00:00,S0112,J032,v1.1,4,0.5344,0.6068,0.0723,2.696,-0.04,2,1.5,2,urban,0.0111,0,0.0055,0,0,none,5792
L000690,2026-06-18T18:00:00,S0022,J031,v1.2,4,0.1242,0.2625,0.1383,1.649,-1.72,4,1.1,3,urban,0.01,0,0.0055,0,0,none,5793
L003333,2026-04-04T05:00:00,S0118,J046,v1.1,4,0.6101,0.6862,0.0761,2.408,0.47,4,0.0,2,urban,0.0111,0,0.0055,1,0,none,5794
L002452,2026-05-08T09:00:00,S0259,J010,v1.2,1,0.4095,0.4387,0.0292,2.755,-0.56,5,2.1,2,urban,0.0052,0,0.0055,0,0,none,5795
L005670,2026-05-29T05:00:00,S0271,J049,v1.1,2,0.5948,0.6788,0.0841,2.472,0.53,2,2.2,1,rural,0.0074,0,0.0054,0,0,none,5796
L003739,2026-04-12T23:00:00,S0116,J043,v1.2,3,0.0041,0.0626,0.0584,1.229,-2.7,3,2.9,3,urban,0.0096,0,0.0054,0,0,none,5797
L004865,2026-04-23T10:00:00,S0237,J025,v1.0,3,0.515,0.515,0.0,2.5,-0.4,4,1.6,3,urban,0.0108,0,0.0054,0,0,none,5798
L001270,2026-04-23T00:00:00,S0225,J010,v1.0,3,0.5138,0.5138,0.0,3.28,-0.02,7,0.3,3,urban,0.0108,0,0.0054,1,0,none,5799
L003442,2026-05-13T17:00:00,S0072,J002,v1.2,5,0.3483,0.417,0.0687,2.724,-0.51,3,2.8,3,urban,0.0122,0,0.0054,0,0,none,5800
L000798,2026-05-31T17:00:00,S0101,J024,v1.1,1,0.468,0.5536,0.0856,3.353,-0.29,5,1.3,2,rural,0.0046,0,0.0054,1,1,none,5801
L004698,2026-04-04T15:00:00,S0296,J032,v1.0,3,0.5551,0.5551,0.0,3.05,0.35,7,0.9,3,semi_urban,0.0108,0,0.0054,0,0,none,5802
L007856,2026-05-17T11:00:00,S0082,J047,v1.2,1,0.3532,0.4755,0.1222,2.801,-0.86,5,0.4,3,semi_urban,0.0043,0,0.0054,0,0,none,5803
L007906,2026-04-11T18:00:00,S0058,J046,v1.0,5,0.6737,0.6737,0.0,2.77,0.87,3,1.8,1,urban,0.014,0,0.0054,0,0,none,5804
L007897,2026-06-16T00:00:00,S0115,J045,v1.2,5,0.4697,0.5435,0.0739,3.797,0.06,8,1.5,3,urban,0.0122,0,0.0054,0,0,none,5805
L006431,2026-06-27T09:00:00,S0212,J014,v1.2,5,0.0765,0.1369,0.0604,2.91,-2.02,5,1.5,1,urban,0.0125,0,0.0054,0,0,none,5806
L007304,2026-06-10T06:00:00,S0150,J000,v1.0,3,0.4822,0.4822,0.0,3.61,0.41,7,1.4,3,urban,0.0108,0,0.0054,1,1,none,5807
L005196,2026-06-21T17:00:00,S0041,J031,v1.0,4,0.4527,0.4527,0.0,2.51,-0.79,7,1.5,3,rural,0.0125,0,0.0054,0,0,none,5808
L000109,2026-04-14T17:00:00,S0069,J001,v1.2,1,0.5135,0.5359,0.0224,3.501,-0.21,4,1.6,2,rural,0.0052,0,0.0054,0,0,none,5809
L000112,2026-05-17T17:00:00,S0041,J029,v1.2,4,0.3083,0.4364,0.1281,2.574,-0.69,7,1.5,3,rural,0.0099,0,0.0054,0,0,none,5810
L007489,2026-04-26T23:00:00,S0086,J035,v1.2,5,0.4936,0.5704,0.0768,2.768,-0.07,4,2.7,3,semi_urban,0.0122,0,0.0054,0,0,none,5811
L004173,2026-04-01T01:00:00,S0109,J045,v1.0,4,0.506,0.506,0.0,3.63,-0.07,2,2.6,3,rural,0.0125,0,0.0054,0,0,none,5812
L004155,2026-06-06T05:00:00,S0190,J029,v1.0,3,0.4375,0.4375,0.0,2.56,-0.64,7,0.0,3,semi_urban,0.0108,0,0.0054,0,0,none,5813
L000263,2026-04-26T23:00:00,S0174,J026,v1.1,1,0.5665,0.652,0.0855,2.803,-0.04,4,2.7,1,urban,0.0046,0,0.0054,1,0,none,5814
L007256,2026-05-05T00:00:00,S0209,J014,v1.2,4,0.1849,0.3045,0.1196,3.1,-1.86,8,1.6,2,urban,0.0101,0,0.0054,0,0,none,5815
L006071,2026-05-27T06:00:00,S0063,J004,v1.2,5,0.3803,0.4505,0.0703,1.835,-1.1,3,0.3,3,urban,0.0122,0,0.0054,0,0,none,5816
L007611,2026-05-05T23:00:00,S0117,J028,v1.2,5,0.4963,0.5674,0.0711,2.376,0.24,3,0.0,3,semi_urban,0.0122,0,0.0054,1,1,none,5817
L007455,2026-05-25T06:00:00,S0204,J005,v1.1,2,0.3701,0.4551,0.0851,2.983,-0.56,6,1.9,1,semi_urban,0.0074,0,0.0054,0,0,none,5818
L007471,2026-06-19T09:00:00,S0160,J000,v1.1,4,0.5821,0.6782,0.096,3.698,0.45,2,1.5,1,semi_urban,0.0106,0,0.0054,0,0,none,5819
L006278,2026-04-08T02:00:00,S0023,J001,v1.2,5,0.4908,0.5674,0.0766,3.448,-0.29,2,1.9,3,semi_urban,0.0122,0,0.0054,0,0,none,5820
L002663,2026-04-22T04:00:00,S0136,J019,v1.0,3,0.5598,0.5598,0.0,2.99,0.39,8,0.6,3,urban,0.0108,0,0.0054,0,0,none,5821
L000701,2026-06-01T23:00:00,S0121,J030,v1.1,3,0.1431,0.1814,0.0383,2.289,-2.03,3,2.1,2,urban,0.0101,0,0.0054,0,0,none,5822
L000304,2026-04-19T20:00:00,S0100,J025,v1.0,3,0.5266,0.5266,0.0,3.34,0.44,5,1.4,3,urban,0.0108,0,0.0054,0,0,none,5823
L003619,2026-06-14T07:00:00,S0213,J049,v1.0,3,0.5789,0.5789,0.0,2.4,0.5,3,2.0,3,urban,0.0108,0,0.0054,1,0,none,5824
L000143,2026-05-01T02:00:00,S0235,J032,v1.0,3,0.5745,0.5745,0.0,3.2,0.5,8,1.1,3,urban,0.0108,0,0.0054,1,1,none,5825
L007393,2026-06-27T11:00:00,S0225,J018,v1.0,3,0.4705,0.4705,0.0,3.28,-0.02,7,0.3,3,urban,0.0108,0,0.0054,0,0,none,5826
L005263,2026-04-13T21:00:00,S0210,J029,v1.2,3,0.4473,0.4474,0.0001,2.84,-0.36,5,1.8,2,urban,0.0107,0,0.0054,0,0,none,5827
L004829,2026-04-04T06:00:00,S0180,J044,v1.0,3,0.5088,0.5088,0.0,3.68,-0.22,3,1.0,3,urban,0.0108,0,0.0054,0,0,none,5828
L003337,2026-05-01T12:00:00,S0271,J028,v1.2,3,0.5377,0.6811,0.1434,2.502,0.33,2,2.2,1,rural,0.0084,0,0.0054,0,0,none,5829
L004026,2026-04-03T01:00:00,S0225,J016,v1.1,5,0.6078,0.685,0.0772,3.319,0.88,7,0.3,3,urban,0.012,0,0.0054,0,0,none,5830
L002100,2026-04-23T21:00:00,S0181,J019,v1.0,3,0.5502,0.5502,0.0,3.51,0.91,3,1.0,3,urban,0.0108,0,0.0054,0,0,none,5831
L003924,2026-06-11T16:00:00,S0278,J029,v1.0,4,0.5074,0.5074,0.0,3.01,-0.19,8,2.0,3,rural,0.0125,0,0.0054,0,0,none,5832
L004134,2026-04-08T07:00:00,S0010,J004,v1.2,1,0.4637,0.4864,0.0227,2.341,-0.57,6,1.1,2,urban,0.0052,0,0.0054,0,0,none,5833
L004432,2026-04-22T14:00:00,S0072,J041,v1.0,3,0.44,0.44,0.0,2.69,-0.61,3,2.8,3,urban,0.0108,0,0.0054,1,1,none,5834
L000203,2026-05-30T18:00:00,S0033,J028,v1.2,2,0.5328,0.6799,0.147,2.244,0.07,3,1.8,2,rural,0.0066,0,0.0054,1,0,none,5835
L005926,2026-06-04T05:00:00,S0030,J047,v1.0,3,0.4093,0.4093,0.0,3.36,-0.24,5,0.4,3,semi_urban,0.0108,0,0.0054,0,0,none,5836
L006202,2026-04-21T13:00:00,S0055,J033,v1.0,3,0.5283,0.5283,0.0,2.68,0.08,8,2.6,3,semi_urban,0.0108,0,0.0054,1,0,none,5837
L001008,2026-05-23T07:00:00,S0125,J003,v1.2,1,0.4836,0.4989,0.0153,2.188,0.28,2,2.3,2,rural,0.0052,0,0.0054,0,0,none,5838
L006809,2026-04-01T14:00:00,S0255,J042,v1.2,5,0.5046,0.5766,0.072,2.136,-0.1,4,1.3,3,urban,0.0122,0,0.0054,0,0,none,5839
L002935,2026-05-23T06:00:00,S0076,J010,v1.1,1,0.2627,0.3999,0.1372,2.189,-1.18,2,2.4,2,rural,0.0043,0,0.0054,0,0,none,5840
L004355,2026-06-21T01:00:00,S0158,J017,v1.1,5,0.5538,0.6305,0.0767,3.168,-0.17,8,0.9,3,semi_urban,0.012,0,0.0054,0,0,none,5841
L006489,2026-05-16T18:00:00,S0296,J042,v1.2,5,0.6005,0.6707,0.0702,3.085,0.85,7,0.9,3,semi_urban,0.0122,0,0.0054,0,0,none,5842
L000155,2026-05-08T15:00:00,S0181,J029,v1.0,3,0.5657,0.5657,0.0,3.51,0.31,3,1.0,3,urban,0.0108,0,0.0054,0,0,none,5843
L005233,2026-05-09T23:00:00,S0104,J002,v1.0,4,0.5609,0.5609,0.0,3.5,0.3,7,1.3,3,rural,0.0125,0,0.0054,0,0,none,5844
L002273,2026-04-14T17:00:00,S0068,J023,v1.1,1,0.5817,0.6684,0.0867,2.933,0.39,6,2.1,1,urban,0.0046,0,0.0054,0,0,none,5845
L006110,2026-04-26T00:00:00,S0235,J000,v1.0,3,0.4875,0.4875,0.0,3.2,0.0,8,1.1,3,urban,0.0108,0,0.0054,0,0,none,5846
L000317,2026-05-08T20:00:00,S0031,J006,v1.0,3,0.4419,0.4419,0.0,1.65,-0.05,3,2.7,3,urban,0.0108,0,0.0054,1,1,none,5847
L004615,2026-04-14T23:00:00,S0104,J031,v1.0,4,0.5519,0.5519,0.0,3.5,0.2,7,1.3,3,rural,0.0125,0,0.0054,0,0,none,5848
L007179,2026-05-15T19:00:00,S0017,J038,v1.1,4,0.5817,0.6773,0.0956,2.028,0.18,2,2.3,1,semi_urban,0.0106,0,0.0054,0,0,none,5849
L003095,2026-05-29T06:00:00,S0167,J036,v1.0,4,0.5403,0.5403,0.0,3.08,0.38,7,2.3,3,rural,0.0125,0,0.0054,1,1,none,5850
L001797,2026-05-07T22:00:00,S0159,J017,v1.0,3,0.533,0.533,0.0,3.62,0.32,4,2.0,3,semi_urban,0.0108,0,0.0054,0,0,none,5851
L004845,2026-06-09T12:00:00,S0277,J042,v1.2,2,0.6572,0.6812,0.024,3.232,1.02,7,0.0,2,semi_urban,0.0082,0,0.0054,0,0,none,5852
L007756,2026-05-17T20:00:00,S0005,J026,v1.0,3,0.5262,0.5262,0.0,2.76,-0.04,8,2.3,3,urban,0.0108,0,0.0054,0,0,none,5853
L000675,2026-04-02T16:00:00,S0117,J019,v1.0,3,0.4839,0.4839,0.0,2.34,-0.26,3,0.0,3,semi_urban,0.0108,0,0.0054,1,1,none,5854
L002693,2026-04-15T02:00:00,S0184,J009,v1.0,3,0.5656,0.5656,0.0,3.51,0.31,4,3.3,3,urban,0.0108,0,0.0054,0,0,none,5855
L002393,2026-06-14T13:00:00,S0173,J034,v1.2,5,0.4911,0.5622,0.0711,3.046,0.31,5,0.8,3,urban,0.0122,0,0.0054,0,0,none,5856
L006830,2026-05-13T12:00:00,S0086,J039,v1.2,5,0.3716,0.4437,0.072,2.766,-0.87,4,2.7,3,semi_urban,0.0122,0,0.0054,0,0,none,5857
L002491,2026-06-15T15:00:00,S0221,J030,v1.2,2,0.3961,0.5608,0.1647,3.902,-0.48,5,1.6,2,urban,0.0065,0,0.0054,0,0,none,5858
L007655,2026-06-11T23:00:00,S0055,J033,v1.0,3,0.5349,0.5349,0.0,2.68,0.08,8,2.6,3,semi_urban,0.0108,0,0.0054,1,0,none,5859
L007684,2026-04-06T19:00:00,S0223,J034,v1.0,3,0.4103,0.4103,0.0,2.32,-0.38,8,0.1,3,semi_urban,0.0108,0,0.0054,0,0,none,5860
L003900,2026-05-17T22:00:00,S0104,J018,v1.0,4,0.5442,0.5442,0.0,3.5,0.2,7,1.3,3,rural,0.0125,0,0.0054,0,0,none,5861
L003393,2026-05-15T23:00:00,S0254,J027,v1.0,5,0.6858,0.6858,0.0,4.25,0.85,4,1.8,1,urban,0.014,0,0.0054,0,0,none,5862
L006680,2026-05-28T16:00:00,S0152,J047,v1.1,5,0.1839,0.2481,0.0642,2.132,-1.5,7,0.9,1,semi_urban,0.0125,0,0.0054,0,0,none,5863
L001660,2026-05-09T06:00:00,S0086,J042,v1.0,3,0.5832,0.5832,0.0,2.73,0.53,4,2.7,3,semi_urban,0.0108,0,0.0054,1,0,none,5864
L003949,2026-05-22T06:00:00,S0136,J027,v1.0,3,0.4022,0.4022,0.0,2.99,-0.41,8,0.6,3,urban,0.0108,0,0.0054,0,0,none,5865
L000128,2026-05-03T10:00:00,S0296,J045,v1.0,3,0.4047,0.4047,0.0,3.05,-0.65,7,0.9,3,semi_urban,0.0108,0,0.0054,1,0,none,5866
L003451,2026-05-12T12:00:00,S0218,J029,v1.0,3,0.4247,0.4247,0.0,2.9,-0.3,6,2.8,3,urban,0.0108,0,0.0054,0,0,none,5867
L000767,2026-06-04T11:00:00,S0059,J043,v1.1,4,0.3398,0.4324,0.0927,2.896,-1.05,8,1.5,1,semi_urban,0.0106,0,0.0054,0,0,none,5868
L001537,2026-05-31T13:00:00,S0005,J037,v1.2,5,0.4277,0.5038,0.0761,2.798,-0.84,8,2.3,3,urban,0.0122,0,0.0054,0,0,none,5869
L000035,2026-04-19T09:00:00,S0007,J017,v1.0,3,0.574,0.574,0.0,3.57,0.27,8,1.7,3,semi_urban,0.0108,0,0.0054,1,1,none,5870
L002240,2026-05-03T21:00:00,S0294,J016,v1.0,3,0.4647,0.4647,0.0,2.19,-0.21,8,0.3,3,urban,0.0108,0,0.0054,0,0,none,5871
L006367,2026-04-19T12:00:00,S0190,J038,v1.2,5,0.5603,0.6358,0.0755,2.598,0.76,7,0.0,3,semi_urban,0.0122,0,0.0054,0,0,none,5872
L004298,2026-05-24T13:00:00,S0138,J028,v1.0,3,0.4785,0.4785,0.0,2.03,-0.07,5,1.3,3,semi_urban,0.0108,0,0.0054,0,0,none,5873
L000894,2026-05-15T23:00:00,S0044,J009,v1.0,3,0.4579,0.4579,0.0,3.03,-0.17,7,2.7,3,semi_urban,0.0108,0,0.0054,0,0,none,5874
L005313,2026-04-01T08:00:00,S0112,J043,v1.2,3,0.3151,0.4429,0.1278,2.724,-1.24,2,1.5,2,urban,0.0086,0,0.0054,0,0,none,5875
L007308,2026-04-24T03:00:00,S0264,J013,v1.0,3,0.5118,0.5118,0.0,3.03,-0.47,4,3.1,3,semi_urban,0.0108,0,0.0054,0,0,none,5876
L007853,2026-04-20T22:00:00,S0123,J014,v1.1,4,0.3725,0.4194,0.0469,3.913,-1.01,3,1.2,2,urban,0.0113,0,0.0053,0,0,none,5877
L007331,2026-06-29T22:00:00,S0208,J037,v1.1,4,0.5366,0.5808,0.0442,3.222,-0.4,6,0.6,1,urban,0.0113,0,0.0053,0,0,none,5878
L007326,2026-06-06T11:00:00,S0042,J012,v1.1,4,0.6551,0.6878,0.0327,4.176,0.86,7,0.6,3,rural,0.0115,0,0.0053,1,1,none,5879
L001175,2026-05-17T17:00:00,S0078,J018,v1.1,4,0.541,0.587,0.046,3.283,-0.04,6,2.0,2,urban,0.0113,0,0.0053,0,0,none,5880
L002402,2026-06-28T16:00:00,S0066,J025,v1.2,5,0.5675,0.6483,0.0808,3.18,0.24,6,1.0,2,semi_urban,0.0118,0,0.0053,0,0,none,5881
L002608,2026-05-19T08:00:00,S0087,J013,v1.1,4,0.4776,0.5242,0.0466,2.953,-0.57,3,1.3,2,rural,0.0113,0,0.0053,1,0,none,5882
L001523,2026-06-05T11:00:00,S0108,J036,v1.2,1,0.4775,0.5067,0.0293,2.635,-0.08,4,1.0,1,urban,0.005,0,0.0053,1,0,none,5883
L005251,2026-04-09T08:00:00,S0085,J020,v1.1,2,0.5093,0.5825,0.0732,2.317,-0.02,3,2.2,1,rural,0.0073,0,0.0053,1,0,none,5884
L005559,2026-04-03T04:00:00,S0186,J011,v1.1,4,0.3668,0.4124,0.0457,3.533,-0.79,7,2.2,2,urban,0.0113,0,0.0053,0,0,none,5885
L002115,2026-06-10T22:00:00,S0035,J032,v1.1,4,0.3786,0.4396,0.0609,1.89,-0.84,3,1.9,1,semi_urban,0.0109,0,0.0053,0,0,none,5886
L006487,2026-05-13T06:00:00,S0090,J018,v1.1,3,0.5134,0.5594,0.046,3.413,0.09,2,1.6,1,semi_urban,0.0097,0,0.0053,1,0,none,5887
L007701,2026-05-10T06:00:00,S0023,J004,v1.2,1,0.5983,0.6337,0.0354,3.428,0.51,2,1.9,3,semi_urban,0.0049,0,0.0053,0,0,none,5888
L004457,2026-04-06T09:00:00,S0273,J018,v1.1,4,0.4753,0.5218,0.0465,2.733,-0.59,4,1.0,2,semi_urban,0.0113,0,0.0053,1,1,none,5889
L003207,2026-04-20T11:00:00,S0023,J008,v1.1,2,0.4706,0.5234,0.0528,3.436,-0.19,2,1.9,3,semi_urban,0.0076,0,0.0053,0,0,none,5890
L001535,2026-06-18T18:00:00,S0253,J022,v1.1,2,0.4749,0.5494,0.0745,3.357,0.12,6,2.8,1,rural,0.0073,0,0.0053,0,0,none,5891
L002304,2026-04-07T22:00:00,S0157,J028,v1.1,1,0.6372,0.6582,0.021,3.231,1.12,2,2.2,2,urban,0.0051,0,0.0053,0,0,none,5892
L006599,2026-05-21T00:00:00,S0188,J023,v1.1,2,0.3808,0.4398,0.059,1.599,-0.93,5,1.4,3,semi_urban,0.0076,0,0.0053,1,0,none,5893
L002389,2026-05-03T19:00:00,S0252,J021,v1.2,2,0.0,0.1099,0.1099,0.915,-3.74,3,1.0,2,urban,0.0068,0,0.0053,0,0,none,5894
L003514,2026-05-21T00:00:00,S0251,J014,v1.1,1,0.3037,0.4528,0.1491,4.045,-0.93,4,1.5,3,urban,0.0041,0,0.0053,1,0,none,5895
L002886,2026-04-26T12:00:00,S0007,J005,v1.1,1,0.6048,0.6335,0.0286,3.584,0.07,8,1.7,3,semi_urban,0.005,0,0.0053,1,0,none,5896
L001879,2026-06-17T12:00:00,S0191,J019,v1.1,3,0.388,0.4332,0.0452,2.003,-0.62,6,0.4,1,semi_urban,0.0097,0,0.0053,1,1,none,5897
