log_id,student_id,job_id,match_score_train,skill_gap,verified_skills,years_exp,model_score,skill_score_feature
L006373,S0017,J001,0.1253,-1.72,2,2.3,0.1253,1.28
L006374,S0263,J016,0.8919,2.12,2,1.5,0.8919,5.12
L006375,S0197,J018,0.4292,-0.29,4,2.5,0.4292,2.71
L006376,S0208,J013,0.4008,-0.3,6,0.6,0.4008,2.7
L006377,S0194,J010,0.5733,0.79,3,0.5,0.5733,3.79
L006378,S0189,J000,0.5444,-0.13,3,0.9,0.5444,2.87
L006379,S0038,J009,0.2699,-1.23,4,1.1,0.2699,1.77
L006380,S0108,J015,0.4905,-0.28,4,1.0,0.4905,2.7199999999999998
L006381,S0117,J006,0.5819,0.64,3,0.0,0.5819,3.64
L006382,S0290,J044,0.3427,-1.23,3,2.0,0.3427,1.77
L006383,S0089,J008,0.1818,-1.89,3,1.3,0.1818,1.11
L006384,S0028,J037,0.5345,-0.17,4,1.6,0.5345,2.83
L006385,S0066,J034,0.551,0.44,6,1.0,0.551,3.44
L006386,S0109,J001,0.4641,-0.07,2,2.6,0.4641,2.93
L006387,S0196,J016,0.8513,1.68,6,1.5,0.8513,4.68
L006388,S0027,J014,0.1005,-2.41,6,1.3,0.1005,0.5899999999999999
L006389,S0269,J027,0.8183,1.6,6,0.0,0.8183,4.6
L006390,S0002,J001,0.3999,-0.41,4,0.0,0.3999,2.59
L006391,S0099,J033,0.8955,2.31,5,1.3,0.8955,5.3100000000000005
L006392,S0279,J029,0.6202,0.07,8,2.1,0.6202,3.07
L006393,S0289,J025,0.3761,-0.97,2,1.8,0.3761,2.0300000000000002
L006394,S0207,J020,0.6607,0.71,5,0.6,0.6607,3.71
L006395,S0183,J011,0.3614,-0.3,2,0.8,0.3614,2.7
L006396,S0228,J015,0.6418,0.98,5,0.9,0.6418,3.98
L006397,S0215,J000,0.5426,0.21,6,2.7,0.5426,3.21
L006398,S0007,J017,0.5483,0.27,8,1.7,0.5483,3.27
L006399,S0255,J011,0.1352,-2.2,4,1.3,0.1352,0.7999999999999998
L006400,S0218,J042,0.61,0.7,6,2.8,0.61,3.7
L006401,S0264,J018,0.4392,-0.27,4,3.1,0.4392,2.73
L006402,S0169,J003,0.9523,2.54,3,2.1,0.9523,5.54
L006403,S0257,J004,0.4592,-0.5,4,0.0,0.4592,2.5
L006404,S0047,J040,0.6768,0.68,4,0.6,0.6768,3.68
L006405,S0187,J001,0.3353,-0.43,2,1.1,0.3353,2.57
L006406,S0283,J048,0.3451,-1.09,6,2.5,0.3451,1.91
L006407,S0130,J040,0.5576,0.75,2,2.1,0.5576,3.75
L006408,S0222,J016,0.6402,0.63,4,1.2,0.6402,3.63
L006409,S0035,J048,0.2118,-1.44,3,1.9,0.2118,1.56
L006410,S0209,J033,0.5759,0.44,8,1.6,0.5759,3.44
L006411,S0139,J034,0.3368,-0.95,5,0.3,0.3368,2.05
L006412,S0275,J039,0.5333,0.13,3,0.7,0.5333,3.13
L006413,S0255,J004,0.4085,-0.8,4,1.3,0.4085,2.2
L006414,S0135,J027,0.3509,-1.23,5,0.4,0.3509,1.77
L006415,S0297,J034,0.2433,-1.21,3,1.1,0.2433,1.79
L006416,S0189,J032,0.5524,0.37,3,0.9,0.5524,3.37
L006417,S0116,J024,0.0,-2.4,3,2.9,0.0,0.6000000000000001
L006418,S0262,J035,0.4244,-0.07,7,0.4,0.4244,2.93
L006419,S0292,J000,0.4557,-0.24,3,1.3,0.4557,2.76
L006420,S0088,J000,0.1899,-1.56,4,0.6,0.1899,1.44
L006421,S0024,J037,0.2889,-1.06,7,0.7,0.2889,1.94
L006422,S0069,J018,0.5302,0.19,4,1.6,0.5302,3.19
L006423,S0052,J037,0.0351,-2.53,2,2.6,0.0351,0.4700000000000002
L006424,S0010,J015,0.3353,-0.57,6,1.1,0.3353,2.43
L006425,S0285,J045,0.3466,-0.75,2,1.2,0.3466,2.25
L006426,S0231,J014,0.0661,-2.16,6,1.0,0.0661,0.8399999999999999
L006427,S0293,J034,0.6588,0.52,6,1.8,0.6588,3.52
L006428,S0193,J040,0.7788,1.68,4,0.0,0.7788,4.68
L006429,S0073,J048,0.6511,1.18,3,1.9,0.6511,4.18
L006430,S0259,J008,0.4215,-0.86,5,2.1,0.4215,2.14
L006431,S0212,J014,0.0765,-2.02,5,1.5,0.0765,0.98
L006432,S0075,J026,0.7202,1.53,6,2.5,0.7202,4.53
L006433,S0073,J007,0.8671,2.28,3,1.9,0.8671,5.279999999999999
L006434,S0095,J039,0.237,-1.17,7,0.7,0.237,1.83
L006435,S0268,J008,0.4403,-0.31,7,1.2,0.4403,2.69
L006436,S0253,J016,0.6664,0.92,6,2.8,0.6664,3.92
L006437,S0182,J048,0.5467,0.05,8,0.9,0.5467,3.05
L006438,S0179,J040,0.4197,-0.44,8,1.4,0.4197,2.56
L006439,S0202,J033,0.3416,-0.64,4,2.1,0.3416,2.36
L006440,S0079,J023,0.4615,-0.2,8,1.9,0.4615,2.8
L006441,S0081,J006,0.8296,2.27,4,2.1,0.8296,5.27
L006442,S0061,J024,0.4917,-0.14,2,1.2,0.4917,2.86
L006443,S0174,J031,0.4385,-0.54,4,2.7,0.4385,2.46
L006444,S0089,J022,0.2993,-1.49,3,1.3,0.2993,1.51
L006445,S0019,J043,0.2433,-1.32,4,1.6,0.2433,1.68
L006446,S0070,J038,0.4788,-0.18,2,1.0,0.4788,2.82
L006447,S0213,J033,0.488,-0.2,3,2.0,0.488,2.8
L006448,S0263,J032,0.76,1.82,2,1.5,0.76,4.82
L006449,S0009,J029,0.3401,-1.14,8,1.9,0.3401,1.86
L006450,S0221,J037,0.6288,0.22,5,1.6,0.6288,3.22
L006451,S0160,J032,0.6588,0.95,2,1.5,0.6588,3.95
L006452,S0209,J044,0.417,-0.86,8,1.6,0.417,2.14
L006453,S0104,J023,0.7545,1.0,7,1.3,0.7545,4.0
L006454,S0245,J049,0.5646,0.17,7,2.0,0.5646,3.17
L006455,S0258,J023,0.4874,-0.22,5,0.0,0.4874,2.78
L006456,S0147,J004,0.3676,-0.64,7,0.0,0.3676,2.36
L006457,S0228,J015,0.7548,0.98,5,0.9,0.7548,3.98
L006458,S0122,J040,0.5335,0.14,3,1.9,0.5335,3.14
L006459,S0253,J027,0.4833,-0.08,6,2.8,0.4833,2.92
L006460,S0145,J005,0.0,-2.32,7,1.2,0.0,0.6800000000000002
L006461,S0226,J003,0.7914,1.4,3,2.3,0.7914,4.4
L006462,S0114,J010,0.3179,-0.5,7,1.4,0.3179,2.5
L006463,S0170,J035,0.5707,0.61,3,3.0,0.5707,3.61
L006464,S0024,J007,0.499,0.34,7,0.7,0.499,3.34
L006465,S0068,J011,0.1841,-1.41,6,2.1,0.1841,1.59
L006466,S0186,J046,0.8077,1.61,7,2.2,0.8077,4.61
L006467,S0042,J049,1.0,2.26,7,0.6,1.0,5.26
L006468,S0136,J046,0.7173,1.09,8,0.6,0.7173,4.09
L006469,S0153,J047,0.3641,-0.24,8,1.6,0.3641,2.76
L006470,S0127,J034,0.7812,1.14,2,2.3,0.7812,4.14
L006471,S0106,J034,0.4281,-0.12,4,0.8,0.4281,2.88
L006472,S0277,J042,0.6583,1.02,7,0.0,0.6583,4.02
L006473,S0043,J002,0.3675,-0.55,4,1.9,0.3675,2.45
L006474,S0105,J048,0.627,0.7,5,0.0,0.627,3.7
L006475,S0217,J002,0.1044,-1.63,7,0.7,0.1044,1.37
L006476,S0140,J014,0.3464,-1.35,6,0.7,0.3464,1.65
L006477,S0270,J014,0.2396,-1.22,4,1.7,0.2396,1.78
L006478,S0078,J034,0.6293,0.56,6,2.0,0.6293,3.56
L006479,S0171,J019,0.5068,0.1,8,3.1,0.5068,3.1
L006480,S0069,J016,0.7457,1.09,4,1.6,0.7457,4.09
L006481,S0021,J025,0.5946,0.29,5,0.8,0.5946,3.29
L006482,S0026,J049,0.6092,0.6,7,0.5,0.6092,3.6
L006483,S0279,J008,0.4502,-0.33,8,2.1,0.4502,2.67
L006484,S0180,J028,0.8541,1.58,3,1.0,0.8541,4.58
L006485,S0212,J007,0.6035,0.68,5,1.5,0.6035,3.68
L006486,S0126,J025,0.5121,0.05,4,1.6,0.5121,3.05
L006487,S0090,J018,0.5134,0.09,2,1.6,0.5134,3.09
L006488,S0182,J021,0.349,-1.25,8,0.9,0.349,1.75
L006489,S0296,J042,0.6005,0.85,7,0.9,0.6005,3.85
L006490,S0192,J031,0.6446,1.05,5,0.1,0.6446,4.05
L006491,S0096,J026,0.3116,-0.85,4,1.9,0.3116,2.15
L006492,S0028,J009,0.5432,0.23,4,1.6,0.5432,3.23
L006493,S0006,J009,0.2857,-1.06,7,2.5,0.2857,1.94
L006494,S0137,J015,0.4982,-0.07,4,1.2,0.4982,2.93
L006495,S0098,J043,0.4028,-0.62,3,0.9,0.4028,2.38
L006496,S0128,J040,0.3518,-0.48,3,1.7,0.3518,2.52
L006497,S0263,J048,0.7476,1.22,2,1.5,0.7476,4.22
L006498,S0214,J021,0.0162,-2.6,2,2.0,0.0162,0.3999999999999999
L006499,S0296,J018,0.3624,-0.25,7,0.9,0.3624,2.75
L006500,S0239,J023,0.4171,0.18,7,1.1,0.4171,3.18
L006501,S0231,J026,0.4548,-0.06,6,1.0,0.4548,2.94
L006502,S0041,J046,0.6284,0.61,7,1.5,0.6284,3.61
L006503,S0254,J030,0.4826,-0.05,4,1.8,0.4826,2.95
L006504,S0135,J006,0.6022,0.47,5,0.4,0.6022,3.4699999999999998
L006505,S0200,J032,0.6657,0.62,7,0.8,0.6657,3.62
L006506,S0202,J032,0.4199,-0.74,4,2.1,0.4199,2.26
L006507,S0081,J034,0.7213,1.27,4,2.1,0.7213,4.27
L006508,S0188,J017,0.177,-1.73,5,1.4,0.177,1.27
L006509,S0242,J034,0.4409,-0.61,8,0.8,0.4409,2.39
L006510,S0272,J002,0.5711,0.58,8,0.2,0.5711,3.58
L006511,S0193,J004,0.7228,1.48,4,0.0,0.7228,4.48
L006512,S0129,J021,0.1172,-2.33,8,1.1,0.1172,0.6699999999999999
L006513,S0111,J042,0.6619,0.43,8,2.5,0.6619,3.43
L006514,S0290,J007,0.6275,0.47,3,2.0,0.6275,3.4699999999999998
L006515,S0091,J037,0.3524,-1.02,8,1.6,0.3524,1.98
L006516,S0084,J022,0.5,-0.21,7,2.5,0.5,2.79
L006517,S0064,J016,0.7738,1.16,3,2.0,0.7738,4.16
L006518,S0272,J042,0.848,1.58,8,0.2,0.848,4.58
L006519,S0263,J020,0.8767,2.22,2,1.5,0.8767,5.220000000000001
L006520,S0162,J048,0.1851,-2.1,6,1.2,0.1851,0.8999999999999999
L006521,S0074,J044,0.37,-1.04,8,2.3,0.37,1.96
L006522,S0115,J048,0.6264,0.46,8,1.5,0.6264,3.46
L006523,S0059,J002,0.355,-0.35,8,1.5,0.355,2.65
L006524,S0264,J034,0.5732,0.33,4,3.1,0.5732,3.33
L006525,S0076,J032,0.407,-0.58,2,2.4,0.407,2.42
L006526,S0001,J018,0.4004,-0.5,4,1.2,0.4004,2.5
L006527,S0199,J042,0.5135,-0.07,7,2.1,0.5135,2.93
L006528,S0193,J026,0.7817,1.58,4,0.0,0.7817,4.58
L006529,S0077,J044,0.389,-0.43,7,2.0,0.389,2.57
L006530,S0294,J016,0.3961,-0.21,8,0.3,0.3961,2.79
L006531,S0017,J008,0.1352,-1.62,2,2.3,0.1352,1.38
L006532,S0036,J009,0.4558,0.16,2,1.4,0.4558,3.16
L006533,S0029,J015,0.6409,0.71,5,3.5,0.6409,3.71
L006534,S0273,J039,0.3648,-0.89,4,1.0,0.3648,2.11
L006535,S0291,J028,0.5475,0.43,3,3.0,0.5475,3.43
L006536,S0012,J011,0.4115,-0.01,4,2.3,0.4115,2.99
L006537,S0009,J026,0.3186,-0.74,8,1.9,0.3186,2.26
L006538,S0273,J040,0.4612,0.01,4,1.0,0.4612,3.01
L006539,S0163,J003,0.8374,1.9,6,1.8,0.8374,4.9
L006540,S0264,J007,0.6288,0.83,4,3.1,0.6288,3.83
L006541,S0124,J047,0.352,-0.8,8,2.3,0.352,2.2
L006542,S0214,J009,0.2021,-1.2,2,2.0,0.2021,1.8
L006543,S0078,J018,0.5492,-0.04,6,2.0,0.5492,2.96
L006544,S0027,J012,0.3827,-0.81,6,1.3,0.3827,2.19
L006545,S0193,J007,0.8905,2.18,4,0.0,0.8905,5.18
L006546,S0161,J026,0.3486,-1.1,7,0.4,0.3486,1.9
L006547,S0276,J008,0.3393,-0.58,3,1.5,0.3393,2.42
L006548,S0149,J014,0.3268,-1.67,5,0.7,0.3268,1.33
L006549,S0247,J023,0.2743,-0.99,5,2.7,0.2743,2.01
L006550,S0067,J013,0.3872,-0.77,3,1.5,0.3872,2.23
L006551,S0079,J028,0.4797,0.2,8,1.9,0.4797,3.2
L006552,S0052,J028,0.225,-1.03,2,2.6,0.225,1.97
L006553,S0251,J014,0.3975,-0.93,4,1.5,0.3975,2.07
L006554,S0085,J001,0.2377,-1.42,3,2.2,0.2377,1.58
L006555,S0232,J020,0.6269,0.87,3,2.1,0.6269,3.87
L006556,S0094,J038,0.761,1.42,2,1.8,0.761,4.42
L006557,S0126,J033,0.598,0.35,4,1.6,0.598,3.35
L006558,S0034,J049,0.8001,1.29,5,1.6,0.8001,4.29
L006559,S0184,J008,0.5221,-0.09,4,3.3,0.5221,2.91
L006560,S0019,J030,0.2181,-1.72,4,1.6,0.2181,1.28
L006561,S0009,J033,0.4125,-0.54,8,1.9,0.4125,2.46
L006562,S0155,J002,0.5017,0.24,4,1.8,0.5017,3.24
L006563,S0272,J047,0.5116,0.18,8,0.2,0.5116,3.18
L006564,S0227,J009,0.6662,0.83,8,2.7,0.6662,3.83
L006565,S0067,J024,0.3952,-0.87,3,1.5,0.3952,2.13
L006566,S0275,J037,0.5954,0.13,3,0.7,0.5954,3.13
L006567,S0240,J025,0.5156,0.3,4,1.5,0.5156,3.3
L006568,S0134,J018,0.525,0.26,2,0.0,0.525,3.26
L006569,S0028,J018,0.5384,0.13,4,1.6,0.5384,3.13
L006570,S0025,J010,0.6838,0.72,7,1.9,0.6838,3.7199999999999998
L006571,S0116,J012,0.2147,-2.1,3,2.9,0.2147,0.8999999999999999
L006572,S0287,J014,0.0426,-2.45,3,2.1,0.0426,0.5499999999999998
L006573,S0262,J000,0.3401,-0.47,7,0.4,0.3401,2.5300000000000002
L006574,S0027,J000,0.3769,-0.71,6,1.3,0.3769,2.29
L006575,S0078,J016,0.5863,0.86,6,2.0,0.5863,3.86
L006576,S0130,J038,0.7891,1.65,2,2.1,0.7891,4.65
L006577,S0282,J023,0.7638,1.03,8,0.7,0.7638,4.03
L006578,S0213,J040,0.5183,-0.3,3,2.0,0.5183,2.7
L006579,S0103,J020,0.6929,1.35,5,1.4,0.6929,4.35
L006580,S0149,J006,0.7991,1.53,5,0.7,0.7991,4.53
L006581,S0102,J019,0.5209,0.27,4,2.9,0.5209,3.27
L006582,S0187,J042,0.6731,1.07,2,1.1,0.6731,4.07
L006583,S0001,J022,0.4274,-0.4,4,1.2,0.4274,2.6
L006584,S0114,J045,0.3815,-0.9,7,1.4,0.3815,2.1
L006585,S0010,J005,0.137,-1.17,6,1.1,0.137,1.83
L006586,S0297,J010,0.0922,-1.81,3,1.1,0.0922,1.19
L006587,S0017,J034,0.3931,-0.72,2,2.3,0.3931,2.2800000000000002
L006588,S0010,J034,0.4275,-0.37,6,1.1,0.4275,2.63
L006589,S0293,J021,0.2799,-1.38,6,1.8,0.2799,1.62
L006590,S0089,J010,0.1908,-1.59,3,1.3,0.1908,1.41
L006591,S0136,J022,0.6275,-0.21,8,0.6,0.6275,2.79
L006592,S0131,J028,0.6297,0.72,4,1.6,0.6297,3.7199999999999998
L006593,S0207,J003,0.6114,1.11,5,0.6,0.6114,4.11
L006594,S0212,J031,0.4869,-0.42,5,1.5,0.4869,2.58
L006595,S0168,J037,0.4648,0.14,7,1.3,0.4648,3.14
L006596,S0271,J008,0.2746,-1.17,2,2.2,0.2746,1.83
L006597,S0032,J009,0.5888,0.23,2,1.6,0.5888,3.23
L006598,S0088,J003,0.3882,-0.26,4,0.6,0.3882,2.74
L006599,S0188,J023,0.3808,-0.93,5,1.4,0.3808,2.07
L006600,S0220,J009,0.6385,0.65,8,2.3,0.6385,3.65
L006601,S0202,J000,0.2308,-1.24,4,2.1,0.2308,1.76
L006602,S0131,J001,0.3506,-0.88,4,1.6,0.3506,2.12
L006603,S0275,J001,0.5533,0.03,3,0.7,0.5533,3.03
L006604,S0038,J043,0.1328,-1.93,4,1.1,0.1328,1.07
L006605,S0193,J029,0.7871,1.18,4,0.0,0.7871,4.18
L006606,S0264,J043,0.3268,-0.87,4,3.1,0.3268,2.13
L006607,S0071,J043,0.419,-0.77,5,2.5,0.419,2.23
L006608,S0141,J003,0.6343,0.82,3,0.8,0.6343,3.82
L006609,S0210,J048,0.4682,-0.46,5,1.8,0.4682,2.54
L006610,S0175,J044,0.1635,-1.71,6,0.7,0.1635,1.29
L006611,S0228,J028,0.834,1.78,5,0.9,0.834,4.78
L006612,S0099,J041,0.8215,1.61,5,1.3,0.8215,4.61
L006613,S0022,J016,0.3674,-0.82,4,1.1,0.3674,2.18
L006614,S0120,J033,0.4833,-0.37,8,1.5,0.4833,2.63
L006615,S0019,J032,0.5015,-0.12,4,1.6,0.5015,2.88
L006616,S0225,J035,0.7054,0.48,7,0.3,0.7054,3.48
L006617,S0108,J005,0.2709,-0.88,4,1.0,0.2709,2.12
L006618,S0299,J043,0.3096,-0.91,5,0.2,0.3096,2.09
L006619,S0088,J018,0.2187,-1.66,4,0.6,0.2187,1.34
L006620,S0188,J005,0.1856,-1.93,5,1.4,0.1856,1.07
L006621,S0039,J012,0.4868,0.27,6,2.4,0.4868,3.27
L006622,S0281,J049,0.365,-0.45,3,0.0,0.365,2.55
L006623,S0095,J004,0.3275,-0.47,7,0.7,0.3275,2.5300000000000002
L006624,S0083,J025,0.2649,-1.25,5,0.9,0.2649,1.75
L006625,S0287,J023,0.505,-0.05,3,2.1,0.505,2.95
L006626,S0121,J002,0.3727,-0.93,3,2.1,0.3727,2.07
L006627,S0253,J009,0.4923,0.12,6,2.8,0.4923,3.12
L006628,S0050,J007,0.6961,1.89,2,0.8,0.6961,4.89
L006629,S0043,J039,0.2767,-0.95,4,1.9,0.2767,2.05
L006630,S0297,J012,0.2012,-1.81,3,1.1,0.2012,1.19
L006631,S0082,J006,0.7192,1.04,5,0.4,0.7192,4.04
L006632,S0049,J036,0.4798,-0.03,7,0.2,0.4798,2.97
L006633,S0229,J003,0.6489,0.99,5,1.7,0.6489,3.99
L006634,S0125,J049,0.5636,0.28,2,2.3,0.5636,3.2800000000000002
L006635,S0286,J025,0.5406,0.17,8,0.6,0.5406,3.17
L006636,S0094,J010,0.454,-0.08,2,1.8,0.454,2.92
L006637,S0232,J038,0.7967,1.37,3,2.1,0.7967,4.37
L006638,S0278,J042,0.6175,0.81,8,2.0,0.6175,3.81
L006639,S0071,J026,0.5543,0.33,5,2.5,0.5543,3.33
L006640,S0111,J036,0.4824,-0.07,8,2.5,0.4824,2.93
L006641,S0059,J002,0.4215,-0.35,8,1.5,0.4215,2.65
L006642,S0054,J026,0.8347,2.2,6,1.0,0.8347,5.2
L006643,S0214,J048,0.2785,-1.3,2,2.0,0.2785,1.7
L006644,S0234,J045,0.2785,-1.16,4,2.9,0.2785,1.84
L006645,S0242,J021,0.0403,-2.51,8,0.8,0.0403,0.4900000000000002
L006646,S0134,J041,0.5261,0.26,2,0.0,0.5261,3.26
L006647,S0066,J016,0.5709,0.74,6,1.0,0.5709,3.74
L006648,S0016,J045,0.0906,-2.02,4,0.7,0.0906,0.98
L006649,S0052,J007,0.3172,-1.13,2,2.6,0.3172,1.87
L006650,S0019,J046,0.6406,0.68,4,1.6,0.6406,3.68
L006651,S0027,J040,0.5634,-0.21,6,1.3,0.5634,2.79
L006652,S0274,J040,0.5379,-0.09,7,0.6,0.5379,2.91
L006653,S0208,J015,0.4676,0.3,6,0.6,0.4676,3.3
L006654,S0270,J042,0.6747,1.48,4,1.7,0.6747,4.48
L006655,S0130,J025,0.6188,0.55,2,2.1,0.6188,3.55
L006656,S0174,J040,0.4621,0.06,4,2.7,0.4621,3.06
L006657,S0030,J033,0.676,0.76,5,0.4,0.676,3.76
L006658,S0044,J002,0.5707,-0.17,7,2.7,0.5707,2.83
L006659,S0140,J004,0.6779,0.65,6,0.7,0.6779,3.65
L006660,S0003,J016,0.2146,-1.33,7,1.5,0.2146,1.67
L006661,S0282,J025,0.6417,0.63,8,0.7,0.6417,3.63
L006662,S0274,J046,0.621,0.71,7,0.6,0.621,3.71
L006663,S0113,J028,0.7423,1.15,5,1.5,0.7423,4.15
L006664,S0084,J020,0.6217,0.69,7,2.5,0.6217,3.69
L006665,S0199,J049,0.4562,0.23,7,2.1,0.4562,3.23
L006666,S0016,J023,0.3408,-0.82,4,0.7,0.3408,2.18
L006667,S0071,J026,0.5474,0.33,5,2.5,0.5474,3.33
L006668,S0133,J035,0.5743,0.19,6,2.7,0.5743,3.19
L006669,S0259,J004,0.4243,-0.16,5,2.1,0.4243,2.84
L006670,S0288,J015,0.6056,0.76,7,1.0,0.6056,3.76
L006671,S0230,J042,0.5551,-0.2,7,0.9,0.5551,2.8
L006672,S0276,J033,0.4614,0.42,3,1.5,0.4614,3.42
L006673,S0136,J019,0.5876,0.39,8,0.6,0.5876,3.39
L006674,S0298,J022,0.189,-1.77,8,1.5,0.189,1.23
L006675,S0108,J037,0.3458,-0.98,4,1.0,0.3458,2.02
L006676,S0068,J010,0.4786,-0.41,6,2.1,0.4786,2.59
L006677,S0245,J003,0.5376,0.17,7,2.0,0.5376,3.17
L006678,S0235,J009,0.447,0.0,8,1.1,0.447,3.0
L006679,S0100,J034,0.6084,0.64,5,1.4,0.6084,3.64
L006680,S0152,J047,0.1839,-1.5,7,0.9,0.1839,1.5
L006681,S0025,J028,0.8465,1.92,7,1.9,0.8465,4.92
L006682,S0200,J048,0.4368,0.02,7,0.8,0.4368,3.02
L006683,S0132,J029,0.5347,0.32,8,1.5,0.5347,3.32
L006684,S0176,J001,0.702,0.94,7,0.4,0.702,3.94
L006685,S0235,J031,0.4434,-0.1,8,1.1,0.4434,2.9
L006686,S0072,J020,0.5378,0.39,3,2.8,0.5378,3.39
L006687,S0002,J012,0.5065,-0.01,4,0.0,0.5065,2.99
L006688,S0039,J043,0.4403,-0.33,6,2.4,0.4403,2.67
L006689,S0140,J038,0.8074,1.75,6,0.7,0.8074,4.75
L006690,S0144,J017,0.5761,0.6,2,1.2,0.5761,3.6
L006691,S0223,J048,0.2704,-0.98,8,0.1,0.2704,2.02
L006692,S0013,J046,0.5236,0.12,8,1.1,0.5236,3.12
L006693,S0218,J041,0.389,-0.4,6,2.8,0.389,2.6
L006694,S0010,J004,0.4022,-0.57,6,1.1,0.4022,2.43
L006695,S0280,J010,0.5196,0.04,7,1.3,0.5196,3.04
L006696,S0007,J032,0.6472,0.87,8,1.7,0.6472,3.87
L006697,S0222,J024,0.3743,-0.57,4,1.2,0.3743,2.43
L006698,S0124,J000,0.3725,-0.4,8,2.3,0.3725,2.6
L006699,S0174,J027,0.4069,-0.64,4,2.7,0.4069,2.36
L006700,S0073,J029,0.7672,1.28,3,1.9,0.7672,4.28
L006701,S0045,J035,0.5177,0.42,4,1.4,0.5177,3.42
L006702,S0106,J045,0.3032,-1.12,4,0.8,0.3032,1.88
L006703,S0075,J026,0.7753,1.53,6,2.5,0.7753,4.53
L006704,S0042,J045,0.564,0.46,7,0.6,0.564,3.46
L006705,S0062,J001,0.4321,-0.28,4,0.4,0.4321,2.7199999999999998
L006706,S0251,J024,0.551,0.37,4,1.5,0.551,3.37
L006707,S0185,J029,0.5505,0.39,5,1.7,0.5505,3.39
L006708,S0136,J014,0.1831,-1.91,8,0.6,0.1831,1.09
L006709,S0255,J020,0.5061,-0.2,4,1.3,0.5061,2.8
L006710,S0007,J000,0.602,0.37,8,1.7,0.602,3.37
L006711,S0013,J027,0.3467,-1.38,8,1.1,0.3467,1.62
L006712,S0205,J007,0.9109,2.24,6,2.0,0.9109,5.24
L006713,S0161,J034,0.3572,-1.0,7,0.4,0.3572,2.0
L006714,S0001,J045,0.2977,-0.9,4,1.2,0.2977,2.1
L006715,S0270,J025,0.5875,0.78,4,1.7,0.5875,3.7800000000000002
L006716,S0049,J006,0.7434,0.97,7,0.2,0.7434,3.9699999999999998
L006717,S0065,J022,0.7605,1.44,7,1.3,0.7605,4.4399999999999995
L006718,S0110,J022,0.5933,1.0,3,1.4,0.5933,4.0
L006719,S0022,J038,0.3917,-0.22,4,1.1,0.3917,2.78
L006720,S0105,J046,0.869,2.1,5,0.0,0.869,5.1
L006721,S0054,J031,0.8885,1.7,6,1.0,0.8885,4.7
L006722,S0018,J028,0.6622,0.56,8,2.1,0.6622,3.56
L006723,S0032,J007,0.7309,1.23,2,1.6,0.7309,4.23
L006724,S0245,J013,0.192,-1.43,7,2.0,0.192,1.57
L006725,S0104,J038,0.7849,1.7,7,1.3,0.7849,4.7
L006726,S0279,J032,0.4791,0.57,8,2.1,0.4791,3.57
L006727,S0145,J034,0.3243,-1.52,7,1.2,0.3243,1.48
L006728,S0026,J000,0.3607,-0.7,7,0.5,0.3607,2.3
L006729,S0087,J029,0.3525,-0.27,3,1.3,0.3525,2.73
L006730,S0094,J001,0.5185,-0.48,2,1.8,0.5185,2.52
L006731,S0009,J023,0.3902,-0.44,8,1.9,0.3902,2.56
L006732,S0044,J021,0.2949,-1.57,7,2.7,0.2949,1.43
L006733,S0136,J036,0.6054,0.29,8,0.6,0.6054,3.29
L006734,S0017,J030,0.0671,-2.32,2,2.3,0.0671,0.6800000000000002
L006735,S0131,J036,0.5388,0.12,4,1.6,0.5388,3.12
L006736,S0041,J033,0.4856,-0.09,7,1.5,0.4856,2.91
L006737,S0048,J000,0.3627,-0.63,2,1.3,0.3627,2.37
L006738,S0204,J032,0.535,0.24,6,1.9,0.535,3.24
L006739,S0012,J007,0.8981,2.09,4,2.3,0.8981,5.09
L006740,S0069,J020,0.7778,1.19,4,1.6,0.7778,4.1899999999999995
L006741,S0184,J047,0.5219,-0.09,4,3.3,0.5219,2.91
L006742,S0210,J041,0.4805,-0.46,5,1.8,0.4805,2.54
L006743,S0218,J035,0.6054,0.1,6,2.8,0.6054,3.1
L006744,S0074,J007,0.627,0.66,8,2.3,0.627,3.66
L006745,S0036,J011,0.3014,-0.94,2,1.4,0.3014,2.06
L006746,S0177,J040,0.8866,1.73,2,1.1,0.8866,4.73
L006747,S0071,J038,0.7243,1.33,5,2.5,0.7243,4.33
L006748,S0157,J045,0.4389,-0.48,2,2.2,0.4389,2.52
L006749,S0049,J004,0.439,-0.23,7,0.2,0.439,2.77
L006750,S0104,J047,0.4254,-0.1,7,1.3,0.4254,2.9
L006751,S0164,J002,0.6567,0.75,2,2.0,0.6567,3.75
L006752,S0140,J025,0.5995,0.65,6,0.7,0.5995,3.65
L006753,S0127,J048,0.5799,0.54,2,2.3,0.5799,3.54
L006754,S0120,J032,0.4872,-0.47,8,1.5,0.4872,2.5300000000000002
L006755,S0141,J038,0.6261,0.92,3,0.8,0.6261,3.92
L006756,S0000,J029,0.6433,0.8,2,0.0,0.6433,3.8
L006757,S0210,J037,0.3413,-0.76,5,1.8,0.3413,2.24
L006758,S0039,J040,0.698,0.87,6,2.4,0.698,3.87
L006759,S0081,J034,0.6239,1.27,4,2.1,0.6239,4.27
L006760,S0010,J041,0.3455,-0.97,6,1.1,0.3455,2.0300000000000002
L006761,S0043,J008,0.3084,-0.95,4,1.9,0.3084,2.05
L006762,S0020,J018,0.6076,0.35,3,0.9,0.6076,3.35
