log_id,student_id,job_id,match_score_served,skill_score_served,skill_gap,verified_skills,years_exp,skew
L005883,S0190,J049,0.6122,2.56,0.66,7,0.0,0.0
L005884,S0086,J047,0.5868,2.765,-0.87,4,2.7,0.0695
L005885,S0086,J004,0.6569,2.775,-0.17,4,2.7,0.0902
L005886,S0129,J017,0.2645,2.274,-1.03,8,1.1,0.0073
L005887,S0187,J006,0.9211,3.303,1.57,2,1.1,0.0653
L005888,S0064,J006,0.993,3.617,1.86,3,2.0,0.1131
L005889,S0108,J011,0.2962,2.62,-1.68,4,1.0,0.0
L005890,S0085,J003,0.5213,2.28,0.38,3,2.2,0.0
L005891,S0122,J026,0.5041,2.84,0.04,3,1.9,0.0
L005892,S0130,J049,0.8925,3.495,1.55,2,2.1,0.0897
L005893,S0237,J031,0.3805,2.556,-0.8,4,1.6,0.1116
L005894,S0087,J017,0.5437,2.933,-0.37,3,1.3,0.0058
L005895,S0001,J019,0.5617,2.8,0.2,4,1.2,0.0
L005896,S0096,J010,0.4104,1.984,-1.35,4,1.9,0.0677
L005897,S0260,J005,0.5939,4.185,0.64,3,1.5,0.0903
L005898,S0264,J043,0.3832,3.065,-0.87,4,3.1,0.0702
L005899,S0007,J010,0.6581,3.613,0.27,8,1.7,0.0851
L005900,S0247,J034,0.345,1.549,-1.19,5,2.7,0.0775
L005901,S0165,J000,0.3301,2.18,-1.02,7,1.4,0.0
L005902,S0220,J002,0.6379,3.85,0.65,8,2.3,0.0
L005903,S0267,J026,0.5798,3.129,0.3,6,1.1,0.0582
L005904,S0210,J027,0.3891,2.84,-0.56,5,1.8,0.0
L005905,S0164,J024,0.6324,4.002,0.35,2,2.0,0.1037
L005906,S0256,J042,0.7422,2.752,0.5,6,2.5,0.1038
L005907,S0147,J040,0.3922,2.26,-0.44,7,0.0,0.0
L005908,S0272,J026,0.6982,3.816,0.98,8,0.2,0.0724
L005909,S0122,J040,0.5254,2.84,0.14,3,1.9,0.0
L005910,S0283,J017,0.2857,2.218,-1.09,6,2.5,0.0168
L005911,S0011,J001,0.5127,3.229,-0.51,8,1.5,0.077
L005912,S0166,J011,0.0552,1.538,-2.79,6,2.7,0.0552
L005913,S0297,J001,0.0978,1.49,-2.21,3,1.1,0.0
L005914,S0093,J004,0.7922,3.688,0.73,8,1.2,0.1163
L005915,S0059,J046,0.7915,2.898,0.95,8,1.5,0.0969
L005916,S0134,J020,0.6956,3.56,1.26,2,0.0,0.0
L005917,S0140,J021,0.4581,3.598,-1.05,6,0.7,0.0958
L005918,S0269,J012,0.9399,5.074,1.7,6,0.0,0.1482
L005919,S0010,J036,0.4684,2.33,-0.37,6,1.1,0.0
L005920,S0218,J043,0.3399,2.943,-1.0,6,2.8,0.0862
L005921,S0276,J033,0.6039,3.038,0.42,3,1.5,0.0368
L005922,S0060,J037,0.3129,2.161,-1.49,7,1.6,0.1024
L005923,S0222,J033,0.6989,3.056,0.43,4,1.2,0.0523
L005924,S0201,J040,0.5779,3.05,0.35,5,1.9,0.0
L005925,S0060,J014,0.1362,2.172,-2.79,7,1.6,0.1245
L005926,S0028,J017,0.5718,3.43,0.13,4,1.6,0.0
L005927,S0028,J038,0.8595,3.468,1.63,4,1.6,0.075
L005928,S0129,J036,0.4342,2.311,-0.43,8,1.1,0.0824
L005929,S0222,J034,0.6685,3.062,0.33,4,1.2,0.0639
L005930,S0078,J044,0.4227,3.292,-0.64,6,2.0,0.0631
L005931,S0019,J046,0.7075,2.58,0.68,4,1.6,0.0
L005932,S0057,J014,0.2888,2.81,-2.15,2,1.4,0.12
L005933,S0173,J025,0.6255,3.07,0.11,5,0.8,0.1201
L005934,S0112,J008,0.3954,2.7,-0.94,2,1.5,0.0791
L005935,S0113,J003,0.8197,3.314,1.35,5,1.5,0.1289
L005936,S0078,J027,0.5159,3.27,-0.14,6,2.0,0.0201
L005937,S0168,J023,0.8497,3.782,1.24,7,1.3,0.0848
L005938,S0299,J024,0.4104,2.99,-0.61,5,0.2,0.0
L005939,S0069,J022,0.6999,3.549,0.29,4,1.6,0.1178
L005940,S0093,J006,0.9108,3.651,1.93,8,1.2,0.0424
L005941,S0266,J027,0.5785,2.977,-0.47,2,1.6,0.094
L005942,S0096,J028,0.558,1.998,-0.15,4,1.9,0.0968
L005943,S0165,J018,0.4066,2.243,-1.12,7,1.4,0.1262
L005944,S0035,J024,0.2908,1.911,-1.74,3,1.9,0.1019
L005945,S0012,J018,0.7137,4.326,0.99,4,2.3,0.0723
L005946,S0162,J041,0.1768,1.216,-2.1,6,1.2,0.033
L005947,S0167,J048,0.4963,3.08,-0.22,7,2.3,0.0
L005948,S0120,J048,0.4032,2.273,-1.07,8,1.5,0.085
L005949,S0151,J006,0.6141,2.12,0.39,3,0.2,0.0606
L005950,S0079,J000,0.4444,2.331,-0.9,8,1.9,0.0629
L005951,S0144,J027,0.5982,3.913,0.5,2,1.2,0.0267
L005952,S0060,J046,0.6966,2.174,0.21,7,1.6,0.128
L005953,S0027,J027,0.2994,2.501,-0.91,6,1.3,0.0229
L005954,S0122,J038,0.716,2.888,1.04,3,1.9,0.0965
L005955,S0086,J003,0.7322,2.768,0.83,4,2.7,0.0755
L005956,S0107,J011,0.0649,2.65,-1.65,2,1.3,0.0
L005957,S0196,J022,0.8255,4.141,0.88,6,1.5,0.1216
L005958,S0008,J041,0.7539,4.616,1.3,2,1.1,0.0328
L005959,S0187,J000,0.523,3.309,0.07,2,1.1,0.0774
L005960,S0049,J015,0.4402,2.67,-0.23,7,0.2,0.0
L005961,S0280,J047,0.5492,3.366,-0.26,7,1.3,0.0516
L005962,S0200,J009,0.5248,3.32,0.12,7,0.8,0.0
L005963,S0125,J010,0.3651,2.224,-1.12,2,2.3,0.0881
L005964,S0284,J048,0.2721,1.85,-1.45,3,0.0,0.0
L005965,S0052,J042,0.4336,1.123,-1.13,2,2.6,0.1058
L005966,S0072,J036,0.6795,2.758,-0.01,3,2.8,0.1358
L005967,S0133,J040,0.5992,2.99,0.29,6,2.7,0.0
L005968,S0231,J021,0.1635,2.769,-1.86,6,1.0,0.0577
L005969,S0285,J020,0.6255,2.979,0.65,2,1.2,0.0589
L005970,S0210,J026,0.6203,2.862,0.04,5,1.8,0.0447
L005971,S0084,J036,0.5437,2.99,0.29,7,2.5,0.0
L005972,S0292,J016,0.7051,3.001,0.56,3,1.3,0.0814
L005973,S0010,J042,0.6156,2.385,0.13,6,1.1,0.1104
L005974,S0133,J037,0.4874,3.05,-0.61,6,2.7,0.1193
L005975,S0099,J010,0.7686,4.938,1.61,5,1.3,0.0553
L005976,S0101,J049,0.9013,3.394,1.41,5,1.3,0.1671
L005977,S0058,J026,0.4767,2.805,-0.03,3,1.8,0.0701
L005978,S0237,J040,0.5393,2.546,-0.2,4,1.6,0.0918
L005979,S0243,J034,0.5387,2.655,-0.08,5,2.0,0.0705
L005980,S0113,J016,0.8198,3.294,0.85,5,1.5,0.0871
L005981,S0176,J027,0.7131,4.64,1.24,7,0.4,0.0
L005982,S0116,J025,0.2488,1.242,-1.7,3,2.9,0.0834
L005983,S0175,J004,0.4469,2.246,-0.71,6,0.7,0.1114
L005984,S0255,J038,0.6278,2.157,0.3,4,1.3,0.1148
L005985,S0011,J025,0.5537,3.19,0.29,8,1.5,0.0
L005986,S0037,J034,0.5647,2.405,-0.35,7,2.7,0.1107
L005987,S0065,J023,0.8625,4.64,2.14,7,1.3,0.0
L005988,S0046,J022,0.435,2.5,-0.7,7,1.3,0.0
L005989,S0221,J020,0.8481,3.862,1.52,5,1.6,0.0833
L005990,S0024,J016,0.5889,2.605,0.14,7,0.7,0.1293
L005991,S0251,J034,0.7238,3.99,1.27,4,1.5,0.0406
L005992,S0256,J010,0.4399,2.738,-0.6,6,2.5,0.0768
L005993,S0110,J001,0.7139,4.239,0.5,3,1.4,0.0779
L005994,S0162,J005,0.2415,1.283,-2.3,6,1.2,0.1653
L005995,S0188,J048,0.2985,1.623,-1.73,5,1.4,0.1068
L005996,S0222,J018,0.5463,3.03,-0.27,4,1.2,0.0
L005997,S0171,J005,0.4492,2.728,-0.8,8,3.1,0.0568
L005998,S0028,J035,0.7154,3.475,0.63,4,1.6,0.0907
L005999,S0090,J027,0.5289,3.428,-0.01,2,1.6,0.0768
L006000,S0140,J023,0.8489,3.607,1.05,6,0.7,0.1137
L006001,S0279,J015,0.6923,3.309,0.37,8,2.1,0.078
L006002,S0239,J016,0.6019,2.712,0.28,7,1.1,0.064
L006003,S0081,J030,0.4686,4.011,-0.33,4,2.1,0.082
L006004,S0107,J011,0.1771,2.65,-1.65,2,1.3,0.0
L006005,S0299,J033,0.6542,3.029,0.39,5,0.2,0.0776
L006006,S0172,J027,0.3878,2.31,-1.11,5,0.5,0.0405
L006007,S0179,J022,0.3073,2.26,-0.94,8,1.4,0.0
L006008,S0284,J033,0.4998,1.906,-0.75,3,0.0,0.1119
L006009,S0072,J010,0.5036,2.736,-0.61,3,2.8,0.0928
L006010,S0291,J048,0.4551,2.584,-0.77,3,3.0,0.1089
L006011,S0039,J024,0.4816,3.606,-0.03,6,2.4,0.0722
L006012,S0075,J041,0.6909,4.357,1.03,6,2.5,0.0539
L006013,S0163,J013,0.5491,3.8,0.3,6,1.8,0.0
L006014,S0000,J009,0.6241,4.031,0.8,2,0.0,0.0628
L006015,S0114,J016,0.6026,2.8,0.4,7,1.4,0.0
L006016,S0024,J022,0.4914,2.603,-0.66,7,0.7,0.1269
L006017,S0002,J025,0.5791,3.307,0.39,4,0.0,0.0348
L006018,S0187,J010,0.6373,3.323,-0.03,2,1.1,0.1062
L006019,S0171,J004,0.4272,2.7,-0.2,8,3.1,0.0
L006020,S0199,J048,0.445,2.174,-1.17,7,2.1,0.0877
L006021,S0262,J036,0.564,2.746,0.03,7,0.4,0.0314
L006022,S0227,J016,0.8297,4.03,1.63,8,2.7,0.0
L006023,S0186,J047,0.5652,3.566,-0.09,7,2.2,0.1118
L006024,S0216,J033,0.6642,3.333,0.71,8,2.5,0.0461
L006025,S0284,J005,0.1569,1.866,-1.65,3,0.0,0.0312
L006026,S0127,J029,0.7184,3.897,0.64,2,2.3,0.115
L006027,S0264,J019,0.5824,3.053,0.43,4,3.1,0.0461
L006028,S0046,J015,0.5309,2.548,-0.4,7,1.3,0.0958
L006029,S0035,J014,0.0,1.86,-3.04,3,1.9,0.0
L006030,S0145,J042,0.3362,1.218,-1.02,7,1.2,0.0761
L006031,S0291,J004,0.504,2.556,-0.37,3,3.0,0.0516
L006032,S0200,J004,0.7255,3.374,0.42,7,0.8,0.1087
L006033,S0127,J037,0.6072,3.884,0.24,2,2.3,0.0872
L006034,S0171,J036,0.6045,2.737,0.0,8,3.1,0.0736
L006035,S0037,J042,0.6126,2.4,0.15,7,2.7,0.1004
L006036,S0094,J034,0.6082,3.289,0.52,2,1.8,0.1385
L006037,S0159,J033,0.768,3.661,1.02,4,2.0,0.082
L006038,S0050,J038,1.0,4.158,2.29,2,0.8,0.1353
L006039,S0198,J021,0.2719,3.165,-1.44,4,1.8,0.0099
L006040,S0069,J049,0.8863,3.49,1.59,4,1.6,0.0
L006041,S0264,J014,0.3878,3.102,-1.87,4,3.1,0.1431
L006042,S0171,J010,0.5352,2.742,-0.6,8,3.1,0.083
L006043,S0047,J026,0.6506,3.403,0.58,4,0.6,0.0457
L006044,S0206,J004,0.7911,3.74,0.82,2,1.1,0.0401
L006045,S0284,J028,0.5118,1.877,-0.25,3,0.0,0.0538
L006046,S0236,J011,0.2735,2.661,-1.7,7,2.3,0.1229
L006047,S0247,J012,0.2347,1.51,-1.79,5,2.7,0.0
L006048,S0158,J015,0.6925,3.185,0.23,8,0.9,0.1108
L006049,S0059,J023,0.6588,2.884,0.35,8,1.5,0.0678
L006050,S0213,J040,0.4241,2.423,-0.3,3,2.0,0.0468
L006051,S0140,J041,0.5905,3.55,0.25,6,0.7,0.0
L006052,S0167,J049,0.7199,3.107,1.18,7,2.3,0.0533
L006053,S0061,J037,0.4897,3.46,-0.14,2,1.2,0.0
L006054,S0013,J014,0.1106,2.075,-2.88,8,1.1,0.1106
L006055,S0047,J008,0.5245,3.423,-0.22,4,0.6,0.0861
L006056,S0082,J012,0.4584,2.795,-0.56,5,0.4,0.109
L006057,S0142,J019,0.3961,2.18,-0.42,7,3.5,0.0
L006058,S0298,J002,0.2568,1.444,-1.77,8,1.5,0.0287
L006059,S0149,J021,0.2362,3.23,-1.37,5,0.7,0.0
L006060,S0248,J012,0.487,3.056,-0.28,7,1.2,0.0717
L006061,S0164,J003,1.0,4.014,2.05,2,2.0,0.1287
L006062,S0063,J013,0.263,1.833,-1.7,3,0.3,0.0653
L006063,S0222,J003,0.787,3.063,1.13,4,1.2,0.0653
L006064,S0240,J037,0.4705,3.2,-0.4,4,1.5,0.0
L006065,S0049,J011,0.2752,2.67,-1.63,7,0.2,0.0
L006066,S0236,J012,0.4958,2.652,-0.7,7,2.3,0.1048
L006067,S0091,J049,0.6876,2.608,0.68,8,1.6,0.0568
L006068,S0212,J031,0.5377,2.926,-0.42,5,1.5,0.0921
L006069,S0190,J019,0.5696,2.594,-0.04,7,0.0,0.069
L006070,S0145,J047,0.1211,1.216,-2.42,7,1.2,0.0726
L006071,S0051,J040,0.3605,2.17,-0.53,7,1.7,0.0
L006072,S0263,J046,1.0,4.539,2.62,2,1.5,0.0383
L006073,S0191,J036,0.5181,2.029,-0.72,6,0.4,0.0983
L006074,S0201,J043,0.3907,3.089,-0.85,5,1.9,0.0771
L006075,S0261,J030,0.5272,4.47,0.17,2,1.7,0.0
L006076,S0149,J024,0.5592,3.29,-0.37,5,0.7,0.1191
L006077,S0042,J022,0.7404,4.16,0.96,7,0.6,0.0
L006078,S0291,J020,0.6781,2.584,0.23,3,3.0,0.1071
L006079,S0114,J004,0.5595,2.844,-0.1,7,1.4,0.0871
L006080,S0127,J025,0.6362,3.863,0.94,2,2.3,0.0457
L006081,S0201,J006,0.8692,3.103,1.35,5,1.9,0.1055
L006082,S0290,J016,0.6658,2.712,0.27,3,2.0,0.0843
L006083,S0078,J017,0.469,3.288,-0.04,6,2.0,0.0569
L006084,S0161,J044,0.1685,1.742,-2.2,7,0.4,0.0836
L006085,S0117,J029,0.4526,2.373,-0.86,3,0.0,0.0666
L006086,S0224,J005,0.2596,2.171,-1.37,7,1.4,0.0821
L006087,S0187,J049,0.9165,3.342,1.37,2,1.1,0.1432
L006088,S0153,J028,0.8924,3.42,1.26,8,1.6,0.1208
L006089,S0230,J016,0.4841,2.0,-0.4,7,0.9,0.0
L006090,S0291,J027,0.325,2.553,-0.87,3,3.0,0.0462
L006091,S0195,J039,0.4169,3.221,-0.4,8,2.6,0.0421
L006092,S0295,J048,0.5348,3.58,0.28,8,2.5,0.0
L006093,S0127,J026,0.8088,3.896,1.04,2,2.3,0.1118
L006094,S0172,J002,0.4164,2.341,-0.91,5,0.5,0.1026
L006095,S0143,J026,0.5559,2.952,0.12,8,2.9,0.0645
L006096,S0125,J018,0.3249,2.226,-1.12,2,2.3,0.0922
L006097,S0168,J043,0.6012,3.764,-0.16,7,1.3,0.0473
L006098,S0280,J024,0.4908,3.389,-0.26,7,1.3,0.0982
L006099,S0126,J040,0.5505,2.95,0.25,4,1.6,0.0
L006100,S0089,J044,0.3035,1.774,-2.19,3,1.3,0.1277
L006101,S0290,J036,0.5583,2.702,-0.03,3,2.0,0.0637
L006102,S0191,J013,0.2974,2.012,-1.52,6,0.4,0.0645
L006103,S0039,J001,0.4363,3.588,-0.13,6,2.4,0.0355
L006104,S0138,J030,0.0468,2.03,-2.27,5,1.3,0.0
L006105,S0031,J001,0.1967,1.687,-2.05,3,2.7,0.0748
L006106,S0237,J027,0.4747,2.542,-0.9,4,1.6,0.0842
L006107,S0241,J006,0.8528,3.26,1.52,4,1.4,0.0808
L006108,S0181,J045,0.5544,3.557,-0.19,3,1.0,0.0941
L006109,S0187,J040,0.5191,3.27,0.57,2,1.1,0.0
L006110,S0137,J034,0.6394,2.83,0.13,4,1.2,0.0
L006111,S0168,J027,0.6635,3.792,0.34,7,1.3,0.1049
L006112,S0119,J022,0.2251,1.172,-2.06,5,1.1,0.0635
L006113,S0285,J023,0.6839,2.986,0.45,2,1.2,0.0717
L006114,S0275,J044,0.4282,3.744,-0.17,3,0.7,0.0278
L006115,S0241,J037,0.3773,3.22,-0.38,4,1.4,0.0
L006116,S0101,J042,0.7393,3.31,1.11,5,1.3,0.0
L006117,S0236,J008,0.4337,2.642,-1.0,7,2.3,0.0849
L006118,S0167,J017,0.5114,3.12,-0.22,7,2.3,0.0806
L006119,S0291,J037,0.3847,2.589,-1.07,3,3.0,0.1175
L006120,S0190,J033,0.5395,2.615,-0.04,7,0.0,0.1108
L006121,S0287,J017,0.4206,2.45,-0.85,3,2.1,0.0
L006122,S0020,J030,0.4745,3.692,-0.65,3,0.9,0.0843
L006123,S0084,J034,0.6604,3.037,0.29,7,2.5,0.0948
L006124,S0080,J019,0.6236,3.156,0.54,7,0.6,0.0323
L006125,S0276,J044,0.4268,3.052,-0.88,3,1.5,0.0631
L006126,S0286,J038,0.8378,3.119,1.27,8,0.6,0.0988
L006127,S0153,J033,0.7939,3.439,0.76,8,1.6,0.1571
L006128,S0207,J036,0.6226,3.046,0.31,5,0.6,0.0728
L006129,S0227,J033,0.8916,4.102,1.43,8,2.7,0.1438
L006130,S0080,J047,0.5007,3.163,-0.46,7,0.6,0.046
L006131,S0284,J038,0.6052,1.897,0.05,3,0.0,0.0944
L006132,S0012,J021,0.4979,4.32,-0.31,4,2.3,0.0602
L006133,S0088,J016,0.3169,1.64,-0.76,4,0.6,0.0
L006134,S0214,J040,0.3333,2.0,-0.7,2,2.0,0.0
L006135,S0154,J049,0.7447,3.086,1.15,6,1.8,0.0725
L006136,S0211,J039,0.326,2.162,-1.47,4,0.9,0.0635
L006137,S0155,J001,0.4911,3.484,-0.26,4,1.8,0.088
L006138,S0051,J019,0.4998,2.21,-0.43,7,1.7,0.0805
L006139,S0199,J046,0.5001,2.13,0.23,7,2.1,0.0
L006140,S0203,J037,0.2777,2.96,-0.64,6,1.0,0.0
L006141,S0221,J039,0.6972,3.883,0.22,5,1.6,0.1264
L006142,S0088,J015,0.1575,1.64,-1.26,4,0.6,0.0
L006143,S0283,J037,0.3138,2.27,-1.39,6,2.5,0.1208
L006144,S0056,J011,0.049,1.474,-2.85,4,1.7,0.0484
L006145,S0101,J001,0.4022,3.35,-0.39,5,1.3,0.08
L006146,S0009,J030,0.181,2.086,-2.24,8,1.9,0.0512
L006147,S0130,J000,0.6504,3.49,0.25,2,2.1,0.0809
L006148,S0016,J001,0.1576,1.729,-2.02,4,0.7,0.0971
L006149,S0252,J034,0.3071,0.907,-1.84,3,1.0,0.0944
L006150,S0261,J009,0.7142,4.491,1.27,2,1.7,0.0413
L006151,S0178,J034,0.747,3.95,1.21,5,1.8,0.0797
L006152,S0139,J025,0.465,1.806,-1.15,5,0.3,0.1113
L006153,S0107,J049,0.7607,2.703,0.75,2,1.3,0.1066
L006154,S0144,J022,0.6078,3.921,0.7,2,1.2,0.0429
L006155,S0100,J042,0.7142,3.34,1.14,5,1.4,0.0
L006156,S0263,J014,0.4435,4.541,-0.38,2,1.5,0.0414
L006157,S0233,J035,0.6196,2.865,0.04,4,1.5,0.0501
L006158,S0201,J014,0.2518,3.105,-1.85,5,1.9,0.1106
L006159,S0213,J013,0.3976,2.434,-1.1,3,2.0,0.0672
L006160,S0178,J017,0.8109,3.965,0.61,5,1.8,0.1108
L006161,S0118,J049,0.721,2.413,0.47,4,0.0,0.0862
L006162,S0218,J042,0.7145,2.938,0.7,6,2.8,0.0769
L006163,S0020,J022,0.6631,3.687,0.45,3,0.9,0.0739
L006164,S0050,J023,0.8022,4.117,1.59,2,0.8,0.0537
L006165,S0025,J014,0.343,4.049,-0.88,7,1.9,0.0577
L006166,S0297,J043,0.1096,1.536,-2.41,3,1.1,0.0926
L006167,S0080,J002,0.5277,3.159,-0.06,7,0.6,0.0388
L006168,S0095,J049,0.716,2.493,0.53,7,0.7,0.127
L006169,S0128,J047,0.3101,2.253,-1.38,3,1.7,0.0669
L006170,S0268,J001,0.4103,3.32,-0.41,7,1.2,0.0598
L006171,S0248,J021,0.2745,3.048,-1.58,7,1.2,0.0567
L006172,S0209,J000,0.4865,3.04,-0.16,8,1.6,0.0
L006173,S0217,J043,0.0661,1.603,-2.33,7,0.7,0.0661
L006174,S0185,J007,0.8253,3.638,1.39,5,1.7,0.0962
L006175,S0228,J018,0.6955,3.927,0.58,5,0.9,0.0935
L006176,S0179,J008,0.2635,2.26,-1.34,8,1.4,0.0
L006177,S0089,J013,0.1973,1.71,-1.79,3,1.3,0.0
L006178,S0232,J017,0.3801,3.17,-0.13,3,2.1,0.0
L006179,S0272,J006,0.8143,3.795,2.08,8,0.2,0.03
L006180,S0190,J039,0.4141,2.604,-1.04,7,0.0,0.0877
L006181,S0018,J013,0.4355,2.691,-0.84,8,2.1,0.0625
L006182,S0050,J040,0.818,4.126,1.39,2,0.8,0.0729
L006183,S0095,J029,0.3947,2.469,-0.77,7,0.7,0.0777
L006184,S0189,J044,0.4935,3.124,-0.83,3,0.9,0.1076
L006185,S0265,J015,0.7093,4.4,1.5,6,2.2,0.0
L006186,S0158,J046,0.7606,3.164,1.23,8,0.9,0.068
L006187,S0280,J027,0.657,3.382,-0.06,7,1.3,0.0847
L006188,S0266,J020,0.5995,2.93,0.63,2,1.6,0.0
L006189,S0293,J042,0.8293,3.264,1.02,6,1.8,0.0874
L006190,S0092,J029,0.2082,0.988,-2.25,2,2.4,0.0753
L006191,S0046,J003,0.7323,2.554,0.6,7,1.3,0.1088
L006192,S0236,J038,0.7574,2.663,0.8,7,2.3,0.126
L006193,S0130,J026,0.656,3.492,0.65,2,2.1,0.083
L006194,S0117,J024,0.271,2.34,-1.26,3,0.0,0.0
L006195,S0023,J025,0.6386,3.426,0.51,2,1.9,0.0329
L006196,S0183,J028,0.7782,4.0,1.9,2,0.8,0.0
L006197,S0020,J015,0.6253,3.65,0.75,3,0.9,0.0
L006198,S0222,J027,0.5332,3.066,-0.37,4,1.2,0.0712
L006199,S0291,J035,0.4758,2.556,-0.27,3,3.0,0.0514
L006200,S0212,J043,0.3841,2.913,-1.02,5,1.5,0.0661
L006201,S0289,J002,0.3822,1.945,-1.27,2,1.8,0.0298
L006202,S0015,J032,0.8925,4.474,1.76,2,2.0,0.0285
L006203,S0278,J049,0.8366,3.054,1.11,8,2.0,0.088
L006204,S0035,J048,0.4026,1.882,-1.44,3,1.9,0.0444
L006205,S0006,J033,0.5773,2.185,-0.46,7,2.5,0.0899
L006206,S0159,J018,0.5754,3.629,0.32,4,2.0,0.0178
L006207,S0240,J010,0.557,3.204,-0.1,4,1.5,0.0088
L006208,S0130,J033,0.7456,3.497,0.85,2,2.1,0.0934
L006209,S0035,J049,0.5621,1.911,-0.04,3,1.9,0.1026
L006210,S0088,J022,0.3594,1.687,-1.56,4,0.6,0.0946
L006211,S0215,J036,0.6117,3.41,0.71,6,2.7,0.0
L006212,S0219,J038,0.9308,3.8,2.0,2,1.1,0.0
L006213,S0019,J039,0.2874,2.604,-1.02,4,1.6,0.048
L006214,S0130,J018,0.5985,3.45,0.15,2,2.1,0.0
L006215,S0108,J033,0.4388,2.64,0.02,4,1.0,0.0395
L006216,S0070,J036,0.3131,1.661,-1.08,2,1.0,0.0817
L006217,S0073,J001,0.6582,4.508,0.78,3,1.9,0.0551
L006218,S0254,J012,0.6915,4.25,0.95,4,1.8,0.0
L006219,S0291,J042,0.6057,2.53,0.33,3,3.0,0.0
L006220,S0009,J039,0.3327,2.106,-1.54,8,1.9,0.0919
L006221,S0208,J001,0.4633,3.227,-0.5,6,0.6,0.0542
L006222,S0058,J032,0.5775,2.806,0.07,3,1.8,0.0721
L006223,S0236,J010,0.4909,2.637,-0.7,7,2.3,0.0734
L006224,S0025,J012,0.7641,4.066,0.72,7,1.9,0.0928
L006225,S0283,J025,0.4924,2.242,-0.69,6,2.5,0.0642
L006226,S0274,J001,0.3255,2.601,-1.09,7,0.6,-0.0171
L006227,S0089,J045,0.1907,1.71,-1.99,3,1.3,0.0
L006228,S0054,J001,0.8712,5.03,1.3,6,1.0,0.0606
L006229,S0071,J031,0.5128,3.146,-0.17,5,2.5,0.0318
L006230,S0007,J007,0.804,3.595,1.37,8,1.7,0.0507
L006231,S0102,J029,0.5321,2.908,-0.33,4,2.9,0.0751
L006232,S0187,J032,0.5726,3.27,0.57,2,1.1,0.0
L006233,S0187,J015,0.5527,3.287,0.37,2,1.1,0.0349
L006234,S0279,J012,0.4403,3.27,-0.03,8,2.1,0.0
L006235,S0000,J023,0.8916,4.035,1.5,2,0.0,0.0691
L006236,S0039,J001,0.556,3.612,-0.13,6,2.4,0.0832
L006237,S0148,J037,0.6918,4.205,0.57,4,1.4,0.0694
L006238,S0286,J012,0.526,3.108,-0.23,8,0.6,0.0764
L006239,S0082,J006,0.8502,2.802,1.04,5,0.4,0.1237
L006240,S0061,J008,0.4743,3.46,-0.14,2,1.2,0.0
L006241,S0108,J035,0.5309,2.665,-0.18,4,1.0,0.0898
L006242,S0086,J044,0.2681,2.73,-1.17,4,2.7,0.0
L006243,S0040,J045,0.5792,3.257,-0.51,5,1.0,0.1339
L006244,S0062,J037,0.5318,3.42,-0.18,4,0.4,0.0
L006245,S0187,J048,0.5304,3.326,-0.03,2,1.1,0.1128
L006246,S0263,J019,0.8699,4.52,1.92,2,1.5,0.0
L006247,S0291,J012,0.3902,2.53,-0.77,3,3.0,0.0
L006248,S0242,J000,0.3404,2.124,-1.11,8,0.8,0.0687
L006249,S0046,J013,0.4094,2.535,-1.0,7,1.3,0.0709
L006250,S0293,J006,0.8657,3.279,1.52,6,1.8,0.1182
L006251,S0193,J035,0.8431,4.38,1.58,4,0.0,0.0
L006252,S0021,J001,0.3677,3.19,-0.51,5,0.8,0.0
L006253,S0261,J029,0.8664,4.507,1.27,2,1.7,0.0746
L006254,S0037,J016,0.4772,2.389,-0.05,7,2.7,0.0787
L006255,S0259,J045,0.4411,2.775,-0.96,5,2.1,0.0703
L006256,S0030,J031,0.4988,3.378,0.06,5,0.4,0.0351
L006257,S0181,J014,0.4011,3.563,-1.39,3,1.0,0.1051
L006258,S0223,J008,0.2818,2.352,-1.28,8,0.1,0.0641
L006259,S0182,J012,0.5793,3.379,0.05,8,0.9,0.0575
L006260,S0007,J003,0.8914,3.603,1.67,8,1.7,0.0652
L006261,S0055,J031,0.4929,2.747,-0.62,8,2.6,0.1341
L006262,S0153,J020,0.873,3.412,1.06,8,1.6,0.1046
L006263,S0280,J038,0.8687,3.368,1.54,7,1.3,0.0567
L006264,S0129,J049,0.6064,2.303,0.37,8,1.1,0.0653
L006265,S0010,J026,0.4787,2.37,-0.47,6,1.1,0.0794
L006266,S0033,J001,0.2409,2.195,-1.53,3,1.8,0.0497
L006267,S0274,J034,0.5098,2.648,-0.09,7,0.6,0.076
L006268,S0089,J039,0.2399,1.71,-1.89,3,1.3,0.0
L006269,S0075,J039,0.6574,4.349,0.73,6,2.5,0.0388
L006270,S0098,J028,0.6005,3.28,1.18,3,0.9,0.0
L006271,S0035,J014,0.0,1.86,-3.04,3,1.9,0.0
L006272,S0227,J029,0.7605,4.079,0.83,8,2.7,0.0976
L006273,S0087,J007,0.6632,2.948,0.73,3,1.3,0.0369
L006274,S0008,J041,0.7042,4.6,1.3,2,1.1,0.0
L006275,S0118,J005,0.3657,2.37,-1.13,4,0.0,0.0
L006276,S0212,J002,0.4745,2.89,-0.32,5,1.5,0.021
L006277,S0178,J010,0.6512,3.962,0.61,5,1.8,0.1045
L006278,S0033,J012,0.4969,2.216,-1.13,3,1.8,0.0924
L006279,S0278,J032,0.7195,3.075,0.31,8,2.0,0.1299
