impression_id,candidate_id,job_id,years_experience,skill_match_score,profile_completeness,seniority_level,req_skill_score,recency_feature_train,recency_feature_serve,event_ts,clicked,applied,shortlisted,true_relevance
I0041948,C03525,J0005,6.3,0.83,0.799,1,0.566,169,4056.0,2025-12-14,0,0,0,0.6626
I0006851,C00448,J0068,6.5,0.163,0.773,2,0.713,376,9024.0,2025-05-21,0,0,0,0.4571
I0059304,C02751,J0075,0.0,0.66,0.959,3,0.62,74,1776.0,2026-03-19,0,0,0,0.7591
I0032346,C03080,J0065,2.0,0.656,0.646,2,0.74,357,8568.0,2025-06-09,0,0,0,0.6736
I0017526,C00987,J0066,,0.854,0.735,2,0.752,160,3840.0,2025-12-23,0,0,0,0.7148
I0017643,C02494,J0140,4.1,0.546,0.568,1,0.66,22,528.0,2026-05-10,0,0,0,0.666
I0018360,C00730,J0093,2.6,0.65,0.457,3,0.757,378,9072.0,2025-05-19,0,0,0,0.6143
I0045092,C01416,J0057,4.1,1.0,0.732,2,0.372,47,1128.0,2026-04-15,0,0,0,0.3499
I0025330,C03530,J0123,1.8,0.758,0.719,3,0.315,88,2112.0,2026-03-05,0,0,0,0.4378
I0007143,C03357,J0116,5.3,0.766,0.727,4,0.696,259,6216.0,2025-09-15,0,0,0,0.7622
I0002782,C02787,J0047,0.7,0.799,0.631,2,0.575,33,792.0,2026-04-29,0,0,0,0.5487
I0047990,C01959,J0064,8.0,0.855,0.505,1,0.487,74,1776.0,2026-03-19,0,0,0,0.5352
I0042146,C01855,J0100,9.8,0.82,0.975,1,0.169,92,2208.0,2026-03-01,1,1,0,0.4987
I0059329,C02702,J0146,,0.549,0.708,3,0.57,99,2376.0,2026-02-22,0,0,0,0.7017
I0015242,C00161,J0006,0.0,0.876,1.0,3,0.665,6,144.0,2026-05-26,1,0,0,0.6501
I0030749,C00454,J0034,2.9,0.775,0.386,1,0.634,144,3456.0,2026-01-08,0,0,0,0.5754
I0018200,C02627,J0105,8.2,0.886,0.65,3,0.544,343,8232.0,2025-06-23,0,0,0,0.5978
I0007091,C02885,J0059,1.8,0.613,0.741,2,0.808,100,2400.0,2026-02-21,0,0,0,0.6188
I0058209,C02177,J0033,0.0,0.248,0.705,1,0.649,375,9000.0,2025-05-22,0,0,0,0.433
I0002767,C00962,J0146,0.4,0.889,0.751,3,0.57,58,1392.0,2026-04-04,0,0,0,0.5105
I0017150,C02549,J0055,4.8,0.65,0.593,3,0.749,268,6432.0,2025-09-06,0,0,0,0.6955
I0048198,C01082,J0133,0.0,0.747,0.799,4,0.772,141,3384.0,2026-01-11,0,0,0,0.7245
I0008745,C00893,J0115,5.6,0.763,0.951,1,0.627,281,6744.0,2025-08-24,0,0,0,0.7839
I0052890,C01271,J0081,2.0,0.801,0.6,2,0.644,300,7200.0,2025-08-05,0,0,0,0.6092
I0059132,C00367,J0090,2.8,0.539,0.782,3,0.558,130,3120.0,2026-01-22,0,0,0,0.7713
I0007696,C00303,J0026,4.9,0.57,0.656,1,0.881,143,3432.0,2026-01-09,0,0,0,0.5655
I0037452,C01782,J0033,9.4,0.716,0.741,1,0.649,198,4752.0,2025-11-15,0,0,0,0.8376
I0018683,C00184,J0069,1.7,0.738,0.667,2,0.698,42,1008.0,2026-04-20,0,0,0,0.7055
I0007646,C02338,J0013,1.4,0.606,0.595,3,0.854,18,432.0,2026-05-14,0,0,0,0.5335
I0000469,C01201,J0020,5.8,0.576,0.853,4,0.849,371,8904.0,2025-05-26,0,0,0,0.663
I0004196,C03906,J0084,2.1,0.639,0.677,4,0.431,168,4032.0,2025-12-15,0,0,0,0.5966
I0047816,C00465,J0064,9.3,0.877,0.656,1,0.487,229,5496.0,2025-10-15,1,0,0,0.5842
I0001811,C03441,J0040,5.9,0.558,1.0,1,0.393,256,6144.0,2025-09-18,1,0,0,0.7823
I0031244,C03440,J0021,5.6,0.707,0.578,2,0.438,136,3264.0,2026-01-16,0,0,0,0.5849
I0003617,C00619,J0128,4.6,1.0,0.788,3,0.677,329,7896.0,2025-07-07,0,0,0,0.5892
I0003885,C03873,J0095,3.4,0.271,0.827,3,0.582,375,9000.0,2025-05-22,0,0,0,0.5883
I0036757,C00597,J0032,8.8,0.61,0.656,2,0.954,28,672.0,2026-05-04,0,0,0,0.6082
I0053779,C01330,J0003,1.8,0.567,0.984,1,0.462,228,5472.0,2025-10-16,1,1,0,0.7507
I0047979,C00313,J0087,5.6,0.476,0.91,3,0.578,387,9288.0,2025-05-10,0,0,0,0.7963
I0051959,C03331,J0082,3.1,0.629,0.923,1,0.615,0,0.0,2026-06-01,1,0,0,0.8197
I0004374,C01017,J0120,7.4,0.738,0.68,2,0.522,171,4104.0,2025-12-12,0,0,0,0.6815
I0009672,C02379,J0000,1.1,0.699,0.722,4,0.534,146,3504.0,2026-01-06,0,0,0,0.6227
I0008901,C00088,J0083,7.0,1.0,0.731,3,0.691,179,4296.0,2025-12-04,0,0,0,0.6236
I0054299,C03161,J0022,5.2,0.813,1.0,1,0.577,107,2568.0,2026-02-14,0,0,0,0.7204
I0014757,C00800,J0088,1.6,0.504,1.0,2,0.856,92,2208.0,2026-03-01,1,0,0,0.5778
I0003168,C03361,J0135,5.4,0.757,0.687,3,0.587,50,1200.0,2026-04-12,1,0,0,0.6821
I0001507,C03012,J0018,8.2,0.747,1.0,4,0.73,62,1488.0,2026-03-31,0,0,0,0.9256
I0057426,C02764,J0079,0.4,0.345,0.612,2,0.518,367,8808.0,2025-05-30,0,0,0,0.5742
I0057839,C03246,J0090,9.4,0.279,0.624,3,0.558,296,7104.0,2025-08-09,0,0,0,0.6552
I0000482,C01893,J0106,0.0,0.332,0.749,3,0.884,26,624.0,2026-05-06,0,0,0,0.3389
I0009384,C03615,J0116,5.4,0.441,0.669,4,0.696,292,7008.0,2025-08-13,0,0,0,0.6171
I0005157,C01799,J0049,5.3,0.559,0.801,2,0.631,295,7080.0,2025-08-10,0,0,0,0.7816
I0049749,C02836,J0102,5.6,0.533,1.0,2,0.438,89,2136.0,2026-03-04,1,0,0,0.8266
I0012181,C01477,J0051,7.4,0.744,0.832,3,0.624,68,1632.0,2026-03-25,0,0,0,0.792
I0030385,C01485,J0090,1.5,0.792,0.7,3,0.558,95,2280.0,2026-02-26,0,0,0,0.5747
I0035353,C00405,J0061,4.7,0.439,0.649,1,0.484,89,2136.0,2026-03-04,1,0,0,0.7476
I0021744,C01498,J0077,0.0,0.554,0.652,4,0.837,245,5880.0,2025-09-29,0,0,0,0.5012
I0027325,C03670,J0106,8.0,0.602,0.998,3,0.884,226,5424.0,2025-10-18,0,0,0,0.7348
I0016317,C03952,J0090,0.7,0.261,0.572,3,0.558,338,8112.0,2025-06-28,0,0,0,0.4806
I0009393,C00942,J0033,3.0,0.847,0.706,1,0.649,105,2520.0,2026-02-16,0,0,0,0.6271
I0016323,C01339,J0069,7.2,0.568,0.681,2,0.698,313,7512.0,2025-07-23,0,0,0,0.739
I0026043,C03264,J0092,3.0,0.665,0.863,4,0.623,214,5136.0,2025-10-30,0,0,0,0.7813
I0021570,C00072,J0054,,0.386,0.888,2,0.727,147,3528.0,2026-01-05,0,0,0,0.6114
I0006526,C03083,J0094,5.0,0.952,0.738,2,0.625,193,4632.0,2025-11-20,0,0,0,0.579
I0000004,C00473,J0123,4.9,0.581,0.653,3,0.315,99,2376.0,2026-02-22,0,0,0,0.5964
I0054524,C03332,J0095,7.3,0.54,0.939,3,0.582,314,7536.0,2025-07-22,0,0,0,0.8755
I0036326,C03529,J0042,4.3,0.574,0.828,3,0.496,331,7944.0,2025-07-05,0,0,0,0.7681
I0010742,C02462,J0080,5.9,0.68,0.522,1,0.569,286,6864.0,2025-08-19,0,0,0,0.6856
I0002324,C03114,J0029,2.2,0.426,0.827,1,0.913,41,984.0,2026-04-21,0,0,0,0.444
I0039035,C01923,J0016,4.6,0.769,0.718,4,0.643,51,1224.0,2026-04-11,0,0,0,0.7083
I0050429,C00202,J0062,5.7,0.578,0.942,4,0.382,161,3864.0,2025-12-22,0,0,0,0.7407
I0037610,C02807,J0142,0.6,0.632,0.752,2,0.778,399,9576.0,2025-04-28,0,0,0,0.6361
I0015564,C01422,J0123,5.2,0.49,0.761,3,0.315,372,8928.0,2025-05-25,1,1,0,0.696
I0000199,C00733,J0119,,0.946,0.589,1,0.541,381,9144.0,1970-01-01 00:00:00,1,1,1,0.4347
I0000225,C00289,J0100,0.0,0.341,0.685,1,0.169,87,2088.0,2026-03-06,0,0,0,0.5887
I0028347,C02344,J0095,7.0,0.97,0.63,3,0.582,198,4752.0,2025-11-15,0,0,0,0.5394
I0046894,C02733,J0148,3.3,0.851,0.8,4,0.719,355,8520.0,2025-06-11,0,0,0,0.7052
I0022475,C01658,J0059,8.0,0.182,0.795,2,0.808,146,3504.0,2026-01-06,0,0,0,0.4351
I0041495,C02000,J0070,6.1,0.353,1.0,3,0.423,218,5232.0,2025-10-26,0,0,0,0.8527
I0057314,C03847,J0126,3.2,0.582,0.816,2,0.635,47,1128.0,2026-04-15,0,0,0,0.7637
I0029322,C01394,J0070,7.0,0.677,1.0,3,0.423,46,1104.0,2026-04-16,0,0,0,0.7382
I0056669,C02583,J0021,2.7,0.609,0.999,2,0.438,145,3480.0,2026-01-07,0,0,0,0.7237
I0056982,C01054,J0048,4.8,0.583,0.796,2,0.774,263,6312.0,2025-09-11,0,0,0,0.6879
I0019602,C01367,J0144,0.0,0.821,0.707,2,0.591,300,7200.0,2025-08-05,0,0,0,0.5541
I0030880,C03053,J0116,9.2,0.563,0.74,4,0.696,216,5184.0,2025-10-28,0,0,0,0.7874
I0007836,C03554,J0140,7.1,0.603,0.945,1,0.66,48,1152.0,2026-04-14,0,0,0,0.8632
I0044141,C03882,J0149,2.6,0.483,0.528,1,0.593,336,8064.0,1970-01-01 00:00:00,0,0,0,0.6322
I0027918,C01663,J0042,3.0,0.207,0.673,3,0.496,369,8856.0,2025-05-28,0,0,0,0.5536
I0005227,C03658,J0077,2.0,0.638,0.619,4,0.837,224,5376.0,2025-10-20,0,0,0,0.5849
I0009877,C03482,J0083,0.3,0.628,0.901,3,0.691,228,5472.0,2025-10-16,0,0,0,0.7316
I0017616,C02465,J0139,4.4,0.478,0.626,2,0.561,134,3216.0,2026-01-18,0,0,0,0.7093
I0039428,C03260,J0057,0.0,0.611,0.852,2,0.372,320,7680.0,2025-07-16,0,0,0,0.5886
I0032906,C00439,J0087,0.0,0.657,0.821,3,0.578,84,2016.0,2026-03-09,0,0,0,0.6927
I0024848,C02721,J0015,2.0,0.811,0.512,2,0.903,156,3744.0,2025-12-27,0,0,0,0.6302
I0051817,C01081,J0078,6.5,0.381,0.677,2,0.5,274,6576.0,2025-08-31,0,0,0,0.7338
I0045940,C00150,J0026,5.8,0.904,0.681,1,0.881,310,7440.0,2025-07-26,0,0,0,0.7908
I0043784,C03675,J0014,0.0,0.951,0.644,1,0.37,245,5880.0,2025-09-29,0,0,0,0.2889
I0029106,C01709,J0008,3.7,0.646,0.675,2,0.441,147,3528.0,2026-01-05,0,0,0,0.6253
I0034403,C00141,J0139,4.2,0.801,0.773,2,0.561,364,8736.0,2025-06-02,0,0,0,0.6367
I0031569,C00786,J0148,3.6,0.762,0.663,4,0.719,177,4248.0,2025-12-06,0,0,0,0.7344
I0030282,C01107,J0145,2.7,0.56,0.686,4,0.701,309,7416.0,2025-07-27,0,0,0,0.6566
I0042696,C03201,J0090,5.7,0.852,0.932,3,0.558,208,4992.0,2025-11-05,0,0,0,0.6688
I0027936,C03811,J0126,0.0,0.656,0.889,2,0.635,228,5472.0,2025-10-16,0,0,0,0.7527
I0019721,C00718,J0003,2.4,0.486,0.833,1,0.462,4,96.0,2026-05-28,0,0,0,0.7754
I0016129,C02882,J0119,6.2,0.753,0.715,1,0.541,291,6984.0,2025-08-14,0,0,0,0.6739
I0014391,C03069,J0052,5.6,0.611,0.633,4,0.406,122,2928.0,2026-01-30,0,0,0,0.6456
I0045635,C01619,J0006,4.7,0.499,1.0,3,0.665,249,5976.0,2025-09-25,0,0,0,0.7613
I0051428,C02234,J0074,9.9,0.639,0.374,1,0.343,320,7680.0,2025-07-16,0,0,0,0.5811
I0024467,C00904,J0112,3.9,0.684,0.664,2,0.583,33,792.0,2026-04-29,0,0,0,0.6989
I0037971,C03220,J0135,1.7,0.694,0.812,3,0.587,49,1176.0,2026-04-13,1,0,0,0.6991
I0030381,C01392,J0014,1.7,0.577,1.0,1,0.37,57,1368.0,2026-04-05,0,0,0,0.6817
I0022128,C03973,J0027,6.6,0.272,0.781,1,0.574,125,3000.0,2026-01-27,0,0,0,0.6358
I0058808,C01073,J0000,4.6,0.639,0.698,4,0.534,56,1344.0,2026-04-06,0,0,0,0.7175
I0000429,C03790,J0043,2.5,0.644,0.777,3,0.512,331,7944.0,2025-07-05,0,0,0,0.6852
I0006144,C03044,J0121,6.9,0.835,0.696,3,0.82,139,3336.0,2026-01-13,1,0,0,0.8193
I0012083,C02507,J0062,1.0,0.27,0.919,4,0.382,204,4896.0,2025-11-09,1,0,0,0.7139
I0029962,C00357,J0134,2.6,0.652,0.8,2,0.353,12,288.0,2026-05-20,0,0,0,0.5756
I0043743,C00048,J0004,,0.572,0.774,2,0.655,36,864.0,2026-04-26,0,0,0,0.7053
I0033369,C00238,J0086,4.3,0.592,0.741,3,0.489,286,6864.0,2025-08-19,0,0,0,0.7259
I0027820,C01490,J0107,0.0,0.455,0.452,2,0.389,1,24.0,2026-05-31,0,0,0,0.5978
I0041829,C02488,J0075,7.5,0.692,0.611,3,0.62,356,8544.0,2025-06-10,0,0,0,0.7653
I0058902,C03405,J0079,4.5,0.635,0.709,2,0.518,162,3888.0,2025-12-21,0,0,0,0.7104
I0031882,C01309,J0000,7.6,0.858,0.688,4,0.534,369,8856.0,2025-05-28,0,0,0,0.611
I0030507,C00176,J0046,7.1,0.561,0.68,3,0.767,64,1536.0,2026-03-29,0,0,0,0.6835
I0041350,C02976,J0092,3.3,0.547,0.475,4,0.623,34,816.0,2026-04-28,0,0,0,0.653
I0037787,C01147,J0037,3.9,0.507,0.654,2,0.622,32,768.0,2026-04-30,0,0,0,0.6862
I0029395,C03691,J0055,6.8,0.589,0.7,3,0.749,362,8688.0,2025-06-04,0,0,0,0.7165
I0023020,C03767,J0055,0.2,0.59,0.862,3,0.749,23,552.0,2026-05-09,0,0,0,0.6512
I0027030,C00642,J0003,,0.641,0.639,1,0.462,310,7440.0,2025-07-26,0,0,0,0.6893
I0006423,C01706,J0053,,0.856,0.585,2,0.651,153,3672.0,2025-12-30,0,0,0,0.6439
I0049562,C01172,J0078,1.0,0.452,1.0,2,0.5,76,1824.0,2026-03-17,1,0,0,0.7819
I0024554,C02600,J0023,2.1,0.854,0.753,2,0.472,142,3408.0,2026-01-10,0,0,0,0.4954
I0035823,C02507,J0013,1.0,0.27,0.919,3,0.854,197,4728.0,2025-11-16,0,0,0,0.3812
I0009011,C02176,J0048,0.8,0.487,0.752,2,0.774,229,5496.0,2025-10-15,0,0,0,0.5401
I0026112,C02745,J0141,0.7,0.548,0.635,3,0.672,78,1872.0,2026-03-15,0,0,0,0.6203
I0016013,C00047,J0032,0.0,0.267,0.527,2,0.954,47,1128.0,2026-04-15,0,0,0,0.1812
I0013958,C01471,J0148,7.0,0.65,1.0,4,0.719,6,144.0,2026-05-26,0,0,0,0.8686
I0058560,C00017,J0045,6.7,0.28,1.0,4,0.544,304,7296.0,2025-08-01,0,0,0,0.7261
I0019313,C00947,J0080,7.6,0.317,0.936,1,0.569,153,3672.0,2025-12-30,0,0,0,0.7317
I0037878,C02247,J0110,10.3,0.807,1.0,2,0.549,183,4392.0,2025-11-30,1,0,0,0.7912
I0046966,C00872,J0141,3.0,0.587,0.884,3,0.672,173,4152.0,2025-12-10,0,0,0,0.7569
I0025871,C02326,J0101,3.5,0.653,0.627,2,0.588,42,1008.0,2026-04-20,0,0,0,0.707
I0050543,C01059,J0059,0.7,0.541,0.832,2,0.808,250,6000.0,2025-09-24,0,0,0,0.5751
I0048196,C01560,J0037,5.1,0.45,0.724,2,0.622,259,6216.0,1970-01-01 00:00:00,0,0,0,0.686
I0038343,C03108,J0092,8.4,0.606,0.902,4,0.623,115,2760.0,2026-02-06,0,0,0,0.9013
I0010592,C00857,J0053,5.1,0.655,0.8,2,0.651,347,8328.0,2025-06-19,0,0,0,0.8259
I0006348,C01776,J0004,1.0,0.449,0.723,2,0.655,162,3888.0,2025-12-21,0,0,0,0.5924
I0040349,C03655,J0096,2.9,0.364,0.785,3,0.799,17,408.0,2026-05-15,0,0,0,0.4806
I0016870,C02493,J0106,1.1,0.387,0.741,3,0.884,122,2928.0,2026-01-30,0,0,0,0.3941
I0048262,C03486,J0032,0.0,0.645,1.0,2,0.954,276,6624.0,2025-08-29,1,1,0,0.581
I0028632,C01700,J0107,4.7,0.914,0.985,2,0.389,59,1416.0,2026-04-03,0,0,0,0.504
I0035174,C00555,J0004,2.1,0.55,1.0,2,0.655,172,4128.0,2025-12-11,0,0,0,0.7603
I0024499,C02683,J0065,9.2,0.699,0.875,2,0.74,228,5472.0,2025-10-16,0,0,0,0.8903
I0059404,C03024,J0140,,0.444,0.628,1,0.66,208,4992.0,2025-11-05,0,0,0,0.6144
I0003095,C00921,J0060,0.0,0.737,0.833,1,0.633,32,768.0,2026-04-30,0,0,0,0.6784
I0047989,C03456,J0023,3.9,0.305,0.633,2,0.472,104,2496.0,2026-02-17,0,0,0,0.6436
I0027242,C00114,J0132,0.0,0.749,0.862,3,0.612,72,1728.0,2026-03-21,0,0,0,0.6633
I0010406,C00534,J0090,,0.893,1.0,3,0.558,276,6624.0,2025-08-29,0,0,0,0.6286
I0028235,C00268,J0038,5.2,0.464,0.668,4,0.713,195,4680.0,2025-11-18,0,0,0,0.6177
I0005517,C02172,J0009,1.6,0.29,0.903,3,0.437,227,5448.0,2025-10-17,0,0,0,0.6949
I0032506,C02100,J0098,3.4,0.262,0.816,1,0.723,231,5544.0,1970-01-01 00:00:00,0,0,0,0.4795
I0041963,C03881,J0103,2.9,0.427,0.83,4,0.476,38,912.0,2026-04-24,0,0,0,0.7654
I0029261,C00448,J0016,6.5,0.163,0.773,4,0.643,189,4536.0,2025-11-24,0,0,0,0.5064
I0051099,C02033,J0081,0.0,0.438,0.866,2,0.644,98,2352.0,2026-02-23,0,0,0,0.6158
I0016528,C03789,J0114,7.5,0.599,0.763,4,0.554,58,1392.0,2026-04-04,0,0,0,0.8272
I0038315,C01390,J0058,5.9,0.416,0.88,1,0.519,170,4080.0,2025-12-13,0,0,0,0.7922
I0010153,C00524,J0084,5.6,0.46,0.878,4,0.431,3,72.0,2026-05-29,0,0,0,0.8387
I0011740,C00211,J0101,1.8,0.751,0.793,2,0.588,151,3624.0,2026-01-01,0,0,0,0.656
I0042653,C01054,J0071,4.8,0.583,0.796,2,0.587,197,4728.0,2025-11-16,0,0,0,0.8197
I0020453,C02604,J0106,5.2,0.7,0.663,3,0.884,228,5472.0,2025-10-16,0,0,0,0.6621
I0050774,C02905,J0009,0.8,1.0,0.894,3,0.437,204,4896.0,2025-11-09,0,0,0,0.3856
I0001639,C03252,J0142,3.7,0.574,0.912,2,0.778,16,384.0,2026-05-16,0,0,0,0.6928
I0011566,C00393,J0020,7.3,0.48,1.0,4,0.849,276,6624.0,2025-08-29,0,0,0,0.6622
I0049258,C00494,J0032,1.9,0.521,0.507,2,0.954,377,9048.0,2025-05-20,0,0,0,0.3867
I0050983,C01871,J0036,2.2,0.234,1.0,4,0.6,205,4920.0,2025-11-08,0,0,0,0.578
I0055960,C00763,J0085,2.7,0.616,1.0,1,0.66,193,4632.0,2025-11-20,0,0,0,0.8135
I0050559,C00647,J0094,8.9,0.393,0.918,2,0.625,390,9360.0,2025-05-07,0,0,0,0.7627
I0044475,C03175,J0005,6.6,0.354,0.666,1,0.566,245,5880.0,2025-09-29,0,0,0,0.6669
I0018655,C02146,J0135,3.7,0.801,0.822,3,0.587,328,7872.0,2025-07-08,0,0,0,0.6604
I0050145,C00119,J0092,5.9,0.783,1.0,4,0.623,79,1896.0,2026-03-14,0,0,0,0.7858
I0001977,C00620,J0097,1.9,0.561,0.819,1,0.65,148,3552.0,2026-01-04,0,0,0,0.7172
I0055350,C02835,J0041,8.4,0.733,0.576,4,0.655,343,8232.0,2025-06-23,0,0,0,0.7664
I0046658,C00803,J0119,2.3,0.486,0.644,1,0.541,392,9408.0,2025-05-05,0,0,0,0.6986
I0022916,C00076,J0072,1.6,0.672,0.69,1,0.651,140,3360.0,2026-01-12,0,0,0,0.7237
I0057443,C03253,J0037,4.7,1.0,0.593,2,0.622,10,240.0,2026-05-22,0,0,0,0.4971
I0021026,C02604,J0131,5.2,0.7,0.663,2,0.716,378,9072.0,2025-05-19,0,0,0,0.7805
I0037746,C02330,J0078,0.9,0.706,0.766,2,0.5,188,4512.0,2025-11-25,0,0,0,0.6028
I0047722,C02347,J0007,6.8,0.676,0.536,3,0.673,64,1536.0,2026-03-29,0,0,0,0.7809
I0031137,C03707,J0092,2.0,0.621,0.728,4,0.623,46,1104.0,2026-04-16,0,0,0,0.7545
I0032540,C03817,J0023,8.9,0.086,0.572,2,0.472,72,1728.0,2026-03-21,0,0,0,0.5566
I0052816,C03353,J0147,7.5,0.653,0.665,2,0.622,67,1608.0,2026-03-26,1,0,0,0.8094
I0036010,C02600,J0101,2.1,0.854,0.753,2,0.588,231,5544.0,2025-10-13,0,0,0,0.5772
I0022425,C02447,J0069,3.4,0.555,0.923,2,0.698,225,5400.0,2025-10-19,0,0,0,0.7338
I0053951,C01946,J0126,1.5,0.7,0.81,2,0.635,266,6384.0,2025-09-08,0,0,0,0.7248
I0024199,C01555,J0125,3.6,0.948,0.786,1,0.475,395,9480.0,2025-05-02,0,0,0,0.466
I0055666,C03881,J0131,2.9,0.427,0.83,2,0.716,277,6648.0,2025-08-28,0,0,0,0.5962
I0058419,C02167,J0145,0.0,0.098,0.7,4,0.701,33,792.0,2026-04-29,0,0,0,0.2892
I0027116,C02870,J0066,0.3,0.699,0.827,2,0.752,229,5496.0,2025-10-15,0,0,0,0.7177
I0035212,C01345,J0127,8.4,0.735,0.821,3,0.595,292,7008.0,2025-08-13,1,1,0,0.7918
I0026225,C02467,J0127,4.4,0.727,1.0,3,0.595,251,6024.0,2025-09-23,0,0,0,0.7802
I0043438,C02104,J0095,6.3,0.68,0.604,3,0.582,270,6480.0,2025-09-04,0,0,0,0.7247
I0022352,C03694,J0136,6.6,0.375,0.875,2,0.621,79,1896.0,2026-03-14,0,0,0,0.7018
I0019863,C01967,J0061,7.3,0.241,0.657,1,0.484,116,2784.0,2026-02-05,0,0,0,0.6543
I0052184,C03145,J0125,9.9,0.825,0.779,1,0.475,360,8640.0,2025-06-06,0,0,0,0.6573
I0054442,C01491,J0045,7.6,0.596,0.601,4,0.544,214,5136.0,2025-10-30,0,0,0,0.7782
I0031083,C02113,J0035,0.0,0.684,0.823,4,0.644,266,6384.0,2025-09-08,1,0,0,0.7207
I0013935,C00390,J0005,9.0,0.497,0.759,1,0.566,7,168.0,2026-05-25,0,0,0,0.8345
I0004289,C00043,J0066,11.2,0.929,0.83,2,0.752,46,1104.0,2026-04-16,0,0,0,0.8156
I0048115,C01227,J0096,3.0,0.564,0.694,3,0.799,131,3144.0,1970-01-01 00:00:00,0,0,0,0.5976
I0055785,C01757,J0100,3.7,0.654,0.81,1,0.169,241,5784.0,2025-10-03,0,0,0,0.466
I0009367,C02106,J0014,,0.437,0.786,1,0.37,127,3048.0,2026-01-25,0,0,0,0.7149
I0012617,C03329,J0118,4.1,0.401,0.749,2,0.57,185,4440.0,2025-11-28,0,0,0,0.6783
I0004506,C00431,J0018,3.3,0.901,0.944,4,0.73,214,5136.0,2025-10-30,0,0,0,0.7183
I0048451,C01966,J0117,0.2,0.765,0.759,1,0.842,22,528.0,2026-05-10,0,0,0,0.68
I0050030,C01701,J0136,5.4,0.566,0.78,2,0.621,133,3192.0,2026-01-19,0,0,0,0.7894
I0053727,C01811,J0012,5.4,0.61,0.623,1,0.468,154,3696.0,2025-12-29,0,0,0,0.6838
I0042726,C03595,J0086,3.8,0.436,0.891,3,0.489,23,552.0,2026-05-09,0,0,0,0.795
I0057234,C03915,J0002,8.8,0.869,0.94,3,0.479,82,1968.0,2026-03-11,1,0,0,0.6559
I0004706,C03842,J0135,1.9,0.599,0.874,3,0.587,118,2832.0,2026-02-03,0,0,0,0.787
I0032440,C02761,J0061,1.3,0.821,0.773,1,0.484,177,4248.0,2025-12-06,0,0,0,0.5192
I0055968,C02972,J0050,0.0,0.506,0.742,3,0.587,52,1248.0,2026-04-10,0,0,0,0.669
I0057806,C02502,J0079,9.3,0.493,1.0,2,0.518,269,6456.0,2025-09-05,1,0,0,0.9385
I0050380,C02460,J0006,1.2,0.919,0.74,3,0.665,326,7824.0,2025-07-10,1,0,0,0.5668
I0042525,C03378,J0037,2.8,0.805,0.929,2,0.622,138,3312.0,2026-01-14,0,0,0,0.6972
I0058450,C00229,J0019,,0.735,0.838,1,0.693,83,1992.0,2026-03-10,0,0,0,0.8014
I0057575,C00041,J0008,3.9,0.856,0.838,2,0.441,51,1224.0,2026-04-11,0,0,0,0.5266
I0054417,C00911,J0097,0.0,0.302,0.58,1,0.65,303,7272.0,2025-08-02,0,0,0,0.4351
I0011376,C01341,J0098,1.4,1.0,0.933,1,0.723,196,4704.0,2025-11-17,0,0,0,0.6083
I0026731,C00910,J0007,5.7,0.566,0.667,3,0.673,135,3240.0,2026-01-17,1,1,1,0.7259
I0015856,C02651,J0126,3.5,0.29,0.509,2,0.635,185,4440.0,2025-11-28,0,0,0,0.4764
I0020352,C01921,J0113,2.4,0.522,0.74,1,0.579,229,5496.0,2025-10-15,0,0,0,0.7259
I0012187,C00935,J0141,0.6,0.76,0.508,3,0.672,158,3792.0,2025-12-25,0,0,0,0.6082
I0055362,C03169,J0050,3.0,0.637,0.979,3,0.587,254,6096.0,2025-09-20,0,0,0,0.8084
I0014614,C02215,J0005,3.2,0.76,0.72,1,0.566,5,120.0,2026-05-27,0,0,0,0.6372
I0033200,C01103,J0144,0.2,0.394,0.795,2,0.591,102,2448.0,2026-02-19,0,0,0,0.6055
I0021110,C01831,J0061,7.4,0.794,1.0,1,0.484,257,6168.0,2025-09-17,0,0,0,0.7055
I0004384,C03475,J0116,2.7,0.69,0.741,4,0.696,67,1608.0,2026-03-26,0,0,0,0.7672
I0020850,C01701,J0146,,0.566,0.78,3,0.57,385,9240.0,2025-05-12,0,0,0,0.8253
I0004108,C02885,J0020,1.8,0.613,0.741,4,0.849,354,8496.0,2025-06-12,0,0,0,0.5899
I0004016,C02746,J0019,5.3,0.766,0.72,1,0.693,149,3576.0,2026-01-03,0,0,0,0.7581
I0025843,C02557,J0124,0.3,0.662,0.757,4,0.309,139,3336.0,2026-01-13,0,0,0,0.4865
I0013927,C03953,J0021,0.9,0.678,0.958,2,0.438,121,2904.0,2026-01-31,0,0,0,0.633
I0021488,C03397,J0133,2.7,0.693,0.808,4,0.772,82,1968.0,2026-03-11,0,0,0,0.7347
I0030417,C02962,J0050,,0.495,0.464,3,0.587,83,1992.0,2026-03-10,0,0,0,0.6454
I0033003,C00444,J0080,4.3,0.768,0.559,1,0.569,276,6624.0,2025-08-29,0,0,0,0.6069
I0033424,C03877,J0021,10.5,0.666,0.816,2,0.438,254,6096.0,2025-09-20,1,0,0,0.7639
I0046802,C02168,J0110,10.2,0.946,0.609,2,0.549,21,504.0,2026-05-11,0,0,0,0.5813
I0058818,C01054,J0080,4.8,0.583,0.796,1,0.569,0,0.0,2026-06-01,0,0,0,0.8126
I0047424,C00510,J0069,5.1,0.805,0.744,2,0.698,286,6864.0,2025-08-19,0,0,0,0.7375
