candidate_id,years_experience,skill_match_score,profile_completeness,protected_group,consent_ts
C01350,0.0,0.278,0.946,B,2025-11-18T00:00:00
C01351,4.7,0.456,0.829,B,2025-03-16T00:00:00
C01352,5.6,0.715,0.58,A,2026-05-11T00:00:00
C01353,6.7,0.608,0.671,A,2025-01-21T00:00:00
C01354,5.5,0.883,0.668,B,2025-06-17T00:00:00
C01355,5.6,0.318,0.774,A,2026-01-10T00:00:00
C01356,1.0,1.0,0.719,A,2025-01-27T00:00:00
C01357,3.7,0.292,0.578,A,2026-03-29T00:00:00
C01358,0.0,0.194,0.541,B,2025-12-06T00:00:00
C01359,0.0,0.588,0.832,A,2026-04-20T00:00:00
C01360,6.2,0.373,0.793,B,2026-02-23T00:00:00
C01361,1.7,0.592,0.766,A,2026-02-17T00:00:00
C01362,6.6,0.585,0.791,B,2025-04-24T00:00:00
C01363,7.3,0.561,0.657,A,2025-04-13T00:00:00
C01364,2.1,0.432,0.778,A,2025-05-02T00:00:00
C01365,5.8,0.687,1.0,A,2025-03-19T00:00:00
C01366,2.0,0.537,0.926,A,2025-11-29T00:00:00
C01367,0.0,0.821,0.707,A,2025-01-30T00:00:00
C01368,4.4,0.564,0.671,A,2025-08-03T00:00:00
C01369,2.6,0.407,0.321,A,2025-10-18T00:00:00
C01370,2.7,0.262,0.91,A,2025-09-27T00:00:00
C01371,9.9,0.566,0.868,B,2025-09-01T00:00:00
C01372,0.0,0.346,0.668,A,2025-04-22T00:00:00
C01373,5.1,0.33,0.535,B,2025-02-24T00:00:00
C01374,1.0,0.705,0.577,B,2026-05-10T00:00:00
C01375,6.7,0.244,0.817,A,2025-08-21T00:00:00
C01376,4.9,0.882,0.737,B,2025-10-25T00:00:00
C01377,5.1,0.632,0.854,B,2025-10-11T00:00:00
C01378,1.2,0.591,0.763,B,2025-07-04T00:00:00
C01379,1.7,0.393,0.895,A,2025-12-28T00:00:00
C01380,6.8,0.753,0.805,A,2025-07-08T00:00:00
C01381,9.3,0.599,0.874,A,2025-07-27T00:00:00
C01382,5.4,0.463,0.437,A,2026-02-06T00:00:00
C01383,1.3,0.64,0.565,B,2025-06-09T00:00:00
C01384,5.0,0.263,0.695,B,2025-12-16T00:00:00
C01385,11.3,0.273,0.912,A,2025-11-29T00:00:00
C01386,4.3,0.376,1.0,B,2025-01-16T00:00:00
C01387,8.4,0.67,0.725,A,2025-12-09T00:00:00
C01388,1.8,0.599,0.658,B,2026-02-05T00:00:00
C01389,3.9,0.81,0.457,A,2025-05-16T00:00:00
C01390,5.9,0.416,0.88,B,2026-04-03T00:00:00
C01391,5.2,0.715,0.667,B,2025-01-10T00:00:00
C01392,1.7,0.577,1.0,A,2025-03-31T00:00:00
C01393,1.6,0.411,0.639,A,2026-04-18T00:00:00
C01394,7.0,0.677,1.0,B,2026-03-04T00:00:00
C01395,7.6,0.587,0.862,A,2026-01-13T00:00:00
C01396,8.5,0.474,0.596,A,2025-10-29T00:00:00
C01397,9.4,0.608,0.785,B,2025-04-11T00:00:00
C01398,4.4,0.574,0.866,B,2025-09-02T00:00:00
C01399,3.1,0.569,0.716,A,2025-10-10T00:00:00
C01400,8.1,0.517,0.876,A,2025-02-14T00:00:00
C01401,6.1,0.339,0.872,A,2025-10-25T00:00:00
C01402,1.1,0.615,0.839,B,2025-02-14T00:00:00
C01403,0.9,0.439,0.748,A,2025-03-04T00:00:00
C01404,5.5,0.396,0.574,A,2025-03-27T00:00:00
C01405,3.5,0.552,0.738,A,2025-04-06T00:00:00
C01406,3.9,0.747,0.776,B,2025-02-11T00:00:00
C01407,7.2,0.637,0.469,A,2026-04-24T00:00:00
C01408,6.3,0.494,0.775,B,2026-02-06T00:00:00
C01409,8.0,0.486,0.735,B,2025-09-12T00:00:00
C01410,0.0,0.727,0.556,B,2025-07-04T00:00:00
C01411,4.8,0.121,0.7,B,2025-04-06T00:00:00
C01412,6.1,0.759,0.703,B,2026-04-20T00:00:00
C01413,0.0,0.225,1.0,B,2026-02-03T00:00:00
C01414,2.0,0.317,0.783,A,2026-01-11T00:00:00
C01415,1.5,0.497,0.905,B,2025-08-24T00:00:00
C01416,4.1,1.0,0.732,A,2025-01-14T00:00:00
C01417,8.9,0.935,0.469,A,2025-11-16T00:00:00
C01418,10.1,0.741,0.851,B,2025-09-01T00:00:00
C01419,1.6,0.671,0.651,B,2025-05-29T00:00:00
C01420,5.6,0.228,0.7,B,2025-06-07T00:00:00
C01421,5.7,0.631,0.592,A,2025-01-29T00:00:00
C01422,5.2,0.49,0.761,A,2026-03-12T00:00:00
C01423,5.2,0.437,0.91,A,2025-03-24T00:00:00
C01424,4.9,0.631,0.89,A,2026-02-11T00:00:00
C01425,9.1,0.506,0.988,A,2026-05-02T00:00:00
C01426,7.3,0.774,1.0,A,2025-01-23T00:00:00
C01427,0.8,0.213,0.443,A,2025-11-08T00:00:00
C01428,6.4,0.615,0.571,B,2025-02-03T00:00:00
C01429,6.7,0.424,0.479,A,2026-02-20T00:00:00
C01430,4.9,0.518,0.845,B,2025-09-11T00:00:00
C01431,7.4,0.661,0.646,B,2025-01-11T00:00:00
C01432,4.6,0.377,0.677,A,2026-01-22T00:00:00
C01433,4.6,0.633,0.718,A,2026-01-18T00:00:00
C01434,4.4,0.558,0.807,A,2026-04-08T00:00:00
C01435,0.0,0.468,0.527,B,2025-08-31T00:00:00
C01436,3.8,0.506,0.561,A,2026-04-12T00:00:00
C01437,2.0,0.569,0.75,A,2025-11-29T00:00:00
C01438,0.4,0.446,0.93,B,2025-09-20T00:00:00
C01439,8.3,0.601,0.746,B,2025-06-29T00:00:00
C01440,5.5,0.544,0.631,A,2025-05-27T00:00:00
C01441,3.9,0.478,0.428,A,2025-11-07T00:00:00
C01442,2.3,0.918,0.893,A,2026-01-05T00:00:00
C01443,4.9,0.683,0.64,A,2025-01-18T00:00:00
C01444,7.0,0.523,0.578,A,2025-07-25T00:00:00
C01445,1.5,0.629,0.493,B,2025-01-23T00:00:00
C01446,4.0,0.395,0.534,B,2025-07-18T00:00:00
C01447,6.6,0.513,0.606,A,2026-02-04T00:00:00
C01448,0.0,0.536,0.714,B,2025-12-12T00:00:00
C01449,3.8,0.351,0.569,A,2025-03-04T00:00:00
C01450,2.7,0.677,0.778,B,2025-12-25T00:00:00
C01451,3.6,0.499,0.713,B,2025-01-07T00:00:00
C01452,2.5,0.529,1.0,B,2025-01-07T00:00:00
C01453,4.4,0.486,0.494,B,2026-04-02T00:00:00
C01454,9.8,1.0,0.774,A,2025-01-17T00:00:00
C01455,3.0,0.467,0.776,A,2025-05-13T00:00:00
C01456,4.9,0.186,0.595,A,2025-03-07T00:00:00
C01457,10.0,0.28,0.764,A,2025-10-19T00:00:00
C01458,2.3,0.752,0.865,B,2025-09-19T00:00:00
C01459,9.4,0.867,0.764,A,2026-02-24T00:00:00
C01460,4.0,0.464,0.958,B,2026-05-09T00:00:00
C01461,9.3,0.856,0.423,A,2026-01-08T00:00:00
C01462,6.3,0.748,0.624,A,2025-08-22T00:00:00
C01463,4.9,0.562,0.971,A,2025-01-24T00:00:00
C01464,3.8,0.548,0.887,B,2026-04-07T00:00:00
C01465,2.1,0.636,0.831,B,2025-10-08T00:00:00
C01466,4.2,0.775,0.935,A,2025-04-19T00:00:00
C01467,6.7,0.679,0.463,A,2025-09-28T00:00:00
C01468,4.0,0.465,0.869,B,2025-07-15T00:00:00
C01469,3.1,0.565,0.91,A,2025-06-25T00:00:00
C01470,3.2,0.996,0.651,B,2025-08-15T00:00:00
C01471,7.0,0.65,1.0,A,2026-01-12T00:00:00
C01472,7.7,0.774,0.779,A,2025-03-23T00:00:00
C01473,2.0,0.708,0.421,A,2026-04-28T00:00:00
C01474,2.0,0.655,0.807,A,2025-02-01T00:00:00
C01475,5.1,0.622,0.642,A,2025-03-15T00:00:00
C01476,8.6,0.779,0.925,A,2025-12-05T00:00:00
C01477,7.4,0.744,0.832,B,2025-03-14T00:00:00
C01478,0.2,0.653,0.66,A,2026-01-24T00:00:00
C01479,3.2,0.461,0.975,A,2026-01-03T00:00:00
C01480,1.2,0.677,0.891,A,2025-08-03T00:00:00
C01481,3.2,0.587,0.626,A,2025-08-16T00:00:00
C01482,8.8,0.538,0.727,B,2026-05-15T00:00:00
C01483,0.0,1.0,0.828,A,2026-02-02T00:00:00
C01484,0.0,0.292,0.695,B,2025-11-13T00:00:00
C01485,1.5,0.792,0.7,A,2025-03-12T00:00:00
C01486,4.9,0.427,0.756,B,2025-10-22T00:00:00
C01487,5.9,0.626,0.59,A,2025-01-20T00:00:00
C01488,5.3,1.0,0.415,B,2025-05-06T00:00:00
C01489,7.5,0.408,0.786,A,2025-12-15T00:00:00
C01490,0.0,0.455,0.452,A,2025-07-23T00:00:00
C01491,7.6,0.596,0.601,B,2026-05-13T00:00:00
C01492,3.1,0.431,0.484,B,2026-04-15T00:00:00
C01493,6.2,0.777,0.503,B,2025-02-17T00:00:00
C01494,0.0,0.493,0.814,A,2026-03-18T00:00:00
C01495,4.0,0.731,0.717,B,2026-03-09T00:00:00
C01496,4.7,0.334,0.711,B,2025-02-23T00:00:00
C01497,7.5,0.239,0.553,B,2025-07-12T00:00:00
C01498,0.0,0.554,0.652,A,2026-04-20T00:00:00
C01499,4.1,0.286,0.806,B,2025-01-09T00:00:00
C01500,0.7,0.904,0.742,B,2025-01-30T00:00:00
C01501,5.5,0.294,0.873,B,2025-09-13T00:00:00
C01502,6.3,0.392,0.895,A,2026-04-22T00:00:00
C01503,7.9,0.683,0.712,A,2025-05-20T00:00:00
C01504,2.4,0.483,0.472,B,2026-01-22T00:00:00
C01505,6.8,0.296,0.637,A,2025-12-13T00:00:00
C01506,8.1,1.0,0.735,B,2025-03-15T00:00:00
C01507,0.0,0.4,0.634,A,2025-05-24T00:00:00
C01508,5.8,0.561,0.592,A,2025-11-09T00:00:00
C01509,6.9,0.558,0.76,B,2025-08-29T00:00:00
C01510,3.2,0.742,1.0,A,2025-04-29T00:00:00
C01511,0.4,0.692,0.677,A,2025-04-11T00:00:00
C01512,6.8,0.435,0.75,B,2025-10-06T00:00:00
C01513,0.4,0.535,0.553,B,2026-02-19T00:00:00
C01514,3.5,0.555,0.937,B,2025-07-26T00:00:00
C01515,3.9,0.75,0.881,A,2026-04-08T00:00:00
C01516,6.1,0.366,0.871,A,2025-11-30T00:00:00
C01517,2.1,1.0,0.954,B,2025-07-21T00:00:00
C01518,1.9,0.448,0.686,A,2025-12-20T00:00:00
C01519,4.3,0.598,0.705,A,2025-08-13T00:00:00
C01520,7.0,0.368,1.0,A,2026-01-14T00:00:00
C01521,10.9,0.34,0.845,A,2026-05-07T00:00:00
C01522,0.0,0.425,0.417,B,2026-01-29T00:00:00
C01523,4.9,0.406,0.818,B,2025-03-13T00:00:00
C01524,0.7,0.517,0.663,B,2025-02-05T00:00:00
C01525,7.1,0.404,0.885,A,2026-02-09T00:00:00
C01526,1.2,0.739,0.811,A,2026-02-28T00:00:00
C01527,2.0,0.443,0.489,A,2025-10-11T00:00:00
C01528,2.2,0.421,0.79,A,2025-05-03T00:00:00
C01529,3.8,0.521,0.782,A,2026-03-17T00:00:00
C01530,5.0,0.799,0.805,A,2025-08-13T00:00:00
C01531,5.5,0.643,0.836,A,2025-05-27T00:00:00
C01532,4.0,0.58,0.974,B,2025-07-03T00:00:00
C01533,0.0,0.313,0.812,B,2025-05-29T00:00:00
C01534,6.2,0.371,0.753,A,2025-05-22T00:00:00
C01535,3.8,0.344,0.922,A,2025-06-12T00:00:00
C01536,7.5,0.861,1.0,B,2025-12-04T00:00:00
C01537,1.9,0.706,0.887,B,2025-01-09T00:00:00
C01538,0.0,0.428,0.781,B,2025-07-01T00:00:00
C01539,3.9,0.487,0.815,A,2025-03-26T00:00:00
C01540,7.9,0.435,0.788,B,2025-11-21T00:00:00
C01541,4.5,0.423,0.753,A,2026-05-13T00:00:00
C01542,3.4,0.692,1.0,A,2026-01-29T00:00:00
C01543,1.4,0.542,0.638,A,2025-05-05T00:00:00
C01544,9.3,1.0,0.923,A,2025-09-14T00:00:00
C01545,0.9,0.85,0.731,A,2025-01-10T00:00:00
C01546,1.8,0.862,0.528,A,2025-07-26T00:00:00
C01547,5.7,0.734,0.722,B,2025-05-20T00:00:00
C01548,0.0,0.515,0.668,A,2025-09-08T00:00:00
C01549,7.8,0.72,0.837,A,2025-07-24T00:00:00
C01550,5.9,0.53,0.764,A,2025-12-08T00:00:00
C01551,6.7,0.926,0.597,A,2025-10-01T00:00:00
C01552,5.7,0.681,0.971,A,2026-04-15T00:00:00
C01553,3.5,0.652,0.914,A,2025-02-04T00:00:00
C01554,0.8,0.625,0.988,A,2026-04-18T00:00:00
C01555,3.6,0.948,0.786,B,2026-01-31T00:00:00
C01556,1.1,0.313,0.745,B,2025-12-23T00:00:00
C01557,5.5,0.968,0.856,A,2026-02-17T00:00:00
C01558,6.4,0.563,0.663,B,2025-01-26T00:00:00
C01559,8.4,0.319,0.77,B,2025-04-17T00:00:00
C01560,5.1,0.45,0.724,B,2025-01-01T00:00:00
C01561,6.8,0.27,0.531,B,2026-02-04T00:00:00
C01562,3.1,0.731,0.769,B,2025-06-27T00:00:00
C01563,2.6,0.392,0.684,B,2025-06-30T00:00:00
C01564,5.4,0.634,0.714,B,2025-11-02T00:00:00
C01565,2.8,0.827,0.805,A,2025-07-31T00:00:00
C01566,4.8,0.466,0.941,A,2025-11-15T00:00:00
C01567,0.8,0.546,0.623,A,2026-04-14T00:00:00
C01568,1.4,0.339,0.7,A,2025-06-16T00:00:00
C01569,5.9,0.522,0.635,A,2026-03-22T00:00:00
C01570,6.7,1.0,0.625,A,2025-09-24T00:00:00
C01571,1.0,0.756,0.661,B,2025-07-07T00:00:00
C01572,6.0,0.547,0.721,B,2026-04-05T00:00:00
C01573,2.4,0.478,0.838,B,2025-09-02T00:00:00
C01574,4.0,0.591,0.798,A,2025-03-05T00:00:00
C01575,8.3,0.626,0.591,A,2025-05-24T00:00:00
C01576,6.4,0.516,0.944,B,2026-02-27T00:00:00
C01577,6.4,0.706,0.892,B,2025-09-15T00:00:00
C01578,9.7,0.409,0.615,B,2025-10-08T00:00:00
C01579,1.9,0.408,0.934,B,2025-12-07T00:00:00
C01580,1.0,0.674,0.799,B,2025-04-08T00:00:00
C01581,1.8,0.366,0.727,A,2025-02-16T00:00:00
C01582,3.2,0.746,0.804,A,2025-08-09T00:00:00
C01583,0.0,0.597,0.746,A,2026-04-05T00:00:00
C01584,3.4,0.234,0.832,B,2025-03-05T00:00:00
C01585,2.4,0.622,0.778,B,2025-12-26T00:00:00
C01586,6.4,0.263,0.699,A,2026-05-05T00:00:00
C01587,5.1,0.739,0.446,B,2025-02-18T00:00:00
C01588,2.2,0.55,0.829,A,2025-03-08T00:00:00
C01589,5.8,0.97,0.694,A,2026-03-11T00:00:00
C01590,6.2,0.814,0.867,A,2025-02-24T00:00:00
C01591,1.7,0.388,0.822,A,2026-01-07T00:00:00
C01592,2.5,0.196,0.698,B,2026-02-03T00:00:00
C01593,0.0,0.449,0.903,A,2025-06-06T00:00:00
C01594,0.7,0.356,0.781,B,2025-05-26T00:00:00
C01595,1.8,0.965,0.775,B,2025-09-18T00:00:00
C01596,4.2,0.598,0.729,A,2025-09-11T00:00:00
C01597,1.2,0.787,1.0,A,2026-03-07T00:00:00
C01598,2.5,0.543,0.643,B,2025-10-24T00:00:00
C01599,0.3,0.564,0.702,A,2026-04-30T00:00:00
C01600,4.5,0.593,0.564,B,2025-04-30T00:00:00
C01601,5.3,0.821,0.859,A,2025-05-21T00:00:00
C01602,5.2,0.662,0.663,B,2025-05-01T00:00:00
C01603,4.0,0.389,0.679,B,2025-11-22T00:00:00
C01604,0.0,0.925,0.672,A,2025-01-17T00:00:00
C01605,2.1,0.541,0.759,A,2026-03-07T00:00:00
C01606,2.8,0.509,0.562,B,2026-01-21T00:00:00
C01607,2.8,0.034,0.414,A,2026-05-10T00:00:00
C01608,4.2,0.727,0.819,A,2026-04-25T00:00:00
C01609,8.3,0.62,0.433,A,2025-02-05T00:00:00
C01610,6.4,0.62,0.878,A,2026-01-09T00:00:00
C01611,1.0,0.519,0.984,B,2025-09-09T00:00:00
C01612,6.0,0.485,0.725,B,2026-01-03T00:00:00
C01613,5.9,0.526,0.945,A,2026-03-13T00:00:00
C01614,1.6,0.693,0.746,B,2025-10-19T00:00:00
C01615,6.5,0.728,0.99,A,2025-01-02T00:00:00
C01616,3.5,0.554,0.682,A,2026-03-09T00:00:00
C01617,0.0,0.79,0.395,B,2025-08-07T00:00:00
C01618,5.4,0.584,0.738,B,2025-08-18T00:00:00
C01619,4.7,0.499,1.0,A,2025-10-20T00:00:00
C01620,3.3,0.64,0.83,A,2026-04-01T00:00:00
C01621,3.9,0.328,0.673,A,2025-09-21T00:00:00
C01622,1.8,0.647,0.799,B,2025-04-14T00:00:00
C01623,5.8,0.292,0.896,A,2026-01-02T00:00:00
C01624,3.9,0.394,0.737,A,2025-11-13T00:00:00
C01625,4.5,0.196,1.0,B,2025-02-02T00:00:00
C01626,5.1,0.565,0.672,A,2025-09-24T00:00:00
C01627,0.5,0.922,0.9,A,2026-01-28T00:00:00
C01628,1.3,0.577,0.864,A,2026-03-19T00:00:00
C01629,0.0,0.729,0.645,A,2025-05-22T00:00:00
C01630,5.7,1.0,0.686,A,2025-09-19T00:00:00
C01631,0.4,0.681,0.903,B,2026-02-17T00:00:00
C01632,4.4,0.447,0.772,B,2025-10-19T00:00:00
C01633,5.1,0.474,0.801,B,2025-07-29T00:00:00
C01634,5.8,0.6,0.505,B,2025-04-03T00:00:00
C01635,0.4,0.473,0.848,A,2025-01-22T00:00:00
C01636,3.8,0.488,0.793,A,2025-12-12T00:00:00
C01637,9.0,0.797,0.74,B,2026-04-27T00:00:00
C01638,9.1,0.805,0.804,A,2025-10-28T00:00:00
C01639,7.0,0.271,0.689,B,2026-01-26T00:00:00
C01640,5.0,0.436,0.661,B,2025-12-05T00:00:00
C01641,1.0,0.507,0.714,A,2025-06-23T00:00:00
C01642,6.2,0.72,0.68,A,2025-09-19T00:00:00
C01643,3.5,0.829,1.0,A,2025-05-16T00:00:00
C01644,5.7,1.0,0.887,A,2025-04-22T00:00:00
C01645,2.1,0.507,0.605,A,2025-10-22T00:00:00
C01646,3.5,0.517,1.0,A,2025-11-20T00:00:00
C01647,4.5,0.718,0.685,B,2026-05-09T00:00:00
C01648,4.7,0.464,0.754,B,2025-04-29T00:00:00
C01649,5.5,0.572,0.885,B,2025-05-26T00:00:00
C01650,2.3,0.517,0.455,A,2025-03-25T00:00:00
C01651,0.0,0.076,0.714,A,2026-04-20T00:00:00
C01652,8.9,0.625,0.664,A,2026-01-26T00:00:00
C01653,11.5,0.564,0.781,A,2025-06-15T00:00:00
C01654,5.3,0.854,0.806,B,2026-04-30T00:00:00
C01655,0.0,0.601,0.738,A,2025-12-19T00:00:00
C01656,1.7,0.349,0.731,A,2025-08-27T00:00:00
C01657,5.5,0.548,0.91,B,2025-07-10T00:00:00
C01658,8.0,0.182,0.795,A,2025-10-12T00:00:00
C01659,0.4,0.358,0.756,A,2025-02-12T00:00:00
C01660,3.6,0.727,0.772,A,2025-03-28T00:00:00
C01661,4.6,0.551,1.0,B,2026-04-14T00:00:00
C01662,6.6,0.785,0.776,B,2025-04-14T00:00:00
C01663,3.0,0.207,0.673,A,2025-03-23T00:00:00
C01664,0.0,0.552,0.464,B,2026-03-06T00:00:00
C01665,5.9,0.505,0.535,B,2026-04-18T00:00:00
C01666,7.4,0.791,0.68,B,2026-02-13T00:00:00
C01667,3.8,0.735,0.734,A,2025-02-21T00:00:00
C01668,5.2,0.728,0.667,A,2026-02-24T00:00:00
C01669,2.6,0.908,0.803,B,2025-05-14T00:00:00
C01670,1.5,0.526,0.665,A,2025-01-06T00:00:00
C01671,7.1,0.867,0.613,B,2026-04-06T00:00:00
C01672,5.2,0.391,0.842,B,2025-05-14T00:00:00
C01673,5.5,0.384,0.955,A,2025-11-26T00:00:00
C01674,8.5,0.751,0.584,B,2025-02-06T00:00:00
C01675,0.8,0.299,0.787,B,2025-04-05T00:00:00
C01676,2.3,0.715,0.464,B,2026-03-17T00:00:00
C01677,4.5,0.62,0.529,A,2025-10-24T00:00:00
C01678,2.3,0.814,0.662,B,2026-05-15T00:00:00
C01679,6.3,0.588,0.92,A,2025-04-01T00:00:00
C01680,3.4,0.611,0.633,B,2026-03-22T00:00:00
C01681,1.0,0.702,0.628,B,2026-03-14T00:00:00
C01682,4.2,0.467,0.755,B,2026-04-08T00:00:00
C01683,4.5,0.459,0.756,A,2025-01-25T00:00:00
C01684,6.8,0.695,0.632,A,2025-02-22T00:00:00
C01685,5.2,0.594,1.0,A,2025-09-22T00:00:00
C01686,5.4,0.519,0.71,A,2025-02-27T00:00:00
C01687,5.0,0.583,0.767,A,2025-02-01T00:00:00
C01688,3.4,0.919,0.69,B,2026-02-10T00:00:00
C01689,1.9,0.511,0.816,A,2025-12-14T00:00:00
C01690,4.9,0.506,0.935,B,2026-02-27T00:00:00
C01691,3.0,0.259,1.0,B,2026-04-13T00:00:00
C01692,9.1,0.592,0.636,A,2025-03-13T00:00:00
C01693,8.0,0.731,0.915,B,2026-02-20T00:00:00
C01694,5.9,0.767,0.832,B,2025-01-22T00:00:00
C01695,5.1,0.622,0.896,A,2025-07-05T00:00:00
C01696,3.7,0.791,0.736,A,2025-05-29T00:00:00
C01697,0.2,0.746,0.722,B,2025-04-29T00:00:00
C01698,3.4,0.823,0.89,B,2025-12-26T00:00:00
C01699,4.3,0.797,0.893,B,2025-03-02T00:00:00
C01700,4.7,0.914,0.985,B,2026-02-09T00:00:00
C01701,5.4,0.566,0.78,B,2026-03-13T00:00:00
C01702,6.8,0.335,0.734,A,2025-11-29T00:00:00
C01703,1.9,0.733,0.381,B,2025-02-10T00:00:00
C01704,2.0,0.756,0.508,A,2025-10-26T00:00:00
C01705,8.4,0.914,0.691,B,2025-11-11T00:00:00
C01706,6.3,0.856,0.585,A,2025-07-06T00:00:00
C01707,2.8,0.989,0.872,A,2025-07-03T00:00:00
C01708,3.7,0.724,0.553,B,2025-08-23T00:00:00
C01709,3.7,0.646,0.675,A,2026-05-13T00:00:00
C01710,4.1,0.323,0.681,B,2025-01-02T00:00:00
C01711,5.4,0.662,0.931,A,2025-09-12T00:00:00
C01712,11.6,0.489,0.659,B,2025-06-08T00:00:00
C01713,4.6,0.642,0.818,B,2025-10-02T00:00:00
C01714,6.0,0.611,0.779,A,2025-01-02T00:00:00
C01715,0.0,0.694,0.885,B,2026-04-04T00:00:00
C01716,2.5,0.581,0.878,A,2025-08-17T00:00:00
C01717,7.7,0.787,0.745,B,2026-04-30T00:00:00
C01718,5.2,0.055,0.496,B,2025-03-19T00:00:00
C01719,0.0,0.638,0.715,B,2025-10-19T00:00:00
C01720,6.0,0.84,0.747,A,2025-12-06T00:00:00
C01721,9.8,0.974,0.793,A,2026-02-03T00:00:00
C01722,0.0,0.746,0.639,B,2025-01-05T00:00:00
C01723,8.6,0.937,0.921,B,2025-11-14T00:00:00
C01724,0.0,0.634,0.752,A,2025-03-15T00:00:00
C01725,6.8,0.601,0.612,A,2025-08-02T00:00:00
C01726,4.0,0.706,0.681,A,2025-01-27T00:00:00
C01727,0.0,0.599,1.0,B,2025-01-29T00:00:00
C01728,5.3,0.444,0.85,A,2026-01-19T00:00:00
C01729,7.5,0.497,0.907,A,2025-12-25T00:00:00
C01730,5.1,0.378,0.594,B,2026-03-24T00:00:00
C01731,5.8,0.706,0.647,A,2025-12-17T00:00:00
C01732,2.8,0.602,0.648,B,2025-10-25T00:00:00
C01733,0.0,0.528,0.778,A,2025-02-28T00:00:00
C01734,6.1,0.487,0.724,B,2026-01-18T00:00:00
C01735,9.2,0.701,0.677,B,2025-04-26T00:00:00
C01736,7.4,0.756,0.695,B,2025-02-23T00:00:00
C01737,0.0,0.374,0.631,A,2026-01-02T00:00:00
C01738,0.0,0.342,0.723,A,2025-10-22T00:00:00
C01739,1.5,0.791,0.917,B,2025-03-16T00:00:00
C01740,0.0,0.325,0.523,A,2025-10-02T00:00:00
C01741,4.1,0.709,0.802,A,2025-12-12T00:00:00
C01742,5.2,0.923,0.957,A,2025-09-07T00:00:00
C01743,0.0,0.924,0.723,B,2025-12-25T00:00:00
C01744,6.3,0.748,0.671,B,2025-09-10T00:00:00
C01745,5.8,0.742,0.889,B,2025-06-26T00:00:00
C01746,2.4,1.0,0.602,B,2025-04-22T00:00:00
C01747,3.5,0.133,0.747,A,2025-05-10T00:00:00
C01748,0.0,0.507,0.594,A,2026-02-09T00:00:00
C01749,3.0,0.77,0.469,A,2025-07-06T00:00:00
C01750,4.0,0.533,0.727,B,2025-12-25T00:00:00
C01751,4.5,0.848,0.56,A,2025-06-29T00:00:00
C01752,5.1,0.592,0.748,B,2025-09-20T00:00:00
C01753,4.7,0.626,0.917,B,2025-10-31T00:00:00
C01754,3.2,0.545,1.0,A,2025-08-27T00:00:00
C01755,4.9,0.495,0.764,B,2026-01-07T00:00:00
C01756,7.0,0.491,0.903,A,2026-04-08T00:00:00
C01757,3.7,0.654,0.81,B,2026-03-07T00:00:00
C01758,5.0,0.445,0.693,B,2026-04-06T00:00:00
C01759,3.4,0.791,0.461,B,2025-01-15T00:00:00
C01760,2.1,0.731,0.994,A,2026-01-15T00:00:00
C01761,5.6,0.82,0.593,A,2025-12-30T00:00:00
C01762,2.3,0.374,0.957,A,2025-07-26T00:00:00
C01763,5.2,0.26,0.831,A,2025-06-07T00:00:00
C01764,4.1,0.599,0.604,A,2025-01-27T00:00:00
C01765,3.1,1.0,0.797,A,2026-02-24T00:00:00
C01766,3.0,0.853,1.0,B,2026-02-25T00:00:00
C01767,2.5,0.489,0.98,A,2025-02-07T00:00:00
C01768,0.0,0.685,0.673,A,2025-10-19T00:00:00
C01769,5.1,0.746,0.643,B,2025-10-03T00:00:00
C01770,4.7,0.326,0.765,B,2025-03-28T00:00:00
C01771,6.5,0.874,0.725,B,2025-10-02T00:00:00
C01772,2.4,0.567,0.93,B,2026-02-10T00:00:00
C01773,9.7,0.582,0.861,B,2025-06-13T00:00:00
C01774,2.9,0.605,0.496,B,2025-12-29T00:00:00
C01775,1.4,0.829,0.819,A,2026-05-01T00:00:00
C01776,1.0,0.449,0.723,B,2025-08-16T00:00:00
C01777,0.0,0.259,0.756,A,2025-02-23T00:00:00
C01778,8.6,0.665,0.787,A,2025-05-29T00:00:00
C01779,8.1,0.191,0.93,A,2025-03-10T00:00:00
C01780,5.8,0.54,0.897,A,2025-06-26T00:00:00
C01781,1.3,0.837,0.638,B,2025-11-19T00:00:00
C01782,9.4,0.716,0.741,A,2025-04-12T00:00:00
C01783,2.9,0.808,0.683,A,2025-09-15T00:00:00
C01784,3.2,0.724,0.498,A,2026-05-15T00:00:00
C01785,8.3,1.0,0.734,B,2025-05-13T00:00:00
C01786,6.0,0.482,1.0,A,2026-03-16T00:00:00
C01787,10.6,0.68,0.493,B,2025-06-02T00:00:00
C01788,4.7,0.512,0.746,B,2025-11-04T00:00:00
C01789,2.8,0.791,0.742,A,2025-03-20T00:00:00
C01790,2.2,0.588,0.793,B,2025-05-15T00:00:00
C01791,0.0,0.944,0.606,A,2026-03-10T00:00:00
C01792,3.2,0.494,0.536,A,2025-10-22T00:00:00
C01793,7.4,0.881,0.543,B,2025-10-12T00:00:00
C01794,5.8,0.719,0.95,B,2025-09-13T00:00:00
C01795,4.1,0.594,0.603,A,2025-05-03T00:00:00
C01796,1.0,0.708,0.675,B,2026-04-10T00:00:00
C01797,4.7,0.652,1.0,A,2025-07-16T00:00:00
C01798,7.0,0.671,0.64,B,2025-01-06T00:00:00
C01799,5.3,0.559,0.801,B,2026-03-30T00:00:00
